feature,importance_pct,mean_shap_value,mean_abs_shap_value,direction,model,congress,session,chamber,roll_call_number,model_accuracy,sample_size,yes_votes,no_votes
cosponsorship_status,13.525235114336384,-8.356517389651716e-18,0.4129589155248,neutral,LogisticRegression,119,1,Senate,1,0.9247311827956989,93,84,9
party_Republican,12.760906841348596,-2.2681975771911802e-17,0.38962208093007905,neutral,LogisticRegression,119,1,Senate,1,0.9247311827956989,93,84,9
region_Northeast,8.206404415550086,4.5363951543823603e-17,0.25056184525852293,neutral,LogisticRegression,119,1,Senate,1,0.9247311827956989,93,84,9
clean_religion_Catholic,7.113960519928848,-1.6713034779303432e-17,0.21720682831473287,neutral,LogisticRegression,119,1,Senate,1,0.9247311827956989,93,84,9
party_Democrat,6.694745063556189,-8.654964439282134e-18,0.2044071424851397,neutral,LogisticRegression,119,1,Senate,1,0.9247311827956989,93,84,9
region_Southeast,5.231198160417348,-2.3875763970433476e-18,0.15972143189817448,neutral,LogisticRegression,119,1,Senate,1,0.9247311827956989,93,84,9
race_id_Caucasian,5.125685377949071,-4.327482219641067e-17,0.15649986540755442,neutral,LogisticRegression,119,1,Senate,1,0.9247311827956989,93,84,9
region_Far West,4.705709710487112,2.477110511932473e-17,0.14367696845117836,neutral,LogisticRegression,119,1,Senate,1,0.9247311827956989,93,84,9
years_of_staffer_experience,4.363679469359727,-1.4325458382260084e-17,0.13323393834792083,neutral,LogisticRegression,119,1,Senate,1,0.9247311827956989,93,84,9
years_of_experience,4.316643177295636,-1.1937881985216737e-17,0.13179780389281578,neutral,LogisticRegression,119,1,Senate,1,0.9247311827956989,93,84,9
region_Great Lakes,3.475981999428146,-4.625929269271485e-18,0.10613033671747768,neutral,LogisticRegression,119,1,Senate,1,0.9247311827956989,93,84,9
region_Mid-Atlantic,3.270628034536115,-3.5216751856389374e-17,0.09986037172806007,neutral,LogisticRegression,119,1,Senate,1,0.9247311827956989,93,84,9
is_married,3.0132590137682875,2.0518234662091267e-17,0.09200225829731423,neutral,LogisticRegression,119,1,Senate,1,0.9247311827956989,93,84,9
region_Plains,2.9222308950362113,1.3430117233368829e-18,0.08922294445351896,neutral,LogisticRegression,119,1,Senate,1,0.9247311827956989,93,84,9
staffer_turnover_rate,2.8254544368382155,-5.9689409926083686e-18,0.08626811957336483,neutral,LogisticRegression,119,1,Senate,1,0.9247311827956989,93,84,9
region_Rocky Mountain,2.102185252226654,5.3720468933475315e-18,0.06418492060604311,neutral,LogisticRegression,119,1,Senate,1,0.9247311827956989,93,84,9
military_service,1.8586413436427942,5.968940992608369e-19,0.056748922080231426,neutral,LogisticRegression,119,1,Senate,1,0.9247311827956989,93,84,9
region_Southwest,1.599175957535883,-5.745105705385555e-18,0.048826801425237494,neutral,LogisticRegression,119,1,Senate,1,0.9247311827956989,93,84,9
race_id_Asian American/Pacific Islander,1.168688807600917,-8.729576201689739e-18,0.035682962883305566,neutral,LogisticRegression,119,1,Senate,1,0.9247311827956989,93,84,9
clean_religion_Unaffiliation/Unknown,1.0920588460484313,5.6704939429779504e-18,0.03334326042697793,neutral,LogisticRegression,119,1,Senate,1,0.9247311827956989,93,84,9
age,0.9809221853937331,7.162729191130042e-18,0.029949983011019036,neutral,LogisticRegression,119,1,Senate,1,0.9247311827956989,93,84,9
race_id_Black,0.7243155906652387,-1.701148182893385e-17,0.022115148334964665,neutral,LogisticRegression,119,1,Senate,1,0.9247311827956989,93,84,9
clean_religion_Protestant Christian,0.5536622664214829,-2.42488227824715e-18,0.016904679820764556,neutral,LogisticRegression,119,1,Senate,1,0.9247311827956989,93,84,9
party_Independent,0.5096254859602114,4.21556457602966e-18,0.015560127881463007,neutral,LogisticRegression,119,1,Senate,1,0.9247311827956989,93,84,9
gender_M,0.4816703020192632,-1.3989705451425863e-18,0.014706586900773245,neutral,LogisticRegression,119,1,Senate,1,0.9247311827956989,93,84,9
gender_F,0.48078652367194225,8.020764458817495e-19,0.014679602959659565,neutral,LogisticRegression,119,1,Senate,1,0.9247311827956989,93,84,9
race_id_Hispanic,0.44222567360925763,5.968940992608369e-19,0.013502244733426469,neutral,LogisticRegression,119,1,Senate,1,0.9247311827956989,93,84,9
clean_religion_Buddhist,0.2560389003783278,0.0,0.007817501561974466,neutral,LogisticRegression,119,1,Senate,1,0.9247311827956989,93,84,9
clean_religion_Mormon,0.0899222498421982,-9.792793815998104e-20,0.0027455489285375186,neutral,LogisticRegression,119,1,Senate,1,0.9247311827956989,93,84,9
clean_religion_Jewish,0.07757615376265975,7.461176240760461e-20,0.0023685920472063405,neutral,LogisticRegression,119,1,Senate,1,0.9247311827956989,93,84,9
race_id_Native American,0.03078223138503308,-3.2176322538279487e-19,0.0009398577387185351,neutral,LogisticRegression,119,1,Senate,1,0.9247311827956989,93,84,9
race_id_Biracial,0.0,0.0,0.0,neutral,LogisticRegression,119,1,Senate,1,0.9247311827956989,93,84,9
race_id_Arab,0.0,0.0,0.0,neutral,LogisticRegression,119,1,Senate,1,0.9247311827956989,93,84,9
clean_religion_Muslim,0.0,0.0,0.0,neutral,LogisticRegression,119,1,Senate,1,0.9247311827956989,93,84,9
committee_membership,0.0,0.0,0.0,neutral,LogisticRegression,119,1,Senate,1,0.9247311827956989,93,84,9
clean_religion_Hindu,0.0,0.0,0.0,neutral,LogisticRegression,119,1,Senate,1,0.9247311827956989,93,84,9
years_of_staffer_experience,12.53275263218199,0.0,0.12532752632181987,neutral,RandomForest,119,1,Senate,1,1.0,93,84,9
staffer_turnover_rate,12.151023977900124,0.0,0.12151023977900123,neutral,RandomForest,119,1,Senate,1,1.0,93,84,9
age,11.933560219007559,0.0,0.11933560219007558,neutral,RandomForest,119,1,Senate,1,1.0,93,84,9
years_of_experience,10.513131628952745,0.0,0.10513131628952743,neutral,RandomForest,119,1,Senate,1,1.0,93,84,9
region_Northeast,8.198797197688654,0.0,0.08198797197688652,neutral,RandomForest,119,1,Senate,1,1.0,93,84,9
region_Far West,6.4258472694885524,0.0,0.06425847269488551,neutral,RandomForest,119,1,Senate,1,1.0,93,84,9
race_id_Asian American/Pacific Islander,4.404835629935409,0.0,0.04404835629935408,neutral,RandomForest,119,1,Senate,1,1.0,93,84,9
cosponsorship_status,3.299558393415889,0.0,0.032995583934158884,neutral,RandomForest,119,1,Senate,1,1.0,93,84,9
race_id_Caucasian,2.9415157332197563,0.0,0.029415157332197562,neutral,RandomForest,119,1,Senate,1,1.0,93,84,9
clean_religion_Buddhist,2.834444368082248,0.0,0.02834444368082248,neutral,RandomForest,119,1,Senate,1,1.0,93,84,9
party_Democrat,2.6357491542034213,0.0,0.02635749154203421,neutral,RandomForest,119,1,Senate,1,1.0,93,84,9
party_Republican,2.5418748145921475,0.0,0.02541874814592147,neutral,RandomForest,119,1,Senate,1,1.0,93,84,9
clean_religion_Catholic,2.420867329623748,0.0,0.02420867329623748,neutral,RandomForest,119,1,Senate,1,1.0,93,84,9
gender_F,1.8944535376076266,0.0,0.018944535376076262,neutral,RandomForest,119,1,Senate,1,1.0,93,84,9
clean_religion_Protestant Christian,1.772857648731491,0.0,0.017728576487314907,neutral,RandomForest,119,1,Senate,1,1.0,93,84,9
gender_M,1.6925318069742536,0.0,0.016925318069742533,neutral,RandomForest,119,1,Senate,1,1.0,93,84,9
party_Independent,1.6708079602045642,0.0,0.01670807960204564,neutral,RandomForest,119,1,Senate,1,1.0,93,84,9
clean_religion_Jewish,1.5260072746506168,0.0,0.015260072746506167,neutral,RandomForest,119,1,Senate,1,1.0,93,84,9
clean_religion_Unaffiliation/Unknown,1.4857761805620544,0.0,0.014857761805620541,neutral,RandomForest,119,1,Senate,1,1.0,93,84,9
race_id_Black,1.277670498537227,0.0,0.012776704985372268,neutral,RandomForest,119,1,Senate,1,1.0,93,84,9
is_married,1.2109946517719095,0.0,0.012109946517719093,neutral,RandomForest,119,1,Senate,1,1.0,93,84,9
region_Plains,1.1497123427474667,0.0,0.011497123427474665,neutral,RandomForest,119,1,Senate,1,1.0,93,84,9
region_Great Lakes,0.9578021719123505,0.0,0.009578021719123503,neutral,RandomForest,119,1,Senate,1,1.0,93,84,9
region_Mid-Atlantic,0.795518717724728,0.0,0.007955187177247278,neutral,RandomForest,119,1,Senate,1,1.0,93,84,9
military_service,0.5944716299420862,0.0,0.005944716299420861,neutral,RandomForest,119,1,Senate,1,1.0,93,84,9
region_Southeast,0.5754631746301799,0.0,0.005754631746301799,neutral,RandomForest,119,1,Senate,1,1.0,93,84,9
region_Rocky Mountain,0.43194691210623826,0.0,0.004319469121062382,neutral,RandomForest,119,1,Senate,1,1.0,93,84,9
region_Southwest,0.07782811352270647,0.0,0.0007782811352270645,neutral,RandomForest,119,1,Senate,1,1.0,93,84,9
race_id_Hispanic,0.052199030082252004,0.0,0.00052199030082252,neutral,RandomForest,119,1,Senate,1,1.0,93,84,9
clean_religion_Muslim,0.0,0.0,0.0,neutral,RandomForest,119,1,Senate,1,1.0,93,84,9
clean_religion_Mormon,0.0,0.0,0.0,neutral,RandomForest,119,1,Senate,1,1.0,93,84,9
race_id_Arab,0.0,0.0,0.0,neutral,RandomForest,119,1,Senate,1,1.0,93,84,9
committee_membership,0.0,0.0,0.0,neutral,RandomForest,119,1,Senate,1,1.0,93,84,9
clean_religion_Hindu,0.0,0.0,0.0,neutral,RandomForest,119,1,Senate,1,1.0,93,84,9
race_id_Biracial,0.0,0.0,0.0,neutral,RandomForest,119,1,Senate,1,1.0,93,84,9
race_id_Native American,0.0,0.0,0.0,neutral,RandomForest,119,1,Senate,1,1.0,93,84,9
staffer_turnover_rate,19.976408004760742,0.5209769606590271,1.0146790742874146,positive,XGBoost,119,1,Senate,1,1.0,93,84,9
cosponsorship_status,16.89219093322754,0.2186225950717926,0.8580198287963867,positive,XGBoost,119,1,Senate,1,1.0,93,84,9
age,14.68077278137207,0.17849291861057281,0.7456933259963989,positive,XGBoost,119,1,Senate,1,1.0,93,84,9
years_of_staffer_experience,12.947821617126465,0.34653589129447937,0.6576699614524841,positive,XGBoost,119,1,Senate,1,1.0,93,84,9
years_of_experience,11.575362205505371,0.033989790827035904,0.5879574418067932,positive,XGBoost,119,1,Senate,1,1.0,93,84,9
region_Northeast,8.614413261413574,0.2215547263622284,0.43755942583084106,positive,XGBoost,119,1,Senate,1,1.0,93,84,9
race_id_Caucasian,7.53776216506958,0.12517663836479187,0.3828721344470978,positive,XGBoost,119,1,Senate,1,1.0,93,84,9
party_Republican,4.131416320800781,0.12901876866817474,0.20985062420368195,positive,XGBoost,119,1,Senate,1,1.0,93,84,9
clean_religion_Catholic,2.292189121246338,0.003682937938719988,0.1164291575551033,positive,XGBoost,119,1,Senate,1,1.0,93,84,9
clean_religion_Protestant Christian,1.3516627550125122,0.011876511387526989,0.06865618377923965,positive,XGBoost,119,1,Senate,1,1.0,93,84,9
committee_membership,0.0,0.0,0.0,neutral,XGBoost,119,1,Senate,1,1.0,93,84,9
region_Far West,0.0,0.0,0.0,neutral,XGBoost,119,1,Senate,1,1.0,93,84,9
region_Southwest,0.0,0.0,0.0,neutral,XGBoost,119,1,Senate,1,1.0,93,84,9
region_Southeast,0.0,0.0,0.0,neutral,XGBoost,119,1,Senate,1,1.0,93,84,9
region_Rocky Mountain,0.0,0.0,0.0,neutral,XGBoost,119,1,Senate,1,1.0,93,84,9
region_Plains,0.0,0.0,0.0,neutral,XGBoost,119,1,Senate,1,1.0,93,84,9
is_married,0.0,0.0,0.0,neutral,XGBoost,119,1,Senate,1,1.0,93,84,9
region_Mid-Atlantic,0.0,0.0,0.0,neutral,XGBoost,119,1,Senate,1,1.0,93,84,9
region_Great Lakes,0.0,0.0,0.0,neutral,XGBoost,119,1,Senate,1,1.0,93,84,9
gender_F,0.0,0.0,0.0,neutral,XGBoost,119,1,Senate,1,1.0,93,84,9
party_Independent,0.0,0.0,0.0,neutral,XGBoost,119,1,Senate,1,1.0,93,84,9
gender_M,0.0,0.0,0.0,neutral,XGBoost,119,1,Senate,1,1.0,93,84,9
party_Democrat,0.0,0.0,0.0,neutral,XGBoost,119,1,Senate,1,1.0,93,84,9
race_id_Native American,0.0,0.0,0.0,neutral,XGBoost,119,1,Senate,1,1.0,93,84,9
race_id_Hispanic,0.0,0.0,0.0,neutral,XGBoost,119,1,Senate,1,1.0,93,84,9
race_id_Black,0.0,0.0,0.0,neutral,XGBoost,119,1,Senate,1,1.0,93,84,9
race_id_Biracial,0.0,0.0,0.0,neutral,XGBoost,119,1,Senate,1,1.0,93,84,9
race_id_Asian American/Pacific Islander,0.0,0.0,0.0,neutral,XGBoost,119,1,Senate,1,1.0,93,84,9
race_id_Arab,0.0,0.0,0.0,neutral,XGBoost,119,1,Senate,1,1.0,93,84,9
clean_religion_Unaffiliation/Unknown,0.0,0.0,0.0,neutral,XGBoost,119,1,Senate,1,1.0,93,84,9
clean_religion_Muslim,0.0,0.0,0.0,neutral,XGBoost,119,1,Senate,1,1.0,93,84,9
clean_religion_Mormon,0.0,0.0,0.0,neutral,XGBoost,119,1,Senate,1,1.0,93,84,9
clean_religion_Jewish,0.0,0.0,0.0,neutral,XGBoost,119,1,Senate,1,1.0,93,84,9
clean_religion_Hindu,0.0,0.0,0.0,neutral,XGBoost,119,1,Senate,1,1.0,93,84,9
clean_religion_Buddhist,0.0,0.0,0.0,neutral,XGBoost,119,1,Senate,1,1.0,93,84,9
military_service,0.0,0.0,0.0,neutral,XGBoost,119,1,Senate,1,1.0,93,84,9
cosponsorship_status,14.851354801673628,3.620292471603771e-18,0.46961710357655667,neutral,LogisticRegression,119,1,Senate,2,0.9130434782608695,92,82,10
party_Republican,12.740542130843988,-3.499616055883646e-17,0.4028707530984169,neutral,LogisticRegression,119,1,Senate,2,0.9130434782608695,92,82,10
race_id_Caucasian,7.392471397521938,-6.456188241026726e-17,0.2337585393613765,neutral,LogisticRegression,119,1,Senate,2,0.9130434782608695,92,82,10
region_Northeast,6.608061775628996,-1.8704844436619485e-17,0.2089545952384179,neutral,LogisticRegression,119,1,Senate,2,0.9130434782608695,92,82,10
party_Democrat,6.338846832558989,-2.7152193537028285e-17,0.20044170577530865,neutral,LogisticRegression,119,1,Senate,2,0.9130434782608695,92,82,10
region_Southeast,5.357822466454368,-3.318601432303457e-18,0.16942057487510542,neutral,LogisticRegression,119,1,Senate,2,0.9130434782608695,92,82,10
region_Far West,4.41983191275385,1.3274405729213829e-17,0.13976022315006495,neutral,LogisticRegression,119,1,Senate,2,0.9130434782608695,92,82,10
clean_religion_Catholic,4.098799522108871,6.938893903907228e-18,0.12960880575668596,neutral,LogisticRegression,119,1,Senate,2,0.9130434782608695,92,82,10
years_of_experience,4.00956364657856,3.0169103930031427e-18,0.12678706363542572,neutral,LogisticRegression,119,1,Senate,2,0.9130434782608695,92,82,10
clean_religion_Protestant Christian,3.7544764609487657,-3.0169103930031427e-19,0.1187209102861394,neutral,LogisticRegression,119,1,Senate,2,0.9130434782608695,92,82,10
years_of_staffer_experience,3.4028167494572457,-1.9308226515220113e-17,0.10760102140323394,neutral,LogisticRegression,119,1,Senate,2,0.9130434782608695,92,82,10
region_Great Lakes,3.355278102747293,3.0169103930031427e-18,0.10609779413043582,neutral,LogisticRegression,119,1,Senate,2,0.9130434782608695,92,82,10
military_service,3.225995831200406,2.051499067242137e-17,0.10200973841306751,neutral,LogisticRegression,119,1,Senate,2,0.9130434782608695,92,82,10
region_Plains,3.0942214563144548,1.0710031895161157e-17,0.09784287949103988,neutral,LogisticRegression,119,1,Senate,2,0.9130434782608695,92,82,10
region_Mid-Atlantic,2.9484669560500563,1.0710031895161157e-17,0.09323395275260511,neutral,LogisticRegression,119,1,Senate,2,0.9130434782608695,92,82,10
region_Rocky Mountain,2.1752614349895767,-6.033820786006285e-18,0.06878429532277217,neutral,LogisticRegression,119,1,Senate,2,0.9130434782608695,92,82,10
staffer_turnover_rate,2.1592677478680957,-3.620292471603771e-18,0.06827855634327831,neutral,LogisticRegression,119,1,Senate,2,0.9130434782608695,92,82,10
gender_M,1.8931898403895135,-9.95580429691037e-18,0.05986486359238387,neutral,LogisticRegression,119,1,Senate,2,0.9130434782608695,92,82,10
gender_F,1.8925576368583064,-5.128747668105342e-18,0.05984487258178846,neutral,LogisticRegression,119,1,Senate,2,0.9130434782608695,92,82,10
race_id_Hispanic,1.219048672527847,6.109243545831364e-18,0.03854773617332604,neutral,LogisticRegression,119,1,Senate,2,0.9130434782608695,92,82,10
race_id_Asian American/Pacific Islander,1.0447583199470818,1.3048137449738592e-17,0.033036472611627815,neutral,LogisticRegression,119,1,Senate,2,0.9130434782608695,92,82,10
age,0.935349790467025,-1.6593007161517286e-18,0.02957684772170165,neutral,LogisticRegression,119,1,Senate,2,0.9130434782608695,92,82,10
clean_religion_Unaffiliation/Unknown,0.8315886916889251,1.734723475976807e-18,0.026295801155727678,neutral,LogisticRegression,119,1,Senate,2,0.9130434782608695,92,82,10
region_Southwest,0.720382923027414,-1.319898296938875e-18,0.022779345473587606,neutral,LogisticRegression,119,1,Senate,2,0.9130434782608695,92,82,10
party_Independent,0.5428198283685616,-3.054621772915682e-18,0.017164594002807093,neutral,LogisticRegression,119,1,Senate,2,0.9130434782608695,92,82,10
is_married,0.4329191491300962,2.300394174664896e-18,0.013689406765394372,neutral,LogisticRegression,119,1,Senate,2,0.9130434782608695,92,82,10
clean_religion_Buddhist,0.22860342696905092,2.319249864621166e-18,0.007228706112979162,neutral,LogisticRegression,119,1,Senate,2,0.9130434782608695,92,82,10
race_id_Black,0.21016860996587663,-5.939542336224938e-19,0.006645775768804841,neutral,LogisticRegression,119,1,Senate,2,0.9130434782608695,92,82,10
clean_religion_Mormon,0.09350232934209612,-4.7139224890674105e-21,0.0029566523505551246,neutral,LogisticRegression,119,1,Senate,2,0.9130434782608695,92,82,10
clean_religion_Jewish,0.0220315556191184,8.602908542548024e-20,0.0006966634004306624,neutral,LogisticRegression,119,1,Senate,2,0.9130434782608695,92,82,10
race_id_Arab,0.0,0.0,0.0,neutral,LogisticRegression,119,1,Senate,2,0.9130434782608695,92,82,10
clean_religion_Muslim,0.0,0.0,0.0,neutral,LogisticRegression,119,1,Senate,2,0.9130434782608695,92,82,10
race_id_Biracial,0.0,0.0,0.0,neutral,LogisticRegression,119,1,Senate,2,0.9130434782608695,92,82,10
clean_religion_Hindu,0.0,0.0,0.0,neutral,LogisticRegression,119,1,Senate,2,0.9130434782608695,92,82,10
committee_membership,0.0,0.0,0.0,neutral,LogisticRegression,119,1,Senate,2,0.9130434782608695,92,82,10
race_id_Native American,0.0,0.0,0.0,neutral,LogisticRegression,119,1,Senate,2,0.9130434782608695,92,82,10
age,12.91382199239709,0.0,0.1291382199239709,neutral,RandomForest,119,1,Senate,2,1.0,92,82,10
years_of_staffer_experience,11.171533778361704,0.0,0.11171533778361704,neutral,RandomForest,119,1,Senate,2,1.0,92,82,10
years_of_experience,10.990917199743501,0.0,0.10990917199743501,neutral,RandomForest,119,1,Senate,2,1.0,92,82,10
staffer_turnover_rate,10.534309218599304,0.0,0.10534309218599304,neutral,RandomForest,119,1,Senate,2,1.0,92,82,10
region_Northeast,6.357386567237679,0.0,0.06357386567237679,neutral,RandomForest,119,1,Senate,2,1.0,92,82,10
race_id_Asian American/Pacific Islander,4.581137543406097,0.0,0.04581137543406097,neutral,RandomForest,119,1,Senate,2,1.0,92,82,10
region_Far West,4.470934259126356,0.0,0.04470934259126356,neutral,RandomForest,119,1,Senate,2,1.0,92,82,10
cosponsorship_status,4.074199289393152,0.0,0.040741992893931524,neutral,RandomForest,119,1,Senate,2,1.0,92,82,10
race_id_Caucasian,3.4973862921357264,0.0,0.03497386292135726,neutral,RandomForest,119,1,Senate,2,1.0,92,82,10
clean_religion_Buddhist,3.2129594997182127,0.0,0.032129594997182126,neutral,RandomForest,119,1,Senate,2,1.0,92,82,10
party_Democrat,2.826005094145289,0.0,0.028260050941452893,neutral,RandomForest,119,1,Senate,2,1.0,92,82,10
gender_M,2.658063716877002,0.0,0.02658063716877002,neutral,RandomForest,119,1,Senate,2,1.0,92,82,10
party_Republican,2.4237574184872086,0.0,0.024237574184872088,neutral,RandomForest,119,1,Senate,2,1.0,92,82,10
clean_religion_Protestant Christian,2.134227349250933,0.0,0.02134227349250933,neutral,RandomForest,119,1,Senate,2,1.0,92,82,10
gender_F,2.0747013443385685,0.0,0.020747013443385684,neutral,RandomForest,119,1,Senate,2,1.0,92,82,10
race_id_Hispanic,1.9415069207781184,0.0,0.019415069207781185,neutral,RandomForest,119,1,Senate,2,1.0,92,82,10
clean_religion_Unaffiliation/Unknown,1.9402761469267626,0.0,0.019402761469267626,neutral,RandomForest,119,1,Senate,2,1.0,92,82,10
military_service,1.8309341688185223,0.0,0.018309341688185224,neutral,RandomForest,119,1,Senate,2,1.0,92,82,10
region_Plains,1.7186428409273382,0.0,0.017186428409273383,neutral,RandomForest,119,1,Senate,2,1.0,92,82,10
clean_religion_Jewish,1.4636331391168096,0.0,0.014636331391168095,neutral,RandomForest,119,1,Senate,2,1.0,92,82,10
party_Independent,1.2855073689461713,0.0,0.012855073689461713,neutral,RandomForest,119,1,Senate,2,1.0,92,82,10
is_married,1.266299600730495,0.0,0.01266299600730495,neutral,RandomForest,119,1,Senate,2,1.0,92,82,10
clean_religion_Catholic,1.1706605779070687,0.0,0.011706605779070687,neutral,RandomForest,119,1,Senate,2,1.0,92,82,10
race_id_Black,0.9350040677899818,0.0,0.009350040677899818,neutral,RandomForest,119,1,Senate,2,1.0,92,82,10
region_Great Lakes,0.7687217301486106,0.0,0.007687217301486106,neutral,RandomForest,119,1,Senate,2,1.0,92,82,10
region_Southwest,0.6507833305713883,0.0,0.006507833305713882,neutral,RandomForest,119,1,Senate,2,1.0,92,82,10
region_Mid-Atlantic,0.5122558957834848,0.0,0.005122558957834849,neutral,RandomForest,119,1,Senate,2,1.0,92,82,10
region_Southeast,0.49385595625596734,0.0,0.004938559562559674,neutral,RandomForest,119,1,Senate,2,1.0,92,82,10
region_Rocky Mountain,0.10057769208146575,0.0,0.0010057769208146575,neutral,RandomForest,119,1,Senate,2,1.0,92,82,10
clean_religion_Muslim,0.0,0.0,0.0,neutral,RandomForest,119,1,Senate,2,1.0,92,82,10
clean_religion_Mormon,0.0,0.0,0.0,neutral,RandomForest,119,1,Senate,2,1.0,92,82,10
race_id_Arab,0.0,0.0,0.0,neutral,RandomForest,119,1,Senate,2,1.0,92,82,10
clean_religion_Hindu,0.0,0.0,0.0,neutral,RandomForest,119,1,Senate,2,1.0,92,82,10
committee_membership,0.0,0.0,0.0,neutral,RandomForest,119,1,Senate,2,1.0,92,82,10
race_id_Biracial,0.0,0.0,0.0,neutral,RandomForest,119,1,Senate,2,1.0,92,82,10
race_id_Native American,0.0,0.0,0.0,neutral,RandomForest,119,1,Senate,2,1.0,92,82,10
staffer_turnover_rate,18.780567169189453,0.4778534770011902,0.9286705255508423,positive,XGBoost,119,1,Senate,2,1.0,92,82,10
years_of_staffer_experience,17.442216873168945,0.36406856775283813,0.8624911308288574,positive,XGBoost,119,1,Senate,2,1.0,92,82,10
age,17.029586791992188,0.3011624813079834,0.8420871496200562,positive,XGBoost,119,1,Senate,2,1.0,92,82,10
race_id_Caucasian,13.789497375488281,0.24356481432914734,0.6818696856498718,positive,XGBoost,119,1,Senate,2,1.0,92,82,10
cosponsorship_status,12.819226264953613,0.24851647019386292,0.6338912844657898,positive,XGBoost,119,1,Senate,2,1.0,92,82,10
party_Republican,7.774191856384277,0.05066094547510147,0.3844220042228699,positive,XGBoost,119,1,Senate,2,1.0,92,82,10
region_Northeast,5.799278736114502,0.12903107702732086,0.28676551580429077,positive,XGBoost,119,1,Senate,2,1.0,92,82,10
years_of_experience,3.8985724449157715,0.03175022080540657,0.19277849793434143,positive,XGBoost,119,1,Senate,2,1.0,92,82,10
gender_F,2.6668646335601807,0.02893214300274849,0.13187240064144135,positive,XGBoost,119,1,Senate,2,1.0,92,82,10
region_Plains,0.0,0.0,0.0,neutral,XGBoost,119,1,Senate,2,1.0,92,82,10
region_Great Lakes,0.0,0.0,0.0,neutral,XGBoost,119,1,Senate,2,1.0,92,82,10
region_Mid-Atlantic,0.0,0.0,0.0,neutral,XGBoost,119,1,Senate,2,1.0,92,82,10
region_Southwest,0.0,0.0,0.0,neutral,XGBoost,119,1,Senate,2,1.0,92,82,10
region_Rocky Mountain,0.0,0.0,0.0,neutral,XGBoost,119,1,Senate,2,1.0,92,82,10
region_Southeast,0.0,0.0,0.0,neutral,XGBoost,119,1,Senate,2,1.0,92,82,10
committee_membership,0.0,0.0,0.0,neutral,XGBoost,119,1,Senate,2,1.0,92,82,10
is_married,0.0,0.0,0.0,neutral,XGBoost,119,1,Senate,2,1.0,92,82,10
region_Far West,0.0,0.0,0.0,neutral,XGBoost,119,1,Senate,2,1.0,92,82,10
party_Independent,0.0,0.0,0.0,neutral,XGBoost,119,1,Senate,2,1.0,92,82,10
gender_M,0.0,0.0,0.0,neutral,XGBoost,119,1,Senate,2,1.0,92,82,10
clean_religion_Protestant Christian,0.0,0.0,0.0,neutral,XGBoost,119,1,Senate,2,1.0,92,82,10
clean_religion_Buddhist,0.0,0.0,0.0,neutral,XGBoost,119,1,Senate,2,1.0,92,82,10
clean_religion_Catholic,0.0,0.0,0.0,neutral,XGBoost,119,1,Senate,2,1.0,92,82,10
clean_religion_Hindu,0.0,0.0,0.0,neutral,XGBoost,119,1,Senate,2,1.0,92,82,10
clean_religion_Jewish,0.0,0.0,0.0,neutral,XGBoost,119,1,Senate,2,1.0,92,82,10
clean_religion_Mormon,0.0,0.0,0.0,neutral,XGBoost,119,1,Senate,2,1.0,92,82,10
clean_religion_Muslim,0.0,0.0,0.0,neutral,XGBoost,119,1,Senate,2,1.0,92,82,10
clean_religion_Unaffiliation/Unknown,0.0,0.0,0.0,neutral,XGBoost,119,1,Senate,2,1.0,92,82,10
party_Democrat,0.0,0.0,0.0,neutral,XGBoost,119,1,Senate,2,1.0,92,82,10
race_id_Arab,0.0,0.0,0.0,neutral,XGBoost,119,1,Senate,2,1.0,92,82,10
race_id_Asian American/Pacific Islander,0.0,0.0,0.0,neutral,XGBoost,119,1,Senate,2,1.0,92,82,10
race_id_Biracial,0.0,0.0,0.0,neutral,XGBoost,119,1,Senate,2,1.0,92,82,10
race_id_Black,0.0,0.0,0.0,neutral,XGBoost,119,1,Senate,2,1.0,92,82,10
race_id_Hispanic,0.0,0.0,0.0,neutral,XGBoost,119,1,Senate,2,1.0,92,82,10
race_id_Native American,0.0,0.0,0.0,neutral,XGBoost,119,1,Senate,2,1.0,92,82,10
military_service,0.0,0.0,0.0,neutral,XGBoost,119,1,Senate,2,1.0,92,82,10
party_Democrat,34.85178369090167,-0.15737235791204368,1.8291311763875218,negative,LogisticRegression,119,1,House,3,1.0,426,216,210
party_Republican,34.85176505775813,-0.1573722737745496,1.829130198461569,negative,LogisticRegression,119,1,House,3,1.0,426,216,210
race_id_Caucasian,4.415144539603217,-0.022758279689388133,0.2317206659283165,negative,LogisticRegression,119,1,House,3,1.0,426,216,210
clean_religion_Protestant Christian,3.517261833955719,-0.014199766056926562,0.18459695874004522,negative,LogisticRegression,119,1,House,3,1.0,426,216,210
gender_F,2.390947447729824,0.002687941755651186,0.12548443880329987,positive,LogisticRegression,119,1,House,3,1.0,426,216,210
gender_M,2.390931906969839,0.0026879242844777833,0.12548362317535827,positive,LogisticRegression,119,1,House,3,1.0,426,216,210
years_of_experience,2.2551344209424293,-0.003311794932829456,0.11835654418362711,negative,LogisticRegression,119,1,House,3,1.0,426,216,210
region_Far West,2.238866313549243,-0.006744870430525725,0.11750274276337251,negative,LogisticRegression,119,1,House,3,1.0,426,216,210
region_Southeast,2.007268904397662,0.021298090431640247,0.10534778262684662,positive,LogisticRegression,119,1,House,3,1.0,426,216,210
