feature,importance_pct,direction,model,congress,session,chamber,roll_call_number,model_accuracy,sample_size,yes_votes,no_votes
clean_religion_Catholic,0.10231099247876874,negative,LogisticRegression,119,1,House,38,1.0,394,210,184
race_id_Arab,0.09555649622762975,positive,LogisticRegression,119,1,House,38,1.0,394,210,184
race_id_Native American,0.08642261263457233,positive,LogisticRegression,119,1,House,38,1.0,394,210,184
race_id_Biracial,0.02614609400280716,positive,LogisticRegression,119,1,House,38,1.0,394,210,184
party_region_Independent_Northeast,0.0,neutral,LogisticRegression,119,1,House,38,1.0,394,210,184
cosponsorship_status,0.0,neutral,LogisticRegression,119,1,House,38,1.0,394,210,184
party_cosponsor_Republican_1,0.0,neutral,LogisticRegression,119,1,House,38,1.0,394,210,184
party_cosponsor_Independent_1,0.0,neutral,LogisticRegression,119,1,House,38,1.0,394,210,184
party_cosponsor_Independent_0,0.0,neutral,LogisticRegression,119,1,House,38,1.0,394,210,184
party_cosponsor_Democrat_1,0.0,neutral,LogisticRegression,119,1,House,38,1.0,394,210,184
party_Independent,0.0,neutral,LogisticRegression,119,1,House,38,1.0,394,210,184
party_cosponsor_Democrat_0,12.933975229203288,negative,LogisticRegression,119,1,House,39,1.0,421,216,205
party_Democrat,12.933975229203288,negative,LogisticRegression,119,1,House,39,1.0,421,216,205
party_Republican,12.084504525106638,positive,LogisticRegression,119,1,House,39,1.0,421,216,205
party_cosponsor_Republican_0,12.084504525106638,positive,LogisticRegression,119,1,House,39,1.0,421,216,205
party_region_Republican_Southeast,2.8755190679372054,positive,LogisticRegression,119,1,House,39,1.0,421,216,205
party_region_Democrat_Far West,2.728490838513957,negative,LogisticRegression,119,1,House,39,1.0,421,216,205
party_region_Democrat_Northeast,2.609424087561294,negative,LogisticRegression,119,1,House,39,1.0,421,216,205
race_id_Caucasian,2.332846264316341,positive,LogisticRegression,119,1,House,39,1.0,421,216,205
race_id_Black,2.2118837824101965,negative,LogisticRegression,119,1,House,39,1.0,421,216,205
party_region_Democrat_Great Lakes,1.946701364536419,negative,LogisticRegression,119,1,House,39,1.0,421,216,205
party_region_Republican_Great Lakes,1.88781593004641,positive,LogisticRegression,119,1,House,39,1.0,421,216,205
party_region_Republican_Southwest,1.8703950430671727,positive,LogisticRegression,119,1,House,39,1.0,421,216,205
gender_F,1.8643779650057832,negative,LogisticRegression,119,1,House,39,1.0,421,216,205
party_region_Democrat_Southeast,1.7320419883614018,negative,LogisticRegression,119,1,House,39,1.0,421,216,205
party_region_Democrat_Mid-Atlantic,1.6714090258621035,negative,LogisticRegression,119,1,House,39,1.0,421,216,205
region_Northeast,1.5650667375147216,negative,LogisticRegression,119,1,House,39,1.0,421,216,205
region_Far West,1.5506407945087757,negative,LogisticRegression,119,1,House,39,1.0,421,216,205
party_region_Democrat_Southwest,1.2970507782378646,negative,LogisticRegression,119,1,House,39,1.0,421,216,205
clean_religion_Protestant Christian,1.2948084221161533,positive,LogisticRegression,119,1,House,39,1.0,421,216,205
party_region_Republican_Plains,1.2549250387020991,positive,LogisticRegression,119,1,House,39,1.0,421,216,205
party_region_Republican_Far West,1.1778500440051811,positive,LogisticRegression,119,1,House,39,1.0,421,216,205
party_region_Republican_Mid-Atlantic,1.1441813778599013,positive,LogisticRegression,119,1,House,39,1.0,421,216,205
region_Southeast,1.1434770795758034,positive,LogisticRegression,119,1,House,39,1.0,421,216,205
military_service,1.062997652222115,positive,LogisticRegression,119,1,House,39,1.0,421,216,205
party_region_Republican_Northeast,1.0443573500465728,positive,LogisticRegression,119,1,House,39,1.0,421,216,205
gender_M,1.0149072609091436,positive,LogisticRegression,119,1,House,39,1.0,421,216,205
clean_religion_Jewish,0.9754530045699042,negative,LogisticRegression,119,1,House,39,1.0,421,216,205
clean_religion_Unaffiliation/Unknown,0.9397728219659642,negative,LogisticRegression,119,1,House,39,1.0,421,216,205
staffer_turnover_rate,0.8468265229598732,negative,LogisticRegression,119,1,House,39,1.0,421,216,205
experience_ratio,0.8458037463087132,positive,LogisticRegression,119,1,House,39,1.0,421,216,205
party_region_Republican_Rocky Mountain,0.8294606734420996,positive,LogisticRegression,119,1,House,39,1.0,421,216,205
region_Plains,0.6729875230482375,positive,LogisticRegression,119,1,House,39,1.0,421,216,205
race_id_Hispanic,0.6554640474671007,negative,LogisticRegression,119,1,House,39,1.0,421,216,205
years_of_staffer_experience,0.5850599111454045,negative,LogisticRegression,119,1,House,39,1.0,421,216,205
party_region_Democrat_Plains,0.5819375156538616,negative,LogisticRegression,119,1,House,39,1.0,421,216,205
seniority_Junior,0.5735012009355989,positive,LogisticRegression,119,1,House,39,1.0,421,216,205
region_Southwest,0.5733442648293083,positive,LogisticRegression,119,1,House,39,1.0,421,216,205
region_Mid-Atlantic,0.5272276480022021,negative,LogisticRegression,119,1,House,39,1.0,421,216,205
region_Rocky Mountain,0.462541042965719,positive,LogisticRegression,119,1,House,39,1.0,421,216,205
clean_religion_Mormon,0.4314952385548403,positive,LogisticRegression,119,1,House,39,1.0,421,216,205
race_id_Asian American/Pacific Islander,0.4170686735979666,negative,LogisticRegression,119,1,House,39,1.0,421,216,205
years_of_experience,0.38802417527212896,negative,LogisticRegression,119,1,House,39,1.0,421,216,205
party_region_Democrat_Rocky Mountain,0.3669196304763806,negative,LogisticRegression,119,1,House,39,1.0,421,216,205
seniority_Freshman,0.3230376812335022,negative,LogisticRegression,119,1,House,39,1.0,421,216,205
clean_religion_Hindu,0.26164619894526775,negative,LogisticRegression,119,1,House,39,1.0,421,216,205
committee_membership,0.23118459189481735,positive,LogisticRegression,119,1,House,39,1.0,421,216,205
seniority_Senior,0.17666970693355966,negative,LogisticRegression,119,1,House,39,1.0,421,216,205
clean_religion_Muslim,0.1650673088653837,negative,LogisticRegression,119,1,House,39,1.0,421,216,205
age,0.1601002698750357,positive,LogisticRegression,119,1,House,39,1.0,421,216,205
clean_religion_Catholic,0.12342478200871264,negative,LogisticRegression,119,1,House,39,1.0,421,216,205
clean_religion_Buddhist,0.11041024841239963,negative,LogisticRegression,119,1,House,39,1.0,421,216,205
race_id_Arab,0.09746285673834973,positive,LogisticRegression,119,1,House,39,1.0,421,216,205
seniority_Mid,0.09220380935109579,negative,LogisticRegression,119,1,House,39,1.0,421,216,205
race_id_Native American,0.08499123340869878,positive,LogisticRegression,119,1,House,39,1.0,421,216,205
race_id_Biracial,0.08035455508476824,negative,LogisticRegression,119,1,House,39,1.0,421,216,205
region_Great Lakes,0.05888543449000874,negative,LogisticRegression,119,1,House,39,1.0,421,216,205
is_married,0.04354627962663144,negative,LogisticRegression,119,1,House,39,1.0,421,216,205
party_cosponsor_Republican_1,0.0,neutral,LogisticRegression,119,1,House,39,1.0,421,216,205
party_Independent,0.0,neutral,LogisticRegression,119,1,House,39,1.0,421,216,205
party_cosponsor_Democrat_1,0.0,neutral,LogisticRegression,119,1,House,39,1.0,421,216,205
party_region_Independent_Northeast,0.0,neutral,LogisticRegression,119,1,House,39,1.0,421,216,205
party_cosponsor_Independent_1,0.0,neutral,LogisticRegression,119,1,House,39,1.0,421,216,205
party_cosponsor_Independent_0,0.0,neutral,LogisticRegression,119,1,House,39,1.0,421,216,205
cosponsorship_status,0.0,neutral,LogisticRegression,119,1,House,39,1.0,421,216,205
party_cosponsor_Democrat_0,12.520926766209179,positive,LogisticRegression,119,1,House,40,1.0,418,205,213
party_Democrat,12.520926766209179,positive,LogisticRegression,119,1,House,40,1.0,418,205,213
party_Republican,11.904421393740112,negative,LogisticRegression,119,1,House,40,1.0,418,205,213
party_cosponsor_Republican_0,10.382220670201695,negative,LogisticRegression,119,1,House,40,1.0,418,205,213
party_region_Republican_Southeast,2.6917996342298354,negative,LogisticRegression,119,1,House,40,1.0,418,205,213
party_region_Democrat_Far West,2.646945566860386,positive,LogisticRegression,119,1,House,40,1.0,418,205,213
party_region_Democrat_Northeast,2.5004062135030973,positive,LogisticRegression,119,1,House,40,1.0,418,205,213
race_id_Caucasian,2.475840620087679,negative,LogisticRegression,119,1,House,40,1.0,418,205,213
race_id_Black,2.2031276331669987,positive,LogisticRegression,119,1,House,40,1.0,418,205,213
party_region_Republican_Southwest,1.9891778404802707,negative,LogisticRegression,119,1,House,40,1.0,418,205,213
party_region_Democrat_Great Lakes,1.8752048477293388,positive,LogisticRegression,119,1,House,40,1.0,418,205,213
party_region_Republican_Great Lakes,1.8123386331240803,negative,LogisticRegression,119,1,House,40,1.0,418,205,213
gender_F,1.7521899965486687,positive,LogisticRegression,119,1,House,40,1.0,418,205,213
party_region_Democrat_Southeast,1.6718234775896634,positive,LogisticRegression,119,1,House,40,1.0,418,205,213
party_region_Democrat_Mid-Atlantic,1.6359053950790823,positive,LogisticRegression,119,1,House,40,1.0,418,205,213
party_cosponsor_Republican_1,1.5222007235384174,negative,LogisticRegression,119,1,House,40,1.0,418,205,213
cosponsorship_status,1.5222007235384174,negative,LogisticRegression,119,1,House,40,1.0,418,205,213
region_Northeast,1.4975526613090349,positive,LogisticRegression,119,1,House,40,1.0,418,205,213
region_Far West,1.456956319352536,positive,LogisticRegression,119,1,House,40,1.0,418,205,213
clean_religion_Protestant Christian,1.3872483713506083,negative,LogisticRegression,119,1,House,40,1.0,418,205,213
party_region_Democrat_Southwest,1.281318855548602,positive,LogisticRegression,119,1,House,40,1.0,418,205,213
party_region_Republican_Far West,1.1899892475078504,negative,LogisticRegression,119,1,House,40,1.0,418,205,213
party_region_Republican_Plains,1.176534552676901,negative,LogisticRegression,119,1,House,40,1.0,418,205,213
gender_M,1.1356846240796026,negative,LogisticRegression,119,1,House,40,1.0,418,205,213
party_region_Republican_Mid-Atlantic,1.0703723936500216,negative,LogisticRegression,119,1,House,40,1.0,418,205,213
region_Southeast,1.0199761566401722,negative,LogisticRegression,119,1,House,40,1.0,418,205,213
party_region_Republican_Northeast,1.0028535521940625,negative,LogisticRegression,119,1,House,40,1.0,418,205,213
party_region_Republican_Rocky Mountain,0.9713555398770892,negative,LogisticRegression,119,1,House,40,1.0,418,205,213
clean_religion_Jewish,0.9338903712920528,positive,LogisticRegression,119,1,House,40,1.0,418,205,213
staffer_turnover_rate,0.923059741942877,positive,LogisticRegression,119,1,House,40,1.0,418,205,213
clean_religion_Unaffiliation/Unknown,0.9045166378634163,positive,LogisticRegression,119,1,House,40,1.0,418,205,213
military_service,0.8547067945844213,negative,LogisticRegression,119,1,House,40,1.0,418,205,213
experience_ratio,0.7458626121521491,negative,LogisticRegression,119,1,House,40,1.0,418,205,213
region_Southwest,0.707858984931669,negative,LogisticRegression,119,1,House,40,1.0,418,205,213
race_id_Hispanic,0.6909799797612907,positive,LogisticRegression,119,1,House,40,1.0,418,205,213
years_of_staffer_experience,0.6367558287939445,positive,LogisticRegression,119,1,House,40,1.0,418,205,213
region_Rocky Mountain,0.6198718582290376,negative,LogisticRegression,119,1,House,40,1.0,418,205,213
region_Plains,0.6186958244259477,negative,LogisticRegression,119,1,House,40,1.0,418,205,213
region_Mid-Atlantic,0.5655330014290605,positive,LogisticRegression,119,1,House,40,1.0,418,205,213
party_region_Democrat_Plains,0.5578387282509533,positive,LogisticRegression,119,1,House,40,1.0,418,205,213
years_of_experience,0.5297661869216646,positive,LogisticRegression,119,1,House,40,1.0,418,205,213
seniority_Junior,0.46151101839109276,negative,LogisticRegression,119,1,House,40,1.0,418,205,213
committee_membership,0.4582592313373247,negative,LogisticRegression,119,1,House,40,1.0,418,205,213
race_id_Asian American/Pacific Islander,0.4108087232128018,positive,LogisticRegression,119,1,House,40,1.0,418,205,213
clean_religion_Mormon,0.3754656727739635,negative,LogisticRegression,119,1,House,40,1.0,418,205,213
party_region_Democrat_Rocky Mountain,0.35148368164805144,positive,LogisticRegression,119,1,House,40,1.0,418,205,213
seniority_Freshman,0.3314833163252545,positive,LogisticRegression,119,1,House,40,1.0,418,205,213
age,0.31363445507433857,negative,LogisticRegression,119,1,House,40,1.0,418,205,213
clean_religion_Hindu,0.25180316316037876,positive,LogisticRegression,119,1,House,40,1.0,418,205,213
race_id_Native American,0.19272151400867046,negative,LogisticRegression,119,1,House,40,1.0,418,205,213
seniority_Senior,0.146256981709813,positive,LogisticRegression,119,1,House,40,1.0,418,205,213
clean_religion_Muslim,0.14329670527186172,positive,LogisticRegression,119,1,House,40,1.0,418,205,213
race_id_Arab,0.09242887700635714,negative,LogisticRegression,119,1,House,40,1.0,418,205,213
clean_religion_Catholic,0.08553875454928793,positive,LogisticRegression,119,1,House,40,1.0,418,205,213
is_married,0.07923248485135434,negative,LogisticRegression,119,1,House,40,1.0,418,205,213
race_id_Biracial,0.07258004743067482,positive,LogisticRegression,119,1,House,40,1.0,418,205,213
region_Great Lakes,0.0628662146052583,positive,LogisticRegression,119,1,House,40,1.0,418,205,213
clean_religion_Buddhist,0.06017378445663634,positive,LogisticRegression,119,1,House,40,1.0,418,205,213
seniority_Mid,0.0036196475858150516,positive,LogisticRegression,119,1,House,40,1.0,418,205,213
party_cosponsor_Independent_0,0.0,neutral,LogisticRegression,119,1,House,40,1.0,418,205,213
party_cosponsor_Democrat_1,0.0,neutral,LogisticRegression,119,1,House,40,1.0,418,205,213
party_Independent,0.0,neutral,LogisticRegression,119,1,House,40,1.0,418,205,213
party_region_Independent_Northeast,0.0,neutral,LogisticRegression,119,1,House,40,1.0,418,205,213
party_cosponsor_Independent_1,0.0,neutral,LogisticRegression,119,1,House,40,1.0,418,205,213
party_Democrat,10.244900366816193,negative,LogisticRegression,119,1,House,41,0.9952380952380953,420,212,208
party_cosponsor_Democrat_0,10.244900366816193,negative,LogisticRegression,119,1,House,41,0.9952380952380953,420,212,208
party_Republican,9.442067716633247,positive,LogisticRegression,119,1,House,41,0.9952380952380953,420,212,208
party_cosponsor_Republican_0,7.978052996221698,positive,LogisticRegression,119,1,House,41,0.9952380952380953,420,212,208
party_region_Republican_Southeast,2.8415227460511763,positive,LogisticRegression,119,1,House,41,0.9952380952380953,420,212,208
party_region_Democrat_Far West,2.836242409530355,negative,LogisticRegression,119,1,House,41,0.9952380952380953,420,212,208
race_id_Black,2.75218233923582,negative,LogisticRegression,119,1,House,41,0.9952380952380953,420,212,208
region_Mid-Atlantic,2.6890669671164167,negative,LogisticRegression,119,1,House,41,0.9952380952380953,420,212,208
is_married,2.628388623053107,positive,LogisticRegression,119,1,House,41,0.9952380952380953,420,212,208
party_region_Democrat_Northeast,2.5700360951574686,negative,LogisticRegression,119,1,House,41,0.9952380952380953,420,212,208
region_Southwest,2.4248963224618727,positive,LogisticRegression,119,1,House,41,0.9952380952380953,420,212,208
seniority_Mid,2.3642434598590847,negative,LogisticRegression,119,1,House,41,0.9952380952380953,420,212,208
party_region_Republican_Great Lakes,2.0280875457552248,positive,LogisticRegression,119,1,House,41,0.9952380952380953,420,212,208
party_region_Democrat_Southeast,1.972323759804632,negative,LogisticRegression,119,1,House,41,0.9952380952380953,420,212,208
race_id_Hispanic,1.9546274814409732,positive,LogisticRegression,119,1,House,41,0.9952380952380953,420,212,208
party_region_Democrat_Great Lakes,1.859654972419111,negative,LogisticRegression,119,1,House,41,0.9952380952380953,420,212,208
gender_F,1.7979956535779062,negative,LogisticRegression,119,1,House,41,0.9952380952380953,420,212,208
party_region_Republican_Mid-Atlantic,1.5838726163769592,negative,LogisticRegression,119,1,House,41,0.9952380952380953,420,212,208
region_Far West,1.5643262814552577,negative,LogisticRegression,119,1,House,41,0.9952380952380953,420,212,208
party_cosponsor_Republican_1,1.464014720411552,positive,LogisticRegression,119,1,House,41,0.9952380952380953,420,212,208
cosponsorship_status,1.464014720411552,positive,LogisticRegression,119,1,House,41,0.9952380952380953,420,212,208
seniority_Senior,1.4037981821475738,positive,LogisticRegression,119,1,House,41,0.9952380952380953,420,212,208
party_region_Republican_Southwest,1.3153780049400063,positive,LogisticRegression,119,1,House,41,0.9952380952380953,420,212,208
party_region_Republican_Northeast,1.308649852480568,positive,LogisticRegression,119,1,House,41,0.9952380952380953,420,212,208
party_region_Republican_Far West,1.2719161280750972,positive,LogisticRegression,119,1,House,41,0.9952380952380953,420,212,208
region_Northeast,1.2613862426769005,negative,LogisticRegression,119,1,House,41,0.9952380952380953,420,212,208
party_region_Republican_Plains,1.2518344199949123,positive,LogisticRegression,119,1,House,41,0.9952380952380953,420,212,208
military_service,1.1648493186250959,positive,LogisticRegression,119,1,House,41,0.9952380952380953,420,212,208
years_of_staffer_experience,1.1428054094484414,negative,LogisticRegression,119,1,House,41,0.9952380952380953,420,212,208
party_region_Democrat_Southwest,1.1095183175218661,positive,LogisticRegression,119,1,House,41,0.9952380952380953,420,212,208
party_region_Democrat_Mid-Atlantic,1.1051943507394568,negative,LogisticRegression,119,1,House,41,0.9952380952380953,420,212,208
age,1.1002387734051085,positive,LogisticRegression,119,1,House,41,0.9952380952380953,420,212,208
clean_religion_Protestant Christian,1.0138394219400677,positive,LogisticRegression,119,1,House,41,0.9952380952380953,420,212,208
party_region_Republican_Rocky Mountain,1.0085516357132245,positive,LogisticRegression,119,1,House,41,0.9952380952380953,420,212,208
gender_M,0.9951630033949563,positive,LogisticRegression,119,1,House,41,0.9952380952380953,420,212,208
region_Southeast,0.8691989862465446,positive,LogisticRegression,119,1,House,41,0.9952380952380953,420,212,208
clean_religion_Jewish,0.7618475638663681,negative,LogisticRegression,119,1,House,41,0.9952380952380953,420,212,208
clean_religion_Unaffiliation/Unknown,0.6978424267087096,negative,LogisticRegression,119,1,House,41,0.9952380952380953,420,212,208
region_Plains,0.6927865411280735,positive,LogisticRegression,119,1,House,41,0.9952380952380953,420,212,208
seniority_Junior,0.5614000038935741,positive,LogisticRegression,119,1,House,41,0.9952380952380953,420,212,208
party_region_Democrat_Plains,0.5590478788668388,negative,LogisticRegression,119,1,House,41,0.9952380952380953,420,212,208
region_Rocky Mountain,0.5566324178930271,positive,LogisticRegression,119,1,House,41,0.9952380952380953,420,212,208
race_id_Asian American/Pacific Islander,0.4676987699601233,negative,LogisticRegression,119,1,House,41,0.9952380952380953,420,212,208
party_region_Democrat_Rocky Mountain,0.4519192178201974,negative,LogisticRegression,119,1,House,41,0.9952380952380953,420,212,208
race_id_Caucasian,0.43902447661864136,positive,LogisticRegression,119,1,House,41,0.9952380952380953,420,212,208
clean_religion_Mormon,0.43431382678313596,positive,LogisticRegression,119,1,House,41,0.9952380952380953,420,212,208
committee_membership,0.3969876259810366,positive,LogisticRegression,119,1,House,41,0.9952380952380953,420,212,208
seniority_Freshman,0.3937261768670446,negative,LogisticRegression,119,1,House,41,0.9952380952380953,420,212,208
clean_religion_Catholic,0.28418086612861604,negative,LogisticRegression,119,1,House,41,0.9952380952380953,420,212,208
clean_religion_Hindu,0.26294845776772025,negative,LogisticRegression,119,1,House,41,0.9952380952380953,420,212,208
staffer_turnover_rate,0.1951821784728987,positive,LogisticRegression,119,1,House,41,0.9952380952380953,420,212,208
region_Great Lakes,0.1684325733361139,positive,LogisticRegression,119,1,House,41,0.9952380952380953,420,212,208
clean_religion_Buddhist,0.14746373179622235,negative,LogisticRegression,119,1,House,41,0.9952380952380953,420,212,208
experience_ratio,0.11974664764827193,negative,LogisticRegression,119,1,House,41,0.9952380952380953,420,212,208
clean_religion_Muslim,0.09670285263851165,negative,LogisticRegression,119,1,House,41,0.9952380952380953,420,212,208
race_id_Biracial,0.09326280035954389,negative,LogisticRegression,119,1,House,41,0.9952380952380953,420,212,208
race_id_Native American,0.07565193492088478,positive,LogisticRegression,119,1,House,41,0.9952380952380953,420,212,208
years_of_experience,0.0744534561967851,negative,LogisticRegression,119,1,House,41,0.9952380952380953,420,212,208
race_id_Arab,0.04100736639203292,positive,LogisticRegression,119,1,House,41,0.9952380952380953,420,212,208
party_Independent,0.0,neutral,LogisticRegression,119,1,House,41,0.9952380952380953,420,212,208
party_region_Independent_Northeast,0.0,neutral,LogisticRegression,119,1,House,41,0.9952380952380953,420,212,208
party_cosponsor_Independent_1,0.0,neutral,LogisticRegression,119,1,House,41,0.9952380952380953,420,212,208
party_cosponsor_Independent_0,0.0,neutral,LogisticRegression,119,1,House,41,0.9952380952380953,420,212,208
party_cosponsor_Democrat_1,0.0,neutral,LogisticRegression,119,1,House,41,0.9952380952380953,420,212,208
party_Republican,7.000096535901525,positive,LogisticRegression,119,1,House,42,0.9116945107398569,419,264,155
party_cosponsor_Democrat_0,5.8635091083097866,negative,LogisticRegression,119,1,House,42,0.9116945107398569,419,264,155
party_Democrat,5.8635091083097866,negative,LogisticRegression,119,1,House,42,0.9116945107398569,419,264,155
race_id_Caucasian,5.8626213199148545,positive,LogisticRegression,119,1,House,42,0.9116945107398569,419,264,155
party_cosponsor_Republican_0,5.728352253000402,positive,LogisticRegression,119,1,House,42,0.9116945107398569,419,264,155
committee_membership,4.358658148145573,negative,LogisticRegression,119,1,House,42,0.9116945107398569,419,264,155
clean_religion_Catholic,4.0723830472321145,positive,LogisticRegression,119,1,House,42,0.9116945107398569,419,264,155
seniority_Freshman,3.9416016419872073,positive,LogisticRegression,119,1,House,42,0.9116945107398569,419,264,155
military_service,3.4262278890207303,positive,LogisticRegression,119,1,House,42,0.9116945107398569,419,264,155
race_id_Native American,3.2271034677632815,positive,LogisticRegression,119,1,House,42,0.9116945107398569,419,264,155
race_id_Hispanic,3.081104742179177,negative,LogisticRegression,119,1,House,42,0.9116945107398569,419,264,155
years_of_staffer_experience,2.9989672853152864,negative,LogisticRegression,119,1,House,42,0.9116945107398569,419,264,155
seniority_Mid,2.5277043393742495,negative,LogisticRegression,119,1,House,42,0.9116945107398569,419,264,155
party_region_Democrat_Rocky Mountain,2.3439204822117863,negative,LogisticRegression,119,1,House,42,0.9116945107398569,419,264,155
experience_ratio,2.254258091478775,positive,LogisticRegression,119,1,House,42,0.9116945107398569,419,264,155
party_region_Republican_Southeast,1.8997001442043229,positive,LogisticRegression,119,1,House,42,0.9116945107398569,419,264,155
party_region_Democrat_Mid-Atlantic,1.8906964323283988,negative,LogisticRegression,119,1,House,42,0.9116945107398569,419,264,155
clean_religion_Hindu,1.8181899390205494,negative,LogisticRegression,119,1,House,42,0.9116945107398569,419,264,155
race_id_Black,1.8106722643205164,negative,LogisticRegression,119,1,House,42,0.9116945107398569,419,264,155
region_Rocky Mountain,1.5775362133191344,negative,LogisticRegression,119,1,House,42,0.9116945107398569,419,264,155
gender_M,1.4724976596344426,positive,LogisticRegression,119,1,House,42,0.9116945107398569,419,264,155
region_Mid-Atlantic,1.3446277740766783,negative,LogisticRegression,119,1,House,42,0.9116945107398569,419,264,155
is_married,1.2953458392340822,positive,LogisticRegression,119,1,House,42,0.9116945107398569,419,264,155
party_cosponsor_Republican_1,1.2717442829011247,positive,LogisticRegression,119,1,House,42,0.9116945107398569,419,264,155
cosponsorship_status,1.2717442829011247,positive,LogisticRegression,119,1,House,42,0.9116945107398569,419,264,155
party_region_Democrat_Southeast,1.246242010581477,negative,LogisticRegression,119,1,House,42,0.9116945107398569,419,264,155
region_Plains,1.2304830988622162,positive,LogisticRegression,119,1,House,42,0.9116945107398569,419,264,155
region_Southwest,1.2250333147267085,positive,LogisticRegression,119,1,House,42,0.9116945107398569,419,264,155
clean_religion_Muslim,1.2135782352871807,negative,LogisticRegression,119,1,House,42,0.9116945107398569,419,264,155
race_id_Biracial,1.1358103161990514,negative,LogisticRegression,119,1,House,42,0.9116945107398569,419,264,155
race_id_Asian American/Pacific Islander,1.1217991844220743,negative,LogisticRegression,119,1,House,42,0.9116945107398569,419,264,155
party_region_Republican_Southwest,1.0992697401951297,positive,LogisticRegression,119,1,House,42,0.9116945107398569,419,264,155
clean_religion_Buddhist,1.0900659280443497,negative,LogisticRegression,119,1,House,42,0.9116945107398569,419,264,155
clean_religion_Unaffiliation/Unknown,1.0547994074305411,positive,LogisticRegression,119,1,House,42,0.9116945107398569,419,264,155
party_region_Republican_Great Lakes,0.8985861579987396,positive,LogisticRegression,119,1,House,42,0.9116945107398569,419,264,155
race_id_Arab,0.8037508529655086,negative,LogisticRegression,119,1,House,42,0.9116945107398569,419,264,155
party_region_Republican_Rocky Mountain,0.7663842688926517,positive,LogisticRegression,119,1,House,42,0.9116945107398569,419,264,155
party_region_Republican_Far West,0.7401239036622325,positive,LogisticRegression,119,1,House,42,0.9116945107398569,419,264,155
region_Great Lakes,0.6667972665527128,positive,LogisticRegression,119,1,House,42,0.9116945107398569,419,264,155
party_region_Democrat_Plains,0.6575914615932049,positive,LogisticRegression,119,1,House,42,0.9116945107398569,419,264,155
region_Southeast,0.6534581336228463,positive,LogisticRegression,119,1,House,42,0.9116945107398569,419,264,155
staffer_turnover_rate,0.5916240293429589,negative,LogisticRegression,119,1,House,42,0.9116945107398569,419,264,155
party_region_Republican_Plains,0.5728916372690124,positive,LogisticRegression,119,1,House,42,0.9116945107398569,419,264,155
clean_religion_Mormon,0.5477761698009439,positive,LogisticRegression,119,1,House,42,0.9116945107398569,419,264,155
party_region_Republican_Mid-Atlantic,0.5460686582517225,positive,LogisticRegression,119,1,House,42,0.9116945107398569,419,264,155
party_region_Democrat_Far West,0.5272152060714493,negative,LogisticRegression,119,1,House,42,0.9116945107398569,419,264,155
years_of_experience,0.5222946161311179,positive,LogisticRegression,119,1,House,42,0.9116945107398569,419,264,155
party_region_Republican_Northeast,0.47707202542771626,positive,LogisticRegression,119,1,House,42,0.9116945107398569,419,264,155
party_region_Democrat_Northeast,0.4070011217953559,negative,LogisticRegression,119,1,House,42,0.9116945107398569,419,264,155
clean_religion_Jewish,0.35319362882149946,negative,LogisticRegression,119,1,House,42,0.9116945107398569,419,264,155
gender_F,0.3359102320426422,negative,LogisticRegression,119,1,House,42,0.9116945107398569,419,264,155
seniority_Senior,0.32006275462779243,positive,LogisticRegression,119,1,House,42,0.9116945107398569,419,264,155
age,0.25309548990004405,negative,LogisticRegression,119,1,House,42,0.9116945107398569,419,264,155
party_region_Democrat_Great Lakes,0.23178889144602732,negative,LogisticRegression,119,1,House,42,0.9116945107398569,419,264,155
region_Far West,0.21290869759077166,positive,LogisticRegression,119,1,House,42,0.9116945107398569,419,264,155
party_region_Democrat_Southwest,0.1257635745315802,positive,LogisticRegression,119,1,House,42,0.9116945107398569,419,264,155
region_Northeast,0.07007090363235671,positive,LogisticRegression,119,1,House,42,0.9116945107398569,419,264,155
clean_religion_Protestant Christian,0.063343465698225,negative,LogisticRegression,119,1,House,42,0.9116945107398569,419,264,155
seniority_Junior,0.03537332449723687,negative,LogisticRegression,119,1,House,42,0.9116945107398569,419,264,155
party_cosponsor_Independent_1,0.0,neutral,LogisticRegression,119,1,House,42,0.9116945107398569,419,264,155
party_cosponsor_Independent_0,0.0,neutral,LogisticRegression,119,1,House,42,0.9116945107398569,419,264,155
party_cosponsor_Democrat_1,0.0,neutral,LogisticRegression,119,1,House,42,0.9116945107398569,419,264,155
party_Independent,0.0,neutral,LogisticRegression,119,1,House,42,0.9116945107398569,419,264,155
party_region_Independent_Northeast,0.0,neutral,LogisticRegression,119,1,House,42,0.9116945107398569,419,264,155
party_Democrat,5.827315610619228,positive,LogisticRegression,119,1,House,44,0.9659367396593674,411,396,15
party_cosponsor_Democrat_0,5.765796596479757,positive,LogisticRegression,119,1,House,44,0.9659367396593674,411,396,15
seniority_Junior,5.613441608127223,positive,LogisticRegression,119,1,House,44,0.9659367396593674,411,396,15
staffer_turnover_rate,4.8397296325890995,negative,LogisticRegression,119,1,House,44,0.9659367396593674,411,396,15
gender_F,4.546044548282943,positive,LogisticRegression,119,1,House,44,0.9659367396593674,411,396,15
seniority_Freshman,4.4462392568697595,negative,LogisticRegression,119,1,House,44,0.9659367396593674,411,396,15
clean_religion_Catholic,4.244760621600165,positive,LogisticRegression,119,1,House,44,0.9659367396593674,411,396,15
race_id_Hispanic,3.5910383489416926,positive,LogisticRegression,119,1,House,44,0.9659367396593674,411,396,15
