feature,importance_pct,direction,model,congress,session,chamber,roll_call_number,model_accuracy
gender_F,2.454736354203057,negative,LogisticRegression,119,1,House,30,1.0
clean_religion_Jewish,2.094817619192033,negative,LogisticRegression,119,1,House,30,1.0
military_service,1.8742813384251198,positive,LogisticRegression,119,1,House,30,1.0
clean_religion_Unaffiliation/Unknown,1.641626117460897,negative,LogisticRegression,119,1,House,30,1.0
region_Southwest,1.5977045186947778,positive,LogisticRegression,119,1,House,30,1.0
region_Plains,1.3700352108267764,positive,LogisticRegression,119,1,House,30,1.0
years_of_experience,1.3421522415784806,negative,LogisticRegression,119,1,House,30,1.0
region_Rocky Mountain,1.1012299216986279,positive,LogisticRegression,119,1,House,30,1.0
clean_religion_Mormon,1.043177697816421,positive,LogisticRegression,119,1,House,30,1.0
race_id_Hispanic,0.9692916499566961,negative,LogisticRegression,119,1,House,30,1.0
region_Mid-Atlantic,0.8406955186989594,negative,LogisticRegression,119,1,House,30,1.0
committee_membership,0.7649881982937893,positive,LogisticRegression,119,1,House,30,1.0
clean_religion_Catholic,0.7130962821475177,positive,LogisticRegression,119,1,House,30,1.0
staffer_turnover_rate,0.5166247841399246,negative,LogisticRegression,119,1,House,30,1.0
race_id_Asian American/Pacific Islander,0.4692380651489391,negative,LogisticRegression,119,1,House,30,1.0
clean_religion_Hindu,0.45295641338082465,negative,LogisticRegression,119,1,House,30,1.0
race_id_Arab,0.3974023072708926,positive,LogisticRegression,119,1,House,30,1.0
age,0.33232827178780083,positive,LogisticRegression,119,1,House,30,1.0
race_id_Native American,0.26095360402215906,positive,LogisticRegression,119,1,House,30,1.0
clean_religion_Buddhist,0.2173433162384681,negative,LogisticRegression,119,1,House,30,1.0
clean_religion_Muslim,0.2162942084094463,negative,LogisticRegression,119,1,House,30,1.0
region_Great Lakes,0.2050920911050959,positive,LogisticRegression,119,1,House,30,1.0
is_married,0.07279944761745125,positive,LogisticRegression,119,1,House,30,1.0
race_id_Biracial,0.06557930240761349,negative,LogisticRegression,119,1,House,30,1.0
years_of_staffer_experience,0.004209257558692896,positive,LogisticRegression,119,1,House,30,1.0
cosponsorship_status,0.0,neutral,LogisticRegression,119,1,House,30,1.0
party_Independent,0.0,neutral,LogisticRegression,119,1,House,30,1.0
party_Democrat,37.97870086535446,negative,RandomForest,119,1,House,30,1.0
party_Republican,35.6477211675267,neutral,RandomForest,119,1,House,30,1.0
race_id_Caucasian,7.046784524211018,neutral,RandomForest,119,1,House,30,1.0
gender_M,2.3715660405278003,neutral,RandomForest,119,1,House,30,1.0
gender_F,2.348271511899892,negative,RandomForest,119,1,House,30,1.0
staffer_turnover_rate,1.6296471340369538,negative,RandomForest,119,1,House,30,1.0
race_id_Black,1.6188643870603667,negative,RandomForest,119,1,House,30,1.0
region_Northeast,1.4975100592680848,negative,RandomForest,119,1,House,30,1.0
clean_religion_Protestant Christian,1.2371818698451624,neutral,RandomForest,119,1,House,30,1.0
region_Far West,1.2012797248768716,negative,RandomForest,119,1,House,30,1.0
age,1.0588988691103243,negative,RandomForest,119,1,House,30,1.0
years_of_experience,1.0196182890092018,negative,RandomForest,119,1,House,30,1.0
region_Southeast,0.8361094353838049,positive,RandomForest,119,1,House,30,1.0
years_of_staffer_experience,0.8265040254928789,negative,RandomForest,119,1,House,30,1.0
race_id_Hispanic,0.5391932206560133,negative,RandomForest,119,1,House,30,1.0
clean_religion_Jewish,0.5256233487746499,negative,RandomForest,119,1,House,30,1.0
military_service,0.4668882242730721,positive,RandomForest,119,1,House,30,1.0
clean_religion_Unaffiliation/Unknown,0.3400271022945554,negative,RandomForest,119,1,House,30,1.0
clean_religion_Catholic,0.2900257808682686,negative,RandomForest,119,1,House,30,1.0
region_Rocky Mountain,0.279524809570254,positive,RandomForest,119,1,House,30,1.0
region_Southwest,0.23338247859811095,positive,RandomForest,119,1,House,30,1.0
is_married,0.1831190276844669,neutral,RandomForest,119,1,House,30,1.0
clean_religion_Mormon,0.16054335377127077,positive,RandomForest,119,1,House,30,1.0
committee_membership,0.12822348727052962,positive,RandomForest,119,1,House,30,1.0
region_Plains,0.12683591696937563,positive,RandomForest,119,1,House,30,1.0
race_id_Asian American/Pacific Islander,0.12252858936016811,negative,RandomForest,119,1,House,30,1.0
region_Great Lakes,0.08788162897311932,positive,RandomForest,119,1,House,30,1.0
race_id_Native American,0.06880090450585143,positive,RandomForest,119,1,House,30,1.0
region_Mid-Atlantic,0.04959256793869444,negative,RandomForest,119,1,House,30,1.0
race_id_Arab,0.02717996541822563,negative,RandomForest,119,1,House,30,1.0
race_id_Biracial,0.025368604199096496,negative,RandomForest,119,1,House,30,1.0
clean_religion_Buddhist,0.02411612099883622,negative,RandomForest,119,1,House,30,1.0
clean_religion_Hindu,0.002486964271929145,negative,RandomForest,119,1,House,30,1.0
clean_religion_Muslim,0.0,negative,RandomForest,119,1,House,30,1.0
cosponsorship_status,0.0,neutral,RandomForest,119,1,House,30,1.0
party_Independent,0.0,neutral,RandomForest,119,1,House,30,1.0
party_Democrat,100.0,negative,XGBoost,119,1,House,30,1.0
party_Republican,0.0,neutral,XGBoost,119,1,House,30,1.0
region_Far West,0.0,negative,XGBoost,119,1,House,30,1.0
region_Great Lakes,0.0,positive,XGBoost,119,1,House,30,1.0
region_Mid-Atlantic,0.0,negative,XGBoost,119,1,House,30,1.0
region_Northeast,0.0,negative,XGBoost,119,1,House,30,1.0
region_Plains,0.0,positive,XGBoost,119,1,House,30,1.0
region_Rocky Mountain,0.0,positive,XGBoost,119,1,House,30,1.0
region_Southeast,0.0,positive,XGBoost,119,1,House,30,1.0
gender_F,0.0,negative,XGBoost,119,1,House,30,1.0
age,0.0,negative,XGBoost,119,1,House,30,1.0
years_of_experience,0.0,negative,XGBoost,119,1,House,30,1.0
years_of_staffer_experience,0.0,negative,XGBoost,119,1,House,30,1.0
staffer_turnover_rate,0.0,negative,XGBoost,119,1,House,30,1.0
committee_membership,0.0,positive,XGBoost,119,1,House,30,1.0
cosponsorship_status,0.0,neutral,XGBoost,119,1,House,30,1.0
is_married,0.0,neutral,XGBoost,119,1,House,30,1.0
region_Southwest,0.0,positive,XGBoost,119,1,House,30,1.0
party_Independent,0.0,neutral,XGBoost,119,1,House,30,1.0
gender_M,0.0,neutral,XGBoost,119,1,House,30,1.0
clean_religion_Protestant Christian,0.0,neutral,XGBoost,119,1,House,30,1.0
clean_religion_Buddhist,0.0,negative,XGBoost,119,1,House,30,1.0
clean_religion_Catholic,0.0,negative,XGBoost,119,1,House,30,1.0
clean_religion_Hindu,0.0,negative,XGBoost,119,1,House,30,1.0
clean_religion_Jewish,0.0,negative,XGBoost,119,1,House,30,1.0
clean_religion_Mormon,0.0,positive,XGBoost,119,1,House,30,1.0
clean_religion_Muslim,0.0,negative,XGBoost,119,1,House,30,1.0
clean_religion_Unaffiliation/Unknown,0.0,negative,XGBoost,119,1,House,30,1.0
race_id_Native American,0.0,positive,XGBoost,119,1,House,30,1.0
race_id_Arab,0.0,negative,XGBoost,119,1,House,30,1.0
race_id_Asian American/Pacific Islander,0.0,negative,XGBoost,119,1,House,30,1.0
race_id_Biracial,0.0,negative,XGBoost,119,1,House,30,1.0
race_id_Black,0.0,negative,XGBoost,119,1,House,30,1.0
race_id_Caucasian,0.0,neutral,XGBoost,119,1,House,30,1.0
race_id_Hispanic,0.0,negative,XGBoost,119,1,House,30,1.0
military_service,0.0,positive,XGBoost,119,1,House,30,1.0
party_Democrat,28.38630288954099,negative,LogisticRegression,119,1,House,31,1.0
party_Republican,28.38597538500408,positive,LogisticRegression,119,1,House,31,1.0
race_id_Caucasian,4.569359318814396,positive,LogisticRegression,119,1,House,31,1.0
race_id_Black,3.894730431549071,negative,LogisticRegression,119,1,House,31,1.0
region_Far West,3.163538424455904,negative,LogisticRegression,119,1,House,31,1.0
region_Northeast,3.1032224430124713,negative,LogisticRegression,119,1,House,31,1.0
clean_religion_Protestant Christian,2.840908254672794,positive,LogisticRegression,119,1,House,31,1.0
region_Southeast,2.8266321406733943,positive,LogisticRegression,119,1,House,31,1.0
gender_F,2.269192828344558,negative,LogisticRegression,119,1,House,31,1.0
gender_M,2.268865323807652,positive,LogisticRegression,119,1,House,31,1.0
military_service,2.0899622318233257,positive,LogisticRegression,119,1,House,31,1.0
clean_religion_Jewish,1.8732144099355463,negative,LogisticRegression,119,1,House,31,1.0
clean_religion_Unaffiliation/Unknown,1.6758118404600852,negative,LogisticRegression,119,1,House,31,1.0
region_Southwest,1.5943429950661805,positive,LogisticRegression,119,1,House,31,1.0
region_Plains,1.5051277965420786,positive,LogisticRegression,119,1,House,31,1.0
years_of_experience,1.2746573750974892,negative,LogisticRegression,119,1,House,31,1.0
region_Rocky Mountain,1.050251430578054,positive,LogisticRegression,119,1,House,31,1.0
clean_religion_Mormon,1.032219274708421,positive,LogisticRegression,119,1,House,31,1.0
region_Mid-Atlantic,0.8672226392178123,negative,LogisticRegression,119,1,House,31,1.0
race_id_Hispanic,0.7335681342530869,negative,LogisticRegression,119,1,House,31,1.0
committee_membership,0.7323426286453516,positive,LogisticRegression,119,1,House,31,1.0
clean_religion_Catholic,0.5690616076863384,positive,LogisticRegression,119,1,House,31,1.0
race_id_Asian American/Pacific Islander,0.49554720919187223,negative,LogisticRegression,119,1,House,31,1.0
staffer_turnover_rate,0.4630452654998368,negative,LogisticRegression,119,1,House,31,1.0
clean_religion_Hindu,0.45280051008606936,negative,LogisticRegression,119,1,House,31,1.0
race_id_Arab,0.38146029396309133,positive,LogisticRegression,119,1,House,31,1.0
age,0.32533978941700764,positive,LogisticRegression,119,1,House,31,1.0
race_id_Native American,0.2542595314704845,positive,LogisticRegression,119,1,House,31,1.0
clean_religion_Muslim,0.2220691200316336,negative,LogisticRegression,119,1,House,31,1.0
clean_religion_Buddhist,0.21862076109112452,negative,LogisticRegression,119,1,House,31,1.0
region_Great Lakes,0.1573016392895732,positive,LogisticRegression,119,1,House,31,1.0
years_of_staffer_experience,0.1400641318238145,negative,LogisticRegression,119,1,House,31,1.0
is_married,0.10142107045556546,positive,LogisticRegression,119,1,House,31,1.0
race_id_Biracial,0.08156087379084855,negative,LogisticRegression,119,1,House,31,1.0
cosponsorship_status,0.0,neutral,LogisticRegression,119,1,House,31,1.0
party_Independent,0.0,neutral,LogisticRegression,119,1,House,31,1.0
party_Republican,40.42649049010603,neutral,RandomForest,119,1,House,31,1.0
party_Democrat,34.67393193823205,negative,RandomForest,119,1,House,31,1.0
race_id_Caucasian,6.533137472082415,neutral,RandomForest,119,1,House,31,1.0
gender_F,2.137628668609799,negative,RandomForest,119,1,House,31,1.0
staffer_turnover_rate,1.8223412981950287,negative,RandomForest,119,1,House,31,1.0
region_Far West,1.4826039325819278,negative,RandomForest,119,1,House,31,1.0
race_id_Black,1.4272392089502868,negative,RandomForest,119,1,House,31,1.0
region_Northeast,1.382241800858399,negative,RandomForest,119,1,House,31,1.0
gender_M,1.2955977687735747,neutral,RandomForest,119,1,House,31,1.0
age,1.198201621513122,negative,RandomForest,119,1,House,31,1.0
clean_religion_Protestant Christian,1.1320165092946972,neutral,RandomForest,119,1,House,31,1.0
region_Southeast,1.0954679280297297,positive,RandomForest,119,1,House,31,1.0
years_of_experience,1.062030313047644,negative,RandomForest,119,1,House,31,1.0
years_of_staffer_experience,0.8246838314547172,negative,RandomForest,119,1,House,31,1.0
military_service,0.7396215039513874,positive,RandomForest,119,1,House,31,1.0
clean_religion_Unaffiliation/Unknown,0.38037210401794186,negative,RandomForest,119,1,House,31,1.0
race_id_Hispanic,0.37343455151813354,negative,RandomForest,119,1,House,31,1.0
clean_religion_Jewish,0.3627791968465076,negative,RandomForest,119,1,House,31,1.0
region_Southwest,0.267109020139339,positive,RandomForest,119,1,House,31,1.0
is_married,0.2565803690795614,neutral,RandomForest,119,1,House,31,1.0
clean_religion_Catholic,0.1949539488744112,negative,RandomForest,119,1,House,31,1.0
region_Plains,0.16492399363036092,positive,RandomForest,119,1,House,31,1.0
region_Rocky Mountain,0.15780036942701184,positive,RandomForest,119,1,House,31,1.0
race_id_Asian American/Pacific Islander,0.1465124130683998,negative,RandomForest,119,1,House,31,1.0
clean_religion_Mormon,0.1449588843872915,positive,RandomForest,119,1,House,31,1.0
committee_membership,0.09453432350956414,positive,RandomForest,119,1,House,31,1.0
region_Great Lakes,0.07720531092072311,positive,RandomForest,119,1,House,31,1.0
region_Mid-Atlantic,0.043859724026197575,negative,RandomForest,119,1,House,31,1.0
race_id_Arab,0.031609971504178706,negative,RandomForest,119,1,House,31,1.0
race_id_Native American,0.028732485218905156,positive,RandomForest,119,1,House,31,1.0
clean_religion_Hindu,0.025224031761464885,negative,RandomForest,119,1,House,31,1.0
clean_religion_Muslim,0.008286999564794735,negative,RandomForest,119,1,House,31,1.0
clean_religion_Buddhist,0.005773577488780425,negative,RandomForest,119,1,House,31,1.0
race_id_Biracial,0.0021144393356377867,negative,RandomForest,119,1,House,31,1.0
cosponsorship_status,0.0,neutral,RandomForest,119,1,House,31,1.0
party_Independent,0.0,neutral,RandomForest,119,1,House,31,1.0
party_Democrat,100.0,negative,XGBoost,119,1,House,31,1.0
party_Republican,0.0,neutral,XGBoost,119,1,House,31,1.0
region_Far West,0.0,negative,XGBoost,119,1,House,31,1.0
region_Great Lakes,0.0,positive,XGBoost,119,1,House,31,1.0
region_Mid-Atlantic,0.0,negative,XGBoost,119,1,House,31,1.0
region_Northeast,0.0,negative,XGBoost,119,1,House,31,1.0
region_Plains,0.0,positive,XGBoost,119,1,House,31,1.0
region_Rocky Mountain,0.0,positive,XGBoost,119,1,House,31,1.0
region_Southeast,0.0,positive,XGBoost,119,1,House,31,1.0
gender_F,0.0,negative,XGBoost,119,1,House,31,1.0
age,0.0,negative,XGBoost,119,1,House,31,1.0
years_of_experience,0.0,negative,XGBoost,119,1,House,31,1.0
years_of_staffer_experience,0.0,negative,XGBoost,119,1,House,31,1.0
staffer_turnover_rate,0.0,negative,XGBoost,119,1,House,31,1.0
committee_membership,0.0,positive,XGBoost,119,1,House,31,1.0
cosponsorship_status,0.0,neutral,XGBoost,119,1,House,31,1.0
is_married,0.0,neutral,XGBoost,119,1,House,31,1.0
region_Southwest,0.0,positive,XGBoost,119,1,House,31,1.0
party_Independent,0.0,neutral,XGBoost,119,1,House,31,1.0
gender_M,0.0,neutral,XGBoost,119,1,House,31,1.0
clean_religion_Protestant Christian,0.0,neutral,XGBoost,119,1,House,31,1.0
clean_religion_Buddhist,0.0,negative,XGBoost,119,1,House,31,1.0
clean_religion_Catholic,0.0,negative,XGBoost,119,1,House,31,1.0
clean_religion_Hindu,0.0,negative,XGBoost,119,1,House,31,1.0
clean_religion_Jewish,0.0,negative,XGBoost,119,1,House,31,1.0
clean_religion_Mormon,0.0,positive,XGBoost,119,1,House,31,1.0
clean_religion_Muslim,0.0,negative,XGBoost,119,1,House,31,1.0
clean_religion_Unaffiliation/Unknown,0.0,negative,XGBoost,119,1,House,31,1.0
race_id_Native American,0.0,positive,XGBoost,119,1,House,31,1.0
race_id_Arab,0.0,negative,XGBoost,119,1,House,31,1.0
race_id_Asian American/Pacific Islander,0.0,negative,XGBoost,119,1,House,31,1.0
race_id_Biracial,0.0,negative,XGBoost,119,1,House,31,1.0
race_id_Black,0.0,negative,XGBoost,119,1,House,31,1.0
race_id_Caucasian,0.0,neutral,XGBoost,119,1,House,31,1.0
race_id_Hispanic,0.0,negative,XGBoost,119,1,House,31,1.0
military_service,0.0,positive,XGBoost,119,1,House,31,1.0
party_Democrat,10.904526795345395,negative,LogisticRegression,119,1,House,33,0.8642857142857143
party_Republican,10.903137713702646,positive,LogisticRegression,119,1,House,33,0.8642857142857143
committee_membership,5.4097767319053585,negative,LogisticRegression,119,1,House,33,0.8642857142857143
race_id_Caucasian,5.039942925459952,positive,LogisticRegression,119,1,House,33,0.8642857142857143
is_married,4.874047845566623,positive,LogisticRegression,119,1,House,33,0.8642857142857143
race_id_Asian American/Pacific Islander,4.4494014766051375,negative,LogisticRegression,119,1,House,33,0.8642857142857143
race_id_Native American,4.165208669260778,positive,LogisticRegression,119,1,House,33,0.8642857142857143
region_Southeast,4.071117828566738,positive,LogisticRegression,119,1,House,33,0.8642857142857143
race_id_Hispanic,3.964031573376829,negative,LogisticRegression,119,1,House,33,0.8642857142857143
region_Rocky Mountain,3.8817817805720813,negative,LogisticRegression,119,1,House,33,0.8642857142857143
race_id_Biracial,3.653962283388629,positive,LogisticRegression,119,1,House,33,0.8642857142857143
military_service,3.452652366020898,positive,LogisticRegression,119,1,House,33,0.8642857142857143
cosponsorship_status,3.2923683469226703,positive,LogisticRegression,119,1,House,33,0.8642857142857143
race_id_Black,2.9898489010268987,negative,LogisticRegression,119,1,House,33,0.8642857142857143
clean_religion_Muslim,2.884482811950635,negative,LogisticRegression,119,1,House,33,0.8642857142857143
years_of_staffer_experience,2.854619293540358,negative,LogisticRegression,119,1,House,33,0.8642857142857143
clean_religion_Catholic,2.8250177173679583,positive,LogisticRegression,119,1,House,33,0.8642857142857143
clean_religion_Hindu,2.401523472407953,negative,LogisticRegression,119,1,House,33,0.8642857142857143
gender_F,2.263115700732612,negative,LogisticRegression,119,1,House,33,0.8642857142857143
gender_M,2.261726619089866,positive,LogisticRegression,119,1,House,33,0.8642857142857143
clean_religion_Unaffiliation/Unknown,2.09824185086289,negative,LogisticRegression,119,1,House,33,0.8642857142857143
clean_religion_Mormon,1.7204134733379894,positive,LogisticRegression,119,1,House,33,0.8642857142857143
race_id_Arab,1.4572210087432413,negative,LogisticRegression,119,1,House,33,0.8642857142857143
region_Plains,1.4277241066971194,positive,LogisticRegression,119,1,House,33,0.8642857142857143
clean_religion_Jewish,1.3570022048870767,positive,LogisticRegression,119,1,House,33,0.8642857142857143
clean_religion_Protestant Christian,1.122468056522334,positive,LogisticRegression,119,1,House,33,0.8642857142857143
region_Southwest,1.0205146301744206,negative,LogisticRegression,119,1,House,33,0.8642857142857143
region_Mid-Atlantic,0.7258577737484623,positive,LogisticRegression,119,1,House,33,0.8642857142857143
region_Great Lakes,0.5599608947378409,negative,LogisticRegression,119,1,House,33,0.8642857142857143
years_of_experience,0.5432550633958177,negative,LogisticRegression,119,1,House,33,0.8642857142857143
region_Far West,0.47042742524989495,negative,LogisticRegression,119,1,House,33,0.8642857142857143
clean_religion_Buddhist,0.3579576014633679,positive,LogisticRegression,119,1,House,33,0.8642857142857143
region_Northeast,0.29340405992083035,negative,LogisticRegression,119,1,House,33,0.8642857142857143
age,0.18913155298096532,positive,LogisticRegression,119,1,House,33,0.8642857142857143
staffer_turnover_rate,0.11412944446772713,negative,LogisticRegression,119,1,House,33,0.8642857142857143
party_Independent,0.0,neutral,LogisticRegression,119,1,House,33,0.8642857142857143
party_Republican,12.8485234853749,neutral,RandomForest,119,1,House,33,0.9976190476190476
party_Democrat,11.674591180867248,negative,RandomForest,119,1,House,33,0.9976190476190476
race_id_Caucasian,9.435374981816276,neutral,RandomForest,119,1,House,33,0.9976190476190476
age,9.27492244593414,negative,RandomForest,119,1,House,33,0.9976190476190476
years_of_staffer_experience,8.032032065870197,negative,RandomForest,119,1,House,33,0.9976190476190476
years_of_experience,7.546085534598632,negative,RandomForest,119,1,House,33,0.9976190476190476
staffer_turnover_rate,7.039491660628337,negative,RandomForest,119,1,House,33,0.9976190476190476
gender_M,3.2935231833963097,neutral,RandomForest,119,1,House,33,0.9976190476190476
gender_F,2.8823831028320805,negative,RandomForest,119,1,House,33,0.9976190476190476
is_married,2.8495308636286434,neutral,RandomForest,119,1,House,33,0.9976190476190476
region_Far West,2.1937390220166666,negative,RandomForest,119,1,House,33,0.9976190476190476
committee_membership,2.182927093918894,negative,RandomForest,119,1,House,33,0.9976190476190476
race_id_Black,2.0858509744375398,negative,RandomForest,119,1,House,33,0.9976190476190476
race_id_Hispanic,1.8601565883221471,negative,RandomForest,119,1,House,33,0.9976190476190476
region_Southeast,1.7950721593701824,positive,RandomForest,119,1,House,33,0.9976190476190476
clean_religion_Protestant Christian,1.677886101799832,neutral,RandomForest,119,1,House,33,0.9976190476190476
military_service,1.6412953330725486,positive,RandomForest,119,1,House,33,0.9976190476190476
region_Northeast,1.3874513014434646,negative,RandomForest,119,1,House,33,0.9976190476190476
clean_religion_Catholic,1.2589076577969687,positive,RandomForest,119,1,House,33,0.9976190476190476
region_Mid-Atlantic,1.189919845737567,positive,RandomForest,119,1,House,33,0.9976190476190476
clean_religion_Unaffiliation/Unknown,1.1648439908629593,negative,RandomForest,119,1,House,33,0.9976190476190476
region_Great Lakes,1.0132093062165815,negative,RandomForest,119,1,House,33,0.9976190476190476
cosponsorship_status,0.9523653529485516,positive,RandomForest,119,1,House,33,0.9976190476190476
region_Southwest,0.9202560923847086,positive,RandomForest,119,1,House,33,0.9976190476190476
clean_religion_Jewish,0.7707547068540651,negative,RandomForest,119,1,House,33,0.9976190476190476
race_id_Asian American/Pacific Islander,0.6772851286999617,negative,RandomForest,119,1,House,33,0.9976190476190476
region_Plains,0.5551883539471009,positive,RandomForest,119,1,House,33,0.9976190476190476
clean_religion_Muslim,0.48751921420603017,negative,RandomForest,119,1,House,33,0.9976190476190476
region_Rocky Mountain,0.4313611026216345,positive,RandomForest,119,1,House,33,0.9976190476190476
clean_religion_Hindu,0.23792807298115096,negative,RandomForest,119,1,House,33,0.9976190476190476
race_id_Biracial,0.22737415738099087,positive,RandomForest,119,1,House,33,0.9976190476190476
race_id_Native American,0.1788375298007508,positive,RandomForest,119,1,House,33,0.9976190476190476
race_id_Arab,0.10211439426480265,negative,RandomForest,119,1,House,33,0.9976190476190476
clean_religion_Buddhist,0.08609845226220714,negative,RandomForest,119,1,House,33,0.9976190476190476
clean_religion_Mormon,0.04519956170592607,positive,RandomForest,119,1,House,33,0.9976190476190476
party_Independent,0.0,neutral,RandomForest,119,1,House,33,0.9976190476190476
party_Democrat,53.48540115356445,negative,XGBoost,119,1,House,33,1.0
race_id_Asian American/Pacific Islander,6.648095607757568,negative,XGBoost,119,1,House,33,1.0
clean_religion_Unaffiliation/Unknown,4.357304573059082,negative,XGBoost,119,1,House,33,1.0
race_id_Caucasian,3.3093061447143555,neutral,XGBoost,119,1,House,33,1.0
military_service,2.4442200660705566,positive,XGBoost,119,1,House,33,1.0
clean_religion_Jewish,2.3080241680145264,negative,XGBoost,119,1,House,33,1.0
is_married,2.1971306800842285,neutral,XGBoost,119,1,House,33,1.0
staffer_turnover_rate,2.0756919384002686,negative,XGBoost,119,1,House,33,1.0
region_Mid-Atlantic,1.956430435180664,positive,XGBoost,119,1,House,33,1.0
race_id_Hispanic,1.9424911737442017,negative,XGBoost,119,1,House,33,1.0
clean_religion_Catholic,1.9059147834777832,positive,XGBoost,119,1,House,33,1.0
years_of_experience,1.8888123035430908,negative,XGBoost,119,1,House,33,1.0
gender_F,1.8749988079071045,negative,XGBoost,119,1,House,33,1.0
committee_membership,1.8553305864334106,negative,XGBoost,119,1,House,33,1.0
region_Far West,1.8242077827453613,negative,XGBoost,119,1,House,33,1.0
region_Northeast,1.7758575677871704,negative,XGBoost,119,1,House,33,1.0
years_of_staffer_experience,1.5714757442474365,negative,XGBoost,119,1,House,33,1.0
age,1.4322338104248047,negative,XGBoost,119,1,House,33,1.0
region_Southeast,1.3529855012893677,positive,XGBoost,119,1,House,33,1.0
clean_religion_Protestant Christian,1.2635139226913452,neutral,XGBoost,119,1,House,33,1.0
region_Great Lakes,1.076743483543396,negative,XGBoost,119,1,House,33,1.0
race_id_Black,0.9055519700050354,negative,XGBoost,119,1,House,33,1.0
region_Southwest,0.5482833981513977,positive,XGBoost,119,1,House,33,1.0
clean_religion_Buddhist,0.0,negative,XGBoost,119,1,House,33,1.0
cosponsorship_status,0.0,positive,XGBoost,119,1,House,33,1.0
clean_religion_Hindu,0.0,negative,XGBoost,119,1,House,33,1.0
clean_religion_Mormon,0.0,positive,XGBoost,119,1,House,33,1.0
region_Plains,0.0,positive,XGBoost,119,1,House,33,1.0
region_Rocky Mountain,0.0,positive,XGBoost,119,1,House,33,1.0
race_id_Biracial,0.0,positive,XGBoost,119,1,House,33,1.0
clean_religion_Muslim,0.0,negative,XGBoost,119,1,House,33,1.0
party_Republican,0.0,neutral,XGBoost,119,1,House,33,1.0
gender_M,0.0,neutral,XGBoost,119,1,House,33,1.0
race_id_Native American,0.0,positive,XGBoost,119,1,House,33,1.0
race_id_Arab,0.0,negative,XGBoost,119,1,House,33,1.0
party_Independent,0.0,neutral,XGBoost,119,1,House,33,1.0
party_Democrat,25.182229938923665,positive,LogisticRegression,119,1,House,34,0.9975728155339806
party_Republican,25.181924760070384,negative,LogisticRegression,119,1,House,34,0.9975728155339806
race_id_Black,7.121249551815404,positive,LogisticRegression,119,1,House,34,0.9975728155339806
race_id_Caucasian,6.18056870122233,negative,LogisticRegression,119,1,House,34,0.9975728155339806
military_service,2.800722665955729,negative,LogisticRegression,119,1,House,34,0.9975728155339806
region_Northeast,2.64163360245437,positive,LogisticRegression,119,1,House,34,0.9975728155339806
region_Far West,2.5807485828615793,positive,LogisticRegression,119,1,House,34,0.9975728155339806
clean_religion_Protestant Christian,2.4067282177712253,negative,LogisticRegression,119,1,House,34,0.9975728155339806
region_Southwest,2.0250120258625723,negative,LogisticRegression,119,1,House,34,0.9975728155339806
cosponsorship_status,2.0132748750847482,negative,LogisticRegression,119,1,House,34,0.9975728155339806
clean_religion_Jewish,1.9564149641693933,positive,LogisticRegression,119,1,House,34,0.9975728155339806
region_Plains,1.6936247251024352,negative,LogisticRegression,119,1,House,34,0.9975728155339806
clean_religion_Unaffiliation/Unknown,1.63818169588321,positive,LogisticRegression,119,1,House,34,0.9975728155339806
gender_F,1.600577917505867,positive,LogisticRegression,119,1,House,34,0.9975728155339806
gender_M,1.6002727386525892,negative,LogisticRegression,119,1,House,34,0.9975728155339806
staffer_turnover_rate,1.5973807980086001,positive,LogisticRegression,119,1,House,34,0.9975728155339806
region_Rocky Mountain,1.338644496691262,negative,LogisticRegression,119,1,House,34,0.9975728155339806
years_of_experience,1.2349707128311282,positive,LogisticRegression,119,1,House,34,0.9975728155339806
committee_membership,1.2312584851198778,negative,LogisticRegression,119,1,House,34,0.9975728155339806
age,1.1483964132555282,negative,LogisticRegression,119,1,House,34,0.9975728155339806
clean_religion_Mormon,1.0655196163576637,negative,LogisticRegression,119,1,House,34,0.9975728155339806
is_married,0.9921223582097011,positive,LogisticRegression,119,1,House,34,0.9975728155339806
region_Mid-Atlantic,0.7803121865585269,positive,LogisticRegression,119,1,House,34,0.9975728155339806
clean_religion_Catholic,0.7572115330999812,negative,LogisticRegression,119,1,House,34,0.9975728155339806
years_of_staffer_experience,0.7103669333979589,negative,LogisticRegression,119,1,House,34,0.9975728155339806
region_Great Lakes,0.6051538715264666,negative,LogisticRegression,119,1,House,34,0.9975728155339806
race_id_Arab,0.4882672459127059,negative,LogisticRegression,119,1,House,34,0.9975728155339806
race_id_Native American,0.36852492552684213,negative,LogisticRegression,119,1,House,34,0.9975728155339806
clean_religion_Hindu,0.3426242837070162,positive,LogisticRegression,119,1,House,34,0.9975728155339806
region_Southeast,0.3399540738384595,negative,LogisticRegression,119,1,House,34,0.9975728155339806
clean_religion_Muslim,0.15167947034907858,positive,LogisticRegression,119,1,House,34,0.9975728155339806
clean_religion_Buddhist,0.14086413197345113,positive,LogisticRegression,119,1,House,34,0.9975728155339806
race_id_Asian American/Pacific Islander,0.07490809120911084,negative,LogisticRegression,119,1,House,34,0.9975728155339806
race_id_Biracial,0.005677104479320064,negative,LogisticRegression,119,1,House,34,0.9975728155339806
race_id_Hispanic,0.0029983046118142722,negative,LogisticRegression,119,1,House,34,0.9975728155339806
party_Independent,0.0,neutral,LogisticRegression,119,1,House,34,0.9975728155339806
