feature,importance_pct,direction,model,congress,session,chamber,roll_call_number,model_accuracy
race_id_Biracial,0.6764359974404505,negative,LogisticRegression,119,1,House,171,0.9736842105263158
clean_religion_Buddhist,0.6611496520590253,negative,LogisticRegression,119,1,House,171,0.9736842105263158
region_Great Lakes,0.5037735600730519,negative,LogisticRegression,119,1,House,171,0.9736842105263158
clean_religion_Muslim,0.26364692223171265,negative,LogisticRegression,119,1,House,171,0.9736842105263158
region_Far West,0.12735422995592968,positive,LogisticRegression,119,1,House,171,0.9736842105263158
region_Plains,0.10652525066139526,negative,LogisticRegression,119,1,House,171,0.9736842105263158
race_id_Arab,0.07678118445748242,positive,LogisticRegression,119,1,House,171,0.9736842105263158
race_id_Native American,0.041654571028677104,positive,LogisticRegression,119,1,House,171,0.9736842105263158
cosponsorship_status,0.02584065246563928,positive,LogisticRegression,119,1,House,171,0.9736842105263158
staffer_turnover_rate,0.0010852056953895785,positive,LogisticRegression,119,1,House,171,0.9736842105263158
party_Independent,0.0,neutral,LogisticRegression,119,1,House,171,0.9736842105263158
party_Democrat,33.94036064466993,negative,RandomForest,119,1,House,171,0.9976076555023924
party_Republican,33.120463947114715,neutral,RandomForest,119,1,House,171,0.9976076555023924
race_id_Caucasian,6.266406652635503,neutral,RandomForest,119,1,House,171,0.9976076555023924
age,2.9073730304060743,positive,RandomForest,119,1,House,171,0.9976076555023924
gender_M,2.6681887110191633,neutral,RandomForest,119,1,House,171,0.9976076555023924
staffer_turnover_rate,2.4375928444439317,negative,RandomForest,119,1,House,171,0.9976076555023924
gender_F,2.410672366842558,negative,RandomForest,119,1,House,171,0.9976076555023924
years_of_experience,2.3032228799680547,negative,RandomForest,119,1,House,171,0.9976076555023924
years_of_staffer_experience,1.9453151105055386,negative,RandomForest,119,1,House,171,0.9976076555023924
race_id_Black,1.5537829313479876,negative,RandomForest,119,1,House,171,0.9976076555023924
region_Northeast,1.3572547926645302,negative,RandomForest,119,1,House,171,0.9976076555023924
region_Far West,1.2969908340108467,negative,RandomForest,119,1,House,171,0.9976076555023924
clean_religion_Protestant Christian,1.2854725204648885,neutral,RandomForest,119,1,House,171,0.9976076555023924
military_service,0.9489572795978216,positive,RandomForest,119,1,House,171,0.9976076555023924
region_Southeast,0.77260555427832,positive,RandomForest,119,1,House,171,0.9976076555023924
is_married,0.5912222153286919,neutral,RandomForest,119,1,House,171,0.9976076555023924
region_Southwest,0.581132945060883,positive,RandomForest,119,1,House,171,0.9976076555023924
clean_religion_Catholic,0.5800831077996184,negative,RandomForest,119,1,House,171,0.9976076555023924
clean_religion_Unaffiliation/Unknown,0.5668973796744353,negative,RandomForest,119,1,House,171,0.9976076555023924
clean_religion_Jewish,0.5329663393857269,negative,RandomForest,119,1,House,171,0.9976076555023924
race_id_Hispanic,0.42053780926707446,negative,RandomForest,119,1,House,171,0.9976076555023924
region_Great Lakes,0.28029444794486075,positive,RandomForest,119,1,House,171,0.9976076555023924
committee_membership,0.2754153702847609,positive,RandomForest,119,1,House,171,0.9976076555023924
race_id_Asian American/Pacific Islander,0.21666080649172048,negative,RandomForest,119,1,House,171,0.9976076555023924
region_Mid-Atlantic,0.14614701071467517,negative,RandomForest,119,1,House,171,0.9976076555023924
region_Plains,0.1391065986208565,positive,RandomForest,119,1,House,171,0.9976076555023924
region_Rocky Mountain,0.1327407184339801,positive,RandomForest,119,1,House,171,0.9976076555023924
clean_religion_Mormon,0.10892747840034686,positive,RandomForest,119,1,House,171,0.9976076555023924
race_id_Native American,0.06647496128857436,positive,RandomForest,119,1,House,171,0.9976076555023924
race_id_Arab,0.0633834209749653,negative,RandomForest,119,1,House,171,0.9976076555023924
clean_religion_Muslim,0.03283643557749906,negative,RandomForest,119,1,House,171,0.9976076555023924
race_id_Biracial,0.028806084566261988,negative,RandomForest,119,1,House,171,0.9976076555023924
clean_religion_Buddhist,0.016313088369640735,negative,RandomForest,119,1,House,171,0.9976076555023924
clean_religion_Hindu,0.005009332732642495,negative,RandomForest,119,1,House,171,0.9976076555023924
cosponsorship_status,0.00038434911292544604,positive,RandomForest,119,1,House,171,0.9976076555023924
party_Independent,0.0,neutral,RandomForest,119,1,House,171,0.9976076555023924
party_Democrat,89.94017791748047,negative,XGBoost,119,1,House,171,1.0
region_Southwest,1.4918538331985474,positive,XGBoost,119,1,House,171,1.0
region_Mid-Atlantic,1.348580002784729,negative,XGBoost,119,1,House,171,1.0
committee_membership,0.9021768569946289,positive,XGBoost,119,1,House,171,1.0
years_of_staffer_experience,0.7347741723060608,negative,XGBoost,119,1,House,171,1.0
region_Far West,0.6473307013511658,negative,XGBoost,119,1,House,171,1.0
staffer_turnover_rate,0.6251522898674011,negative,XGBoost,119,1,House,171,1.0
gender_F,0.5659862756729126,negative,XGBoost,119,1,House,171,1.0
clean_religion_Unaffiliation/Unknown,0.4957258105278015,negative,XGBoost,119,1,House,171,1.0
age,0.4191168546676636,positive,XGBoost,119,1,House,171,1.0
clean_religion_Protestant Christian,0.3915139138698578,neutral,XGBoost,119,1,House,171,1.0
clean_religion_Catholic,0.384975403547287,negative,XGBoost,119,1,House,171,1.0
region_Northeast,0.38482391834259033,negative,XGBoost,119,1,House,171,1.0
race_id_Hispanic,0.36500969529151917,negative,XGBoost,119,1,House,171,1.0
is_married,0.3621119260787964,neutral,XGBoost,119,1,House,171,1.0
years_of_experience,0.351959228515625,negative,XGBoost,119,1,House,171,1.0
military_service,0.3066554367542267,positive,XGBoost,119,1,House,171,1.0
race_id_Caucasian,0.28207752108573914,neutral,XGBoost,119,1,House,171,1.0
race_id_Native American,0.0,positive,XGBoost,119,1,House,171,1.0
race_id_Asian American/Pacific Islander,0.0,negative,XGBoost,119,1,House,171,1.0
clean_religion_Buddhist,0.0,negative,XGBoost,119,1,House,171,1.0
cosponsorship_status,0.0,positive,XGBoost,119,1,House,171,1.0
clean_religion_Hindu,0.0,negative,XGBoost,119,1,House,171,1.0
clean_religion_Jewish,0.0,negative,XGBoost,119,1,House,171,1.0
clean_religion_Mormon,0.0,positive,XGBoost,119,1,House,171,1.0
clean_religion_Muslim,0.0,negative,XGBoost,119,1,House,171,1.0
race_id_Arab,0.0,negative,XGBoost,119,1,House,171,1.0
region_Southeast,0.0,positive,XGBoost,119,1,House,171,1.0
gender_M,0.0,neutral,XGBoost,119,1,House,171,1.0
region_Rocky Mountain,0.0,positive,XGBoost,119,1,House,171,1.0
region_Plains,0.0,positive,XGBoost,119,1,House,171,1.0
race_id_Biracial,0.0,negative,XGBoost,119,1,House,171,1.0
race_id_Black,0.0,negative,XGBoost,119,1,House,171,1.0
region_Great Lakes,0.0,positive,XGBoost,119,1,House,171,1.0
party_Republican,0.0,neutral,XGBoost,119,1,House,171,1.0
party_Independent,0.0,neutral,XGBoost,119,1,House,171,1.0
clean_religion_Muslim,12.280772265363355,negative,LogisticRegression,119,1,House,172,0.9679802955665024
region_Northeast,6.379226187222649,positive,LogisticRegression,119,1,House,172,0.9679802955665024
committee_membership,6.2754987746322595,negative,LogisticRegression,119,1,House,172,0.9679802955665024
region_Southwest,5.54039005486852,negative,LogisticRegression,119,1,House,172,0.9679802955665024
is_married,5.505900136193961,positive,LogisticRegression,119,1,House,172,0.9679802955665024
clean_religion_Unaffiliation/Unknown,5.284866286372165,positive,LogisticRegression,119,1,House,172,0.9679802955665024
clean_religion_Catholic,4.99819367308938,positive,LogisticRegression,119,1,House,172,0.9679802955665024
race_id_Hispanic,4.574193545449145,negative,LogisticRegression,119,1,House,172,0.9679802955665024
clean_religion_Jewish,4.063464329029079,positive,LogisticRegression,119,1,House,172,0.9679802955665024
clean_religion_Mormon,4.0191733364376026,negative,LogisticRegression,119,1,House,172,0.9679802955665024
years_of_experience,3.871673871108891,positive,LogisticRegression,119,1,House,172,0.9679802955665024
region_Far West,3.435483280789784,positive,LogisticRegression,119,1,House,172,0.9679802955665024
race_id_Caucasian,3.4090641064842164,positive,LogisticRegression,119,1,House,172,0.9679802955665024
region_Mid-Atlantic,3.195824421209043,negative,LogisticRegression,119,1,House,172,0.9679802955665024
race_id_Arab,2.5365072729013525,negative,LogisticRegression,119,1,House,172,0.9679802955665024
region_Great Lakes,2.5334678505697776,negative,LogisticRegression,119,1,House,172,0.9679802955665024
years_of_staffer_experience,2.3967677485701873,negative,LogisticRegression,119,1,House,172,0.9679802955665024
age,2.317175211584694,positive,LogisticRegression,119,1,House,172,0.9679802955665024
race_id_Asian American/Pacific Islander,2.3062965932094954,positive,LogisticRegression,119,1,House,172,0.9679802955665024
gender_M,2.18482013867531,positive,LogisticRegression,119,1,House,172,0.9679802955665024
gender_F,2.18417487559339,negative,LogisticRegression,119,1,House,172,0.9679802955665024
region_Southeast,1.5456943872592357,positive,LogisticRegression,119,1,House,172,0.9679802955665024
race_id_Biracial,1.1020419400836745,positive,LogisticRegression,119,1,House,172,0.9679802955665024
party_Democrat,0.9940644336012043,positive,LogisticRegression,119,1,House,172,0.9679802955665024
party_Republican,0.9934191705192802,negative,LogisticRegression,119,1,House,172,0.9679802955665024
region_Rocky Mountain,0.9725224736574447,negative,LogisticRegression,119,1,House,172,0.9679802955665024
clean_religion_Hindu,0.8848137726111877,positive,LogisticRegression,119,1,House,172,0.9679802955665024
region_Plains,0.882446208115041,positive,LogisticRegression,119,1,House,172,0.9679802955665024
clean_religion_Protestant Christian,0.7971614360809456,positive,LogisticRegression,119,1,House,172,0.9679802955665024
staffer_turnover_rate,0.6477042348870479,positive,LogisticRegression,119,1,House,172,0.9679802955665024
cosponsorship_status,0.590458425327806,positive,LogisticRegression,119,1,House,172,0.9679802955665024
race_id_Native American,0.4769652172073597,positive,LogisticRegression,119,1,House,172,0.9679802955665024
military_service,0.3646611980430759,positive,LogisticRegression,119,1,House,172,0.9679802955665024
clean_religion_Buddhist,0.27209136770011694,positive,LogisticRegression,119,1,House,172,0.9679802955665024
race_id_Black,0.18302177555232282,negative,LogisticRegression,119,1,House,172,0.9679802955665024
party_Independent,0.0,neutral,LogisticRegression,119,1,House,172,0.9679802955665024
age,15.331838196711928,positive,RandomForest,119,1,House,172,1.0
clean_religion_Muslim,11.310327224930052,negative,RandomForest,119,1,House,172,1.0
years_of_staffer_experience,10.91791768696511,positive,RandomForest,119,1,House,172,1.0
staffer_turnover_rate,9.85529691090448,negative,RandomForest,119,1,House,172,1.0
years_of_experience,6.43521801733839,positive,RandomForest,119,1,House,172,1.0
committee_membership,4.220213097544866,negative,RandomForest,119,1,House,172,1.0
is_married,3.9769773259041146,neutral,RandomForest,119,1,House,172,1.0
region_Southwest,3.6907566692922984,negative,RandomForest,119,1,House,172,1.0
region_Great Lakes,3.5396496459814326,negative,RandomForest,119,1,House,172,1.0
clean_religion_Protestant Christian,2.8904420160958577,neutral,RandomForest,119,1,House,172,1.0
race_id_Hispanic,2.740384023157328,negative,RandomForest,119,1,House,172,1.0
clean_religion_Mormon,2.5441936805113827,negative,RandomForest,119,1,House,172,1.0
region_Rocky Mountain,2.2968932582929757,negative,RandomForest,119,1,House,172,1.0
gender_M,2.110169710061906,neutral,RandomForest,119,1,House,172,1.0
race_id_Black,2.109885143300821,negative,RandomForest,119,1,House,172,1.0
region_Mid-Atlantic,1.8874813861275694,negative,RandomForest,119,1,House,172,1.0
race_id_Caucasian,1.8828355748076964,neutral,RandomForest,119,1,House,172,1.0
gender_F,1.7639232780044527,negative,RandomForest,119,1,House,172,1.0
region_Southeast,1.5655671393784012,positive,RandomForest,119,1,House,172,1.0
race_id_Arab,1.3706956215536863,negative,RandomForest,119,1,House,172,1.0
party_Republican,1.3113713227831603,neutral,RandomForest,119,1,House,172,1.0
party_Democrat,1.2828501641428935,negative,RandomForest,119,1,House,172,1.0
military_service,1.2816093160052442,positive,RandomForest,119,1,House,172,1.0
clean_religion_Catholic,1.108006744726582,positive,RandomForest,119,1,House,172,1.0
region_Far West,0.8195045597363554,positive,RandomForest,119,1,House,172,1.0
region_Plains,0.7435150391718572,negative,RandomForest,119,1,House,172,1.0
region_Northeast,0.3844574049986685,positive,RandomForest,119,1,House,172,1.0
clean_religion_Unaffiliation/Unknown,0.223967349914462,positive,RandomForest,119,1,House,172,1.0
race_id_Asian American/Pacific Islander,0.21413099431667068,positive,RandomForest,119,1,House,172,1.0
clean_religion_Jewish,0.08704246516180303,positive,RandomForest,119,1,House,172,1.0
race_id_Biracial,0.06307045997206835,positive,RandomForest,119,1,House,172,1.0
clean_religion_Hindu,0.03506044905008634,positive,RandomForest,119,1,House,172,1.0
clean_religion_Buddhist,0.0030546802410299197,positive,RandomForest,119,1,House,172,1.0
cosponsorship_status,0.001693442914360337,positive,RandomForest,119,1,House,172,1.0
race_id_Native American,0.0,positive,RandomForest,119,1,House,172,1.0
party_Independent,0.0,neutral,RandomForest,119,1,House,172,1.0
region_Far West,12.367840766906738,positive,XGBoost,119,1,House,172,1.0
clean_religion_Unaffiliation/Unknown,11.912467002868652,positive,XGBoost,119,1,House,172,1.0
committee_membership,11.37371826171875,negative,XGBoost,119,1,House,172,1.0
region_Northeast,10.66015625,positive,XGBoost,119,1,House,172,1.0
is_married,6.716628551483154,neutral,XGBoost,119,1,House,172,1.0
region_Southwest,5.262783527374268,negative,XGBoost,119,1,House,172,1.0
gender_F,5.117112636566162,negative,XGBoost,119,1,House,172,1.0
years_of_experience,4.912158012390137,positive,XGBoost,119,1,House,172,1.0
years_of_staffer_experience,4.47558069229126,positive,XGBoost,119,1,House,172,1.0
staffer_turnover_rate,3.5974323749542236,negative,XGBoost,119,1,House,172,1.0
age,3.165693521499634,positive,XGBoost,119,1,House,172,1.0
race_id_Black,3.12162184715271,negative,XGBoost,119,1,House,172,1.0
party_Democrat,3.107208490371704,negative,XGBoost,119,1,House,172,1.0
race_id_Caucasian,2.882401704788208,neutral,XGBoost,119,1,House,172,1.0
clean_religion_Catholic,2.757160186767578,positive,XGBoost,119,1,House,172,1.0
race_id_Hispanic,2.6616415977478027,negative,XGBoost,119,1,House,172,1.0
region_Great Lakes,2.564408302307129,negative,XGBoost,119,1,House,172,1.0
clean_religion_Protestant Christian,2.2726593017578125,neutral,XGBoost,119,1,House,172,1.0
region_Southeast,1.071317195892334,positive,XGBoost,119,1,House,172,1.0
cosponsorship_status,0.0,positive,XGBoost,119,1,House,172,1.0
region_Rocky Mountain,0.0,negative,XGBoost,119,1,House,172,1.0
region_Plains,0.0,negative,XGBoost,119,1,House,172,1.0
party_Independent,0.0,neutral,XGBoost,119,1,House,172,1.0
region_Mid-Atlantic,0.0,negative,XGBoost,119,1,House,172,1.0
party_Republican,0.0,neutral,XGBoost,119,1,House,172,1.0
gender_M,0.0,neutral,XGBoost,119,1,House,172,1.0
race_id_Native American,0.0,positive,XGBoost,119,1,House,172,1.0
race_id_Biracial,0.0,positive,XGBoost,119,1,House,172,1.0
race_id_Asian American/Pacific Islander,0.0,positive,XGBoost,119,1,House,172,1.0
race_id_Arab,0.0,negative,XGBoost,119,1,House,172,1.0
clean_religion_Muslim,0.0,negative,XGBoost,119,1,House,172,1.0
clean_religion_Mormon,0.0,negative,XGBoost,119,1,House,172,1.0
clean_religion_Jewish,0.0,positive,XGBoost,119,1,House,172,1.0
clean_religion_Hindu,0.0,positive,XGBoost,119,1,House,172,1.0
clean_religion_Buddhist,0.0,positive,XGBoost,119,1,House,172,1.0
military_service,0.0,positive,XGBoost,119,1,House,172,1.0
race_id_Hispanic,6.885675109461949,negative,LogisticRegression,119,1,House,173,0.9755501222493888
race_id_Caucasian,6.84205916260676,positive,LogisticRegression,119,1,House,173,0.9755501222493888
party_Republican,6.820221652529618,positive,LogisticRegression,119,1,House,173,0.9755501222493888
party_Democrat,6.8195808256939925,negative,LogisticRegression,119,1,House,173,0.9755501222493888
age,6.627672347487993,positive,LogisticRegression,119,1,House,173,0.9755501222493888
committee_membership,6.380038532662077,negative,LogisticRegression,119,1,House,173,0.9755501222493888
clean_religion_Muslim,4.898536401440641,negative,LogisticRegression,119,1,House,173,0.9755501222493888
clean_religion_Hindu,4.274667913607046,negative,LogisticRegression,119,1,House,173,0.9755501222493888
years_of_staffer_experience,4.092765851800689,negative,LogisticRegression,119,1,House,173,0.9755501222493888
military_service,4.047610046904448,positive,LogisticRegression,119,1,House,173,0.9755501222493888
gender_M,3.8454270320125037,positive,LogisticRegression,119,1,House,173,0.9755501222493888
gender_F,3.8447862051768777,negative,LogisticRegression,119,1,House,173,0.9755501222493888
clean_religion_Protestant Christian,3.622469954549226,positive,LogisticRegression,119,1,House,173,0.9755501222493888
clean_religion_Jewish,3.025344951311594,positive,LogisticRegression,119,1,House,173,0.9755501222493888
region_Great Lakes,2.945358617452842,negative,LogisticRegression,119,1,House,173,0.9755501222493888
staffer_turnover_rate,2.929314635514488,positive,LogisticRegression,119,1,House,173,0.9755501222493888
region_Far West,2.719626163186388,positive,LogisticRegression,119,1,House,173,0.9755501222493888
region_Southwest,2.109687768700376,positive,LogisticRegression,119,1,House,173,0.9755501222493888
region_Plains,1.9311830368916507,negative,LogisticRegression,119,1,House,173,0.9755501222493888
race_id_Asian American/Pacific Islander,1.664811305079995,negative,LogisticRegression,119,1,House,173,0.9755501222493888
region_Rocky Mountain,1.6440428244135405,positive,LogisticRegression,119,1,House,173,0.9755501222493888
race_id_Arab,1.550556867194625,negative,LogisticRegression,119,1,House,173,0.9755501222493888
clean_religion_Unaffiliation/Unknown,1.4672210674120831,positive,LogisticRegression,119,1,House,173,0.9755501222493888
is_married,1.3621361705665105,positive,LogisticRegression,119,1,House,173,0.9755501222493888
region_Northeast,1.3378286917250246,negative,LogisticRegression,119,1,House,173,0.9755501222493888
race_id_Biracial,1.2674338156299463,positive,LogisticRegression,119,1,House,173,0.9755501222493888
race_id_Black,1.0053693759578475,positive,LogisticRegression,119,1,House,173,0.9755501222493888
race_id_Native American,0.9868217543776432,positive,LogisticRegression,119,1,House,173,0.9755501222493888
region_Mid-Atlantic,0.7214116999916395,negative,LogisticRegression,119,1,House,173,0.9755501222493888
clean_religion_Catholic,0.5269691440463612,positive,LogisticRegression,119,1,House,173,0.9755501222493888
years_of_experience,0.5082786904995528,positive,LogisticRegression,119,1,House,173,0.9755501222493888
region_Southeast,0.4630661165964801,positive,LogisticRegression,119,1,House,173,0.9755501222493888
clean_religion_Buddhist,0.3631437811843086,positive,LogisticRegression,119,1,House,173,0.9755501222493888
cosponsorship_status,0.30018624295353413,positive,LogisticRegression,119,1,House,173,0.9755501222493888
clean_religion_Mormon,0.16869624337974676,positive,LogisticRegression,119,1,House,173,0.9755501222493888
party_Independent,0.0,neutral,LogisticRegression,119,1,House,173,0.9755501222493888
age,22.01537357986094,positive,RandomForest,119,1,House,173,1.0
years_of_staffer_experience,8.753523320761365,positive,RandomForest,119,1,House,173,1.0
staffer_turnover_rate,6.705085417439263,positive,RandomForest,119,1,House,173,1.0
years_of_experience,6.149319861171689,positive,RandomForest,119,1,House,173,1.0
clean_religion_Muslim,4.887449235156032,negative,RandomForest,119,1,House,173,1.0
race_id_Hispanic,4.666439601879291,negative,RandomForest,119,1,House,173,1.0
region_Great Lakes,3.7569191183529393,negative,RandomForest,119,1,House,173,1.0
is_married,3.643410450527523,neutral,RandomForest,119,1,House,173,1.0
race_id_Caucasian,3.4866681958804038,neutral,RandomForest,119,1,House,173,1.0
committee_membership,3.0143289887277156,negative,RandomForest,119,1,House,173,1.0
gender_M,2.93085530979907,neutral,RandomForest,119,1,House,173,1.0
region_Far West,2.886706348097551,positive,RandomForest,119,1,House,173,1.0
race_id_Arab,2.8059511370053762,negative,RandomForest,119,1,House,173,1.0
gender_F,2.7436186496969395,negative,RandomForest,119,1,House,173,1.0
clean_religion_Hindu,2.730004550816509,negative,RandomForest,119,1,House,173,1.0
region_Northeast,2.2794053216633685,negative,RandomForest,119,1,House,173,1.0
clean_religion_Protestant Christian,2.2495478060409817,neutral,RandomForest,119,1,House,173,1.0
clean_religion_Catholic,2.205587428346758,negative,RandomForest,119,1,House,173,1.0
clean_religion_Unaffiliation/Unknown,2.0132039244571667,negative,RandomForest,119,1,House,173,1.0
race_id_Black,1.6658996462661515,negative,RandomForest,119,1,House,173,1.0
region_Plains,1.3114109689978382,negative,RandomForest,119,1,House,173,1.0
party_Republican,1.3024546407987163,neutral,RandomForest,119,1,House,173,1.0
region_Mid-Atlantic,1.2140349343056083,positive,RandomForest,119,1,House,173,1.0
region_Southwest,1.1846124347580118,positive,RandomForest,119,1,House,173,1.0
party_Democrat,1.0431490719375525,negative,RandomForest,119,1,House,173,1.0
region_Southeast,0.8773044475258873,positive,RandomForest,119,1,House,173,1.0
race_id_Asian American/Pacific Islander,0.6288208352719892,negative,RandomForest,119,1,House,173,1.0
military_service,0.4921640200049479,positive,RandomForest,119,1,House,173,1.0
clean_religion_Jewish,0.15144580529297377,positive,RandomForest,119,1,House,173,1.0
race_id_Native American,0.0839398164757574,positive,RandomForest,119,1,House,173,1.0
race_id_Biracial,0.059396108433998306,positive,RandomForest,119,1,House,173,1.0
region_Rocky Mountain,0.05391839781648456,positive,RandomForest,119,1,House,173,1.0
cosponsorship_status,0.008050626433218213,positive,RandomForest,119,1,House,173,1.0
clean_religion_Mormon,0.0,positive,RandomForest,119,1,House,173,1.0
clean_religion_Buddhist,0.0,positive,RandomForest,119,1,House,173,1.0
party_Independent,0.0,neutral,RandomForest,119,1,House,173,1.0
party_Democrat,22.787818908691406,negative,XGBoost,119,1,House,173,0.9975550122249389
race_id_Caucasian,21.162656784057617,neutral,XGBoost,119,1,House,173,0.9975550122249389
years_of_experience,9.629711151123047,positive,XGBoost,119,1,House,173,0.9975550122249389
gender_F,8.307430267333984,negative,XGBoost,119,1,House,173,0.9975550122249389
committee_membership,7.952990531921387,negative,XGBoost,119,1,House,173,0.9975550122249389
years_of_staffer_experience,5.537899494171143,positive,XGBoost,119,1,House,173,0.9975550122249389
age,3.261138916015625,positive,XGBoost,119,1,House,173,0.9975550122249389
race_id_Hispanic,3.0664873123168945,negative,XGBoost,119,1,House,173,0.9975550122249389
staffer_turnover_rate,2.764409065246582,positive,XGBoost,119,1,House,173,0.9975550122249389
clean_religion_Catholic,2.734132766723633,negative,XGBoost,119,1,House,173,0.9975550122249389
is_married,2.6959705352783203,neutral,XGBoost,119,1,House,173,0.9975550122249389
region_Southwest,2.260366201400757,positive,XGBoost,119,1,House,173,0.9975550122249389
race_id_Black,2.057131290435791,negative,XGBoost,119,1,House,173,0.9975550122249389
clean_religion_Protestant Christian,2.0121357440948486,neutral,XGBoost,119,1,House,173,0.9975550122249389
region_Far West,1.976251244544983,positive,XGBoost,119,1,House,173,0.9975550122249389
region_Northeast,0.9644786715507507,negative,XGBoost,119,1,House,173,0.9975550122249389
region_Great Lakes,0.8289921283721924,negative,XGBoost,119,1,House,173,0.9975550122249389
region_Southeast,0.0,positive,XGBoost,119,1,House,173,0.9975550122249389
region_Mid-Atlantic,0.0,positive,XGBoost,119,1,House,173,0.9975550122249389
region_Rocky Mountain,0.0,positive,XGBoost,119,1,House,173,0.9975550122249389
cosponsorship_status,0.0,positive,XGBoost,119,1,House,173,0.9975550122249389
region_Plains,0.0,negative,XGBoost,119,1,House,173,0.9975550122249389
party_Independent,0.0,neutral,XGBoost,119,1,House,173,0.9975550122249389
party_Republican,0.0,neutral,XGBoost,119,1,House,173,0.9975550122249389
gender_M,0.0,neutral,XGBoost,119,1,House,173,0.9975550122249389
race_id_Native American,0.0,positive,XGBoost,119,1,House,173,0.9975550122249389
race_id_Biracial,0.0,positive,XGBoost,119,1,House,173,0.9975550122249389
race_id_Asian American/Pacific Islander,0.0,negative,XGBoost,119,1,House,173,0.9975550122249389
race_id_Arab,0.0,negative,XGBoost,119,1,House,173,0.9975550122249389
clean_religion_Unaffiliation/Unknown,0.0,negative,XGBoost,119,1,House,173,0.9975550122249389
clean_religion_Muslim,0.0,negative,XGBoost,119,1,House,173,0.9975550122249389
clean_religion_Mormon,0.0,positive,XGBoost,119,1,House,173,0.9975550122249389
clean_religion_Jewish,0.0,positive,XGBoost,119,1,House,173,0.9975550122249389
clean_religion_Hindu,0.0,negative,XGBoost,119,1,House,173,0.9975550122249389
clean_religion_Buddhist,0.0,positive,XGBoost,119,1,House,173,0.9975550122249389
military_service,0.0,positive,XGBoost,119,1,House,173,0.9975550122249389
party_Republican,12.936342895012817,negative,LogisticRegression,119,1,House,174,0.8529411764705882
party_Democrat,12.935073911319247,positive,LogisticRegression,119,1,House,174,0.8529411764705882
committee_membership,7.902725644040174,positive,LogisticRegression,119,1,House,174,0.8529411764705882
years_of_experience,7.677182118342568,positive,LogisticRegression,119,1,House,174,0.8529411764705882
region_Southeast,6.683594284651375,negative,LogisticRegression,119,1,House,174,0.8529411764705882
race_id_Caucasian,5.310208087036556,negative,LogisticRegression,119,1,House,174,0.8529411764705882
region_Northeast,5.008780416907035,positive,LogisticRegression,119,1,House,174,0.8529411764705882
race_id_Hispanic,4.408751265534805,positive,LogisticRegression,119,1,House,174,0.8529411764705882
region_Far West,3.823106661149076,positive,LogisticRegression,119,1,House,174,0.8529411764705882
clean_religion_Protestant Christian,3.5606185995171775,negative,LogisticRegression,119,1,House,174,0.8529411764705882
race_id_Biracial,3.4236832163284507,negative,LogisticRegression,119,1,House,174,0.8529411764705882
region_Southwest,3.40493806160027,negative,LogisticRegression,119,1,House,174,0.8529411764705882
region_Mid-Atlantic,2.746570015054237,negative,LogisticRegression,119,1,House,174,0.8529411764705882
region_Plains,2.6320986006157785,positive,LogisticRegression,119,1,House,174,0.8529411764705882
race_id_Asian American/Pacific Islander,2.5283710178070598,positive,LogisticRegression,119,1,House,174,0.8529411764705882
military_service,2.07617613268181,positive,LogisticRegression,119,1,House,174,0.8529411764705882
clean_religion_Catholic,1.7484854344459628,positive,LogisticRegression,119,1,House,174,0.8529411764705882
clean_religion_Jewish,1.5797337621777592,positive,LogisticRegression,119,1,House,174,0.8529411764705882
gender_M,1.3890056330532596,negative,LogisticRegression,119,1,House,174,0.8529411764705882
gender_F,1.3877366493596826,positive,LogisticRegression,119,1,House,174,0.8529411764705882
years_of_staffer_experience,1.1831171167335215,positive,LogisticRegression,119,1,House,174,0.8529411764705882
race_id_Arab,0.9514112026125258,positive,LogisticRegression,119,1,House,174,0.8529411764705882
staffer_turnover_rate,0.8376967964501146,negative,LogisticRegression,119,1,House,174,0.8529411764705882
region_Rocky Mountain,0.7801368430948616,positive,LogisticRegression,119,1,House,174,0.8529411764705882
region_Great Lakes,0.5897108558455638,positive,LogisticRegression,119,1,House,174,0.8529411764705882
race_id_Native American,0.5368031448214374,positive,LogisticRegression,119,1,House,174,0.8529411764705882
is_married,0.4010250788542972,negative,LogisticRegression,119,1,House,174,0.8529411764705882
age,0.3840653229016851,negative,LogisticRegression,119,1,House,174,0.8529411764705882
race_id_Black,0.30728568889560076,positive,LogisticRegression,119,1,House,174,0.8529411764705882
clean_religion_Unaffiliation/Unknown,0.2222780993194753,negative,LogisticRegression,119,1,House,174,0.8529411764705882
clean_religion_Hindu,0.2038030367018987,positive,LogisticRegression,119,1,House,174,0.8529411764705882
cosponsorship_status,0.1898789253164486,positive,LogisticRegression,119,1,House,174,0.8529411764705882
clean_religion_Mormon,0.12914725707994937,positive,LogisticRegression,119,1,House,174,0.8529411764705882
clean_religion_Muslim,0.06469071536822316,positive,LogisticRegression,119,1,House,174,0.8529411764705882
clean_religion_Buddhist,0.0557675093692874,positive,LogisticRegression,119,1,House,174,0.8529411764705882
party_Independent,0.0,neutral,LogisticRegression,119,1,House,174,0.8529411764705882
party_Republican,13.691874637294706,neutral,RandomForest,119,1,House,174,0.9901960784313726
party_Democrat,12.112555681560378,positive,RandomForest,119,1,House,174,0.9901960784313726
years_of_experience,11.230194575162539,positive,RandomForest,119,1,House,174,0.9901960784313726
