registrant_lobby_actor_id,firm,lobbyists
159635,Dunkin' Brands Inc.,3
260497,Qualcomm Inc.,3
109936,National Disability Rights Network,3
291673,Association for Clinical Oncology,3
16958,Chubb INA Holdings Inc.,3
50759,BlackBerry Ltd.,3
64316,Infectious Diseases Society of America,3
54768,InterDigital Inc.,3
199562,Duane Morris Government Strategies LLC,3
5114,Reinsurance Association of America,3
20056,Armenian Assembly of America Inc.,3
26795,National Automatic Merchandising Association,3
41090,Nissan North America Inc.,3
309101,Hologic Inc.,3
6992,International Code Council Inc.,3
86263,International Association of Machinists and Aerospace Workers,3
70323,Ascension,3
218479,College of Healthcare Information Management Executives,3
63901,Astellas Pharma U.S. Inc.,3
60173,Huntsman International LLC,3
314036,Novavax Inc.,3
764,Molina Healthcare Inc.,3
352722,Institute for Strategic Dialogue,3
173067,Diageo North America Inc.,3
227370,Demand Progress,3
345444,Seiden Law LLP,3
292554,Autos Drive America,3
113268,Development Counsellors International,3
70338,Novozymes North America Inc.,3
32518,National Asphalt Pavement Association,3
313885,CASA Inc.,3
320907,Imec Inc.,3
288053,ATOLLetc LLC,3
60732,SEMI,3
312374,DailyPay Inc.,3
258581,Innovation Policy Solutions LLC (District of Columbia),3
301336,Amentum Services Inc.,3
202882,Airbnb Inc.,3
25862,Enterprise Community Partners Inc.,3
273768,Carta Inc.,3
322247,CSPI Action Fund,3
246291,Michelin North America Inc.,3
604,"International Union, United Automobile, Aerospace and Agricultural Implement Workers of America",3
297921,American Iron and Steel Institute,3
189662,University of Colorado System,3
220321,Commonwealth Strategic Partners LLC,3
173330,Thorsen French Advocacy LLC,3
61263,Sherwin-Williams Co.,3
27558,David Turch and Associates,3
148221,Endocrine Society,3
61086,Institute for Portfolio Alternatives,3
79439,American Kidney Fund,3
49846,University of Georgia (Athens),3
191320,Jazz Pharmaceuticals Inc.,3
75929,"Hall, Render, Killian, Heath & Lyman PC",3
7472,Cboe Options Exchange,3
198341,National Grocers Association,3
89325,CHS Inc.,3
259094,Innovative Policy PLLC,3
76982,American Society for Reproductive Medicine,3
26541,Alliant Energy Corp.,3
9520,John Hancock Life Insurance Co.,3
172344,Cognizant Technology Solutions Inc.,3
3878,Center for Climate and Energy Solutions Inc.,3
150977,Independent Insurance Agents and Brokers of America Inc.,3
216777,Off Hill Strategies LLC,3
91670,Interactive Advertising Bureau Inc.,3
65068,G.S. Proctor & Associates Inc.,3
317307,Alnylam Pharmaceuticals Inc.,3
147491,Bell & Lindsay Inc.,3
11254,Drexel University,3
227458,Nike Inc.,3
1335,CLS Strategies,3
25483,Ohio State University,3
11132,Hyundai Motor America,3
9501,National Milk Producers Federation,3
203968,American Clinical Laboratory Association,3
232021,DONG Energy Wind Power U.S. LLC,3
178077,East End Group LLC,3
19690,"Hadassah, the Women's Zionist Organization of America Inc.",3
55766,Hartford Insurance Group Inc.,3
103380,One Action,3
51133,PJM Interconnection LLC,3
106666,National Oilseed Processors Association,3
199851,American Optometric Association,3
151633,Synopsys Inc.,3
297623,Early Warning Services LLC,3
353906,Nestpoint Associates LLC,3
20285,Harvard University,3
259608,Park & K Public Affairs LLC,3
353229,Javelin Advisors LLC,3
76667,American Financial Services Association,3
189989,Apex Clean Energy Inc.,3
69275,Potomac Partners DC,3
202278,Phillips 66 Co.,3
7983,National PACE Association,3
169178,Guardian Life Insurance Co. of America,3
344759,Kraft Heinz Co.,3
350246,StorySquad Media LLC,3
3113,American Dental Education Association,3
81434,Liquid Energy Pipeline Association,3
333942,T1International USA,3
790,PPL Corp.,3
67779,National Right to Life Committee,3
12233,Coalition of Airline Pilots Association,3
9122,Greater Pittsburgh (Pa.) Chamber of Commerce,3
31531,Stanford University,3
356718,Bosnian American Alliance Inc.,3
330977,Live Nation Entertainment Inc.,3
226039,Pet Food Institute,3
238092,Story Partners LLC,3
1145,National Trust for Historic Preservation,3
323804,Clark Street Associates LLC,3
57858,Kaplan Kirsch & Rockwell LLP,3
37029,Eastman Chemical Co.,3
217902,Gray Global Advisors LLC,3
295179,Live Oak Strategies,3
346176,PhronesisDC LLC,3
159661,Sternhell Group,3
178326,P Street Project Inc.,3
175245,National Nurses United,3
330387,KED Strategies LLC,3
226792,DJI Technology Inc.,3
225426,Twilio Inc.,3
344277,California Life Sciences,3
345767,Christopherson Advocates LLC,3
40651,Disability Rights Education and Defense Fund Inc.,3
69333,United Negro College Fund,3
63722,Native American Contractors Association,3
313843,Patriot Strategies LLC,3
190674,Biocom California,3
36288,University of Iowa (Iowa City),3
7232,Campaign for Tobacco-Free Kids,3
340887,Eisai Inc.,3
65233,Stryker Corp.,3
60784,American International Group Inc.,3
17979,Stanley Black & Decker Inc.,3
318319,University of California Student Association,3
217139,Bermuda Tourism Authority,3
36324,University of Michigan (Ann Arbor),3
159973,Campaign Legal Center Inc.,3
78703,Elbit Systems of America LLC,3
154695,Best Buy Co. Inc.,3
27871,American Library Association,3
238219,SplitOak Strategies LLC,3
92201,Tributary LLP,3
299113,DiRoma Eck & Co. LLP,3
100081,Park Strategies LLC,3
16554,Valero Energy Corp.,3
148066,Steel Manufacturers Association,3
334505,Beer Institute,3
62413,Gap Inc.,3
249530,American Society for Microbiology,3
16576,National Association for Home Care and Hospice,3
258319,National Organization of Social Security Claimants' Representatives,3
51463,TruStage,3
200619,Foundation for Individual Rights and Expression Inc.,3
216756,Ball Corp.,3
39429,"St. Luke's University Health Network (Bethlehem, Pa.)",3
218852,Burrell International Group LLC,3
101694,American Physiological Society,3
320493,Samsung SDI America Inc.,3
92956,National Roofing Contractors Association,3
348593,TSE Consulting LLC,3
55487,FMC Corp.,3
166843,Northwestern Mutual Life Insurance Co.,3
322341,NSW Government US Office Inc.,3
349644,Capital HQ LLC,3
201515,Ambulatory Surgery Center Association,3
100974,National Association of Benefit and Insurance Professionals,3
233426,Neurocrine Biosciences Inc.,3
359861,X Corp.,3
99241,Financial Industry Regulatory Authority Inc.,3
161804,National Association of Industrial and Office Properties,3
50258,Tenet Healthcare Corp.,3
348851,Capital K LLC,3
11395,American Association of School Administrators,3
16225,Motorcycle Industry Council Inc.,3
37304,Thurgood Marshall College Fund Inc.,3
258682,Salt River Project,3
344879,Carrara Group LLC,3
41342,National Health Council,3
45167,Congress of Neurological Surgeons,3
354031,Porter O'Brien Agency Inc.,3
18900,Electricity Canada,3
228575,Yorktown Solutions LLC,3
48493,Teva Pharmaceuticals USA Inc.,3
215211,bioMérieux SA,3
220139,Capital Group Cos. Inc.,3
166852,Dickinson Wright PLLC,3
252310,Blockchain Association,3
232799,POSCO America Corp.,3
46108,Children's Hospital of Philadelphia (Pa.),3
198040,Block Inc.,3
353604,Yayasan Berbakti Semangat Indonesia,3
66253,Brewers Association,3
66694,AES Corp.,3
79939,Dexcom Inc.,3
42177,Rutgers University,3
213304,Strategics Consulting LLC,3
167793,Family Equality Council,3
346546,BlackSummit Capital LLC,3
3101,"Hecht, Latham, Spencer & Associates Inc.",3
1392,Concerned Women for America Legislative Action Committee,3
220775,Albertine Enterprises Inc.,3
20682,INCOMPAS,3
300449,Covanta Energy Corp.,3
24552,"Brooks, Pierce, McLendon, Humphrey & Leonard LLP",3
221941,Feighan Team Inc.,3
309144,Boston (Mass.) Children's Hospital,3
223623,High Street Strategies LLC,3
307732,Horizons Global Solutions LLC,3
21695,7-Eleven Inc.,3
3538,National Association of Community Health Centers Inc.,3
4305,Muscular Dystrophy Association Inc.,3
206066,Brown-Forman Corp.,3
315948,Kyndryl Inc.,3
344708,Brown & Weinraub Advisors LLC,3
166978,Nasdaq Inc.,3
36742,HSBC North America Holdings Inc.,3
231971,A1.9 Strategies LLC,3
210395,Atlas Advocacy,3
320330,Passage Consulting Group LLC,3
285918,GRAIL Inc.,3
14443,Alliance for Natural Health USA,3
235093,Potomac International Partners Inc.,3
68642,Triad Strategies LLC,3
226826,Plug Power Inc.,3
275064,Schaerr Jaffe LLP,3
148366,Armenian National Committee of America,3
331362,TransUnion LLC,3
101078,Brady Campaign to Prevent Gun Violence,3
7221,National Association for Behavioral Healthcare,3
227152,Stubhub Inc.,3
302471,"Rubin, Turnbull & Associates Inc.",3
360061,Tactic COC LLC,3
252066,Booking.com Consulting Services (USA) Inc.,3
315358,DaVita Inc.,3
6906,Washington 2 Advocates LLC,3
351809,Scissortail Strategic Consulting Partners LLC,3
13780,UnidosUS,3
221706,Strategy Group Inc.,3
233047,Waymo LLC,3
222164,Tenable Inc.,3
67226,Options Clearing Corp.,3
242390,CSS Partners LLC,3
348910,Fithian Group LLC,3
207052,World Jewish Restitution Organization,3
52654,Greater Cleveland (Ohio) Partnership,3
228424,Stripe Inc.,3
165756,Fiorentino Group LLC,3
136882,Polish National Tourist Office,3
301727,Kia Corp.,3
36860,Sierra Nevada Co. LLC,3
288985,Capitol 6 Advisors,3
51553,Zero to Three,3
46831,Kirkland & Ellis LLP,3
7718,Premier Inc.,3
227457,BNSF Railway Co.,3
8829,Corn Refiners Association,3
356756,SBM Partners Inc.,3
77799,Central Washington University,3
136318,World Zionist Organization,3
358025,BGD Legal & Consulting LLC,3
103855,Xcel Energy Inc.,3
3776,John Deere Financial Inc.,3
34801,Cornell University,3
212176,Case New Holland Industrial Inc.,3
78825,Direct Supply Inc.,3
161708,Edison International,3
339719,Acorn Consulting LLC,3
38834,New York University,3
113771,Dominica Maritime Registry Inc.,3
336152,Invest India,3
330895,Southwest Airlines Pilots' Association,3
4872,Nexxus Consulting LLC,3
216512,Ecolab Inc.,3
55048,Duke University,3
307700,Batie & Associates LLC,3
76670,Guide Consulting Services Inc.,3
49088,J.M. Burkman & Associates,3
240909,DuPont de Nemours Inc.,3
259368,IQOM Strategic Advisors LLC,3
264877,TGA Association Management Solutions LLC,3
305917,Japan National Tourism Organization,3
3540,Ballard Spahr LLP,3
166898,Intuitive Surgical Inc.,3
59683,McManus Group,3
98081,JBS USA Food Co.,3
20037,Council for Responsible Nutrition,3
248604,Invesco Holding Co. (US) Inc.,3
301960,Conaway Graves Group LLC,3
94201,Western Growers Association,3
26855,Tacoma (Wash.) Public Utilities,3
92776,Philips Electronics North America Corp.,3
342838,THE Business Councils 90A LLC,3
10959,"Robertson, Monagle & Eastaugh LLC",3
60228,Akerman LLP,3
349369,White Star Business Group LLC,3
328832,AECOM,3
274104,With Honor Action Inc.,3
6318,Massachusetts Mutual Life Insurance Co.,3
108216,Mayors Against Illegal Guns Action Fund,3
166177,Nucor Public Affairs Inc.,2
159364,Health Care Service Corp.,2
2522,Energy Marketers of America,2
223100,ITG Brands LLC,2
81142,Carlyle Group LLC,2
258123,ABB Inc.,2
102924,SC Partners LLC,2
339748,Freeman Mathis Decisions,2
105327,Leonard Group LLP,2
351815,Harper & Bailey Governmental Solutions LLC,2
67147,Cepheid,2
223217,JST Strategies LLC,2
77248,Cardinal Point Partners LLC,2
279966,Temple University,2
202391,Mothers Against Drunk Driving,2
189997,FrogueClark LLC,2
29520,Federation for American Immigration Reform,2
217892,Gunster Strategies Worldwide Inc.,2
347583,Second Curve Strategies LLC,2
208041,Dropbox Inc.,2
351064,BT Strategies LLC,2
45939,TE Connectivity Ltd.,2
354641,Scout Motors Inc.,2
303834,Manning Fulton & Skinner PA,2
360177,Larragan Crest Strategies LLC,2
263875,Collective Strategies & Communications LLC,2
346783,Military Veterans of America Inc.,2
298876,Notarize Inc.,2
101973,Fiserv Inc.,2
199627,SWIFT SCRL,2
360968,Bitdeer Technologies Group,2
222564,Marine Retailers Association of the Americas,2
64566,Novelis Inc.,2
223599,Collier Collective LLC,2
317101,Shift5 Inc.,2
57429,Thrivent Financial for Lutherans,2
258369,Forethought Advisors LLC,2
313071,Sylvamo North America LLC,2
269171,BL Partners Group LLC,2
358393,Marla Grossman LLC,2
103020,South Carolina Farm Bureau Federation,2
299607,Grubhub Holdings Inc.,2
348538,Six Continents Hotels Inc.,2
48574,A.F. International,2
1022,Forscey PLLC,2
303211,alb solutions,2
337929,Bridgebio Pharma Inc.,2
304845,"Marquez, Thomas Juan",2
54106,Ben Barnes Group LP,2
231217,Guardant Health Inc.,2
34493,American Association of Community Colleges,2
105680,1-800 Contacts Inc.,2
105131,Foundation for Advancing Alcohol Responsibility,2
9105,Alliance for Excellent Education,2
353980,Goldwater Institute,2
167980,Masimo Corp.,2
156018,"Distefano, David M.",2
356427,Impression Strategy LLC,2
33523,Ameren Services Co.,2
62964,Abiomed Inc.,2
165399,Framatome Inc.,2
15023,Southeastern Lumber Manufacturers Association,2
354380,Patterson & Meek LLC,2
30136,Fleet Reserve Association,2
289618,Digital Therapeutics Alliance Inc.,2
49094,NetJets Inc.,2
14573,American Academy of Child and Adolescent Psychiatry,2
25877,ACA – America's Communications Association,2
262563,Manatos & Manatos,2
64674,Balch & Bingham LLP,2
230937,Overseas Korean Cultural Heritage Foundation USA,2
88460,Footwear Distributors and Retailers of America,2
213891,Structured Finance Association,2
352015,Tholos Government Relations LLC,2
57755,Lending Tree Inc.,2
170841,Academy Advisors Inc.,2
277589,Match Group Inc.,2
23796,Distilled Spirits Council of the United States,2
36108,UNITE HERE,2
310293,Rare Disease Company Coalition,2
290504,Phlow Corp.,2
62087,Citizens Financial Group Inc.,2
16679,American Peanut Shellers Association,2
46584,Council for a Strong America,2
147908,Mathis Harple Group,2
216760,DTE Energy Co.,2
10699,UC Health LLC,2
44258,Carrier Global Corp.,2
61894,Physicians Committee for Responsible Medicine,2
49964,Chanel Inc.,2
216876,American Horticulture Industry Association,2
13610,Air Conditioning Contractors of America Association Inc.,2
343919,Weber Shandwick Inc.,2
297829,Eastport Strategies LLC,2
27077,United Service Organizations Inc.,2
341113,WK Kellogg Co.,2
101352,Investment Adviser Association,2
288820,Center for Procurement Advocacy,2
148237,American Society of Appraisers,2
160714,Commercial Space Federation,2
288074,Williams Consulting Group LLC,2
29210,IPC International Inc.,2
19757,U.S. Fund for UNICEF,2
344314,Westwin Elements Inc.,2
13361,Port of Portland (Ore.),2
342757,Chesapeake Climate Action Network Action Fund Inc.,2
4862,ST Engineering North America Inc.,2
274793,Commonwealth Consulting Partners LLC,2
360256,Riley Executive Government Solutions Corp.,2
145596,"Jacobs, Scholz & Wyler LLC",2
43964,National Affordable Housing Management Association,2
226833,Rivendell Group LLP,2
200573,Education Reform Now Advocacy Inc.,2
213644,Simmons & Russell Group LLC,2
19249,Ohio Hospital Association,2
200621,"NFIB, the Voice of Free Enterprise Inc.",2
298245,Rocket Lab USA Inc.,2
69203,Jenkins Hill Consulting LLC,2
356018,National Alliance to End Homelessness Inc.,2
234185,Watkins & Eager PLLC,2
90856,Iraq and Afghanistan Veterans of America,2
63100,Milliken & Co.,2
356894,Statewide Public Affairs Inc.,2
210649,Playmaker Strategies LLC,2
320362,Wise plc,2
154656,Japan Automobile Manufacturers Association Inc.,2
76986,Salesforce.com Inc.,2
230316,Johnson Controls International plc,2
20163,Iroquois Healthcare Alliance,2
288979,Medical Device Manufacturers Association,2
283958,Solugen Inc.,2
251948,Pinterest Inc.,2
60718,Parker Poe Adams & Bernstein LLP,2
354587,Point of Difference Strategies LLC,2
336498,Saunders Global Diplomacy,2
37206,J.R. Simplot Co.,2
23889,Irrigation Association,2
235338,Scully Roskey & Missmar PLLC,2
249281,Oatly Inc.,2
105279,Technology Councils of North America,2
329965,Patino Brewster & Partners LLC,2
318521,Planet Labs PBC,2
238998,Housing Partnership Network Inc.,2
176068,"Japan External Trade Organization (Chicago, Ill.)",2
262391,JetBlue Airways Corp.,2
244632,Babbage Cofounder,2
39841,Society for Human Resource Management,2
213943,Taylor Strategies,2
171236,Trinity Industries Inc.,2
237601,Prenda Group LLC,2
148148,Hoboken Strategy Group Inc.,2
195345,Jackson Walker LLP,2
71454,Dorsey & Whitney LLP,2
349584,Audax Strategies LLC,2
27288,Society for Vascular Surgery,2
350751,Team Eagle Consulting LLC,2
327936,True Anomaly Inc.,2
6782,Brown University,2
32925,Holcim (US) Inc.,2
304831,Discovery Communications LLC,2
356298,Drax Power Ltd.,2
45186,National Association of Dental Plans,2
327848,Omega Strategies LLC,2
191179,Terumo BCT Inc.,2
295555,Truist Financial Corp.,2
288871,Bridgeway Advocacy LLC,2
333222,Air Products and Chemicals Inc.,2
114157,Invest Northern Ireland,2
261941,McHugh LeMay Associates LLC,2
171130,National Association of Elementary School Principals,2
41043,National Association of Criminal Defense Lawyers,2
90772,Hormel Foods Corp.,2
301246,W.L. Gore & Associates Inc.,2
179875,Bluestone Strategies LLC,2
54753,Council of State Administrators of Vocational Rehabilitation,2
291670,Barker Leavitt PLLC,2
8664,Methanol Institute,2
152142,Institute of Scrap Recycling Industries,2
354605,Nightwing Group LLC,2
27331,National Association for Music Education,2
316361,People United for Privacy,2
15842,Ziontz Chestnut,2
303231,Cresco Labs LLC,2
354467,Beni Productions LLC,2
232358,Color Nine Group LLC,2
20375,International Campaign for Tibet,2
150343,Neste US Inc.,2
226525,"RVDA, The National RV Dealers Association",2
30627,United Network for Organ Sharing,2
200014,Zoetis Inc.,2
39318,Academy of Nutrition and Dietetics,2
11291,Bergeson & Campbell PC,2
56796,Michigan State University,2
74023,International Economic Development Council Inc.,2
245335,Clause Law PLLC,2
314065,MRO Corp.,2
214724,U.S. Mortgage Insurers,2
71060,Birch Horton Bittner & Cherot,2
151126,ACT! for America,2
338244,BAYADA Hearts for Homecare,2
6273,TCH Group LLC,2
88061,International Federation of Professional and Technical Engineers,2
12716,Clean Air Task Force Inc.,2
257878,MWMurray Consulting LLC,2
3662,U.S. Tire Manufacturers Association,2
63540,WTA – Advocates for Rural Broadband,2
301561,Tokyo Electron U.S. Holdings Inc.,2
80983,Sarepta Therapeutics Inc.,2
45214,Texas Farm Bureau,2
352158,Indigo Hill Strategies,2
208688,Tata America International Corp.,2
229819,Cross River Bank,2
39444,Yale University,2
312737,School-Based Health Alliance,2
76922,Capitol Representatives,2
51535,WSP USA,2
52601,Theodore Roosevelt Conservation Partnership,2
41508,National Legal Aid and Defender Association,2
224847,Citizens' Climate Lobby,2
277634,Hermeus Corp.,2
168521,Kozak & Salina LLC,2
48364,Thompson Smitch Consulting Group Inc.,2
198547,Food Directions LLC,2
162671,SABIC Innovative Plastics U.S. LLC,2
218822,NewYork-Presbyterian Hospital,2
27768,National Breast Cancer Coalition,2
32485,Cleveland-Cliffs Inc.,2
291723,Aleph Institute Inc.,2
276299,Opportunity Financial LLC,2
213869,HollyFrontier Corp.,2
271556,McCormick & Co. Inc.,2
191433,Sage Therapeutics Inc.,2
19759,Thomas Walters & Associates Inc.,2
225278,NVIDIA Corp.,2
60797,MetroHealth System (Ohio),2
136214,Hong Kong Tourism Board,2
342122,Keystone Strategic Consulting LLC,2
352081,Corcoran Partners,2
219812,Fragrance Creators Association,2
323629,Branstad Churchill Group LLC,2
219840,Envision Strategy LLC,2
233668,Solventum Corp.,2
302593,MG Housing Strategies LLC,2
353942,"Hill, Gosdeck, McGraw & Nemeth",2
246744,Broadcom Inc.,2
198423,Sazerac Co. Inc.,2
98507,Franklin Partnership LLP,2
7404,Bridgestone Americas Inc.,2
300746,Epic Games Inc.,2
201646,"O'Neill, Athy & Casey PC",2
291950,MediaLinks TV LLC,2
342463,Brian Glackin Associates LLC,2
352250,Goodland Advisors LLC,2
10258,Morrison Public Affairs Group,2
329403,Lodestone DC,2
346343,Torridon Law PLLC,2
310774,Encompass Health Corp.,2
201180,Smiths Group Services Corp.,2
17111,Medical Group Management Association,2
24706,Bracy Tucker Brown,2
320112,Government of Ezidikhan,2
248948,Murray Montgomery O'Donnell,2
57561,Veritas Advisors LLP,2
299140,Biser Strategies LLC,2
297455,EVgo Services LLC,2
212467,Snap Inc.,2
323553,Inari Agriculture Inc.,2
149632,Bond Dealers of America,2
171808,Holtec International Inc.,2
241511,Nashville Songwriters Association International,2
14416,American Crystal Sugar Co.,2
313487,Teach Plus Inc.,2
323677,Chapman and Cutler LLP,2
175065,Bankers Association for Finance and Trade,2
331809,Diakon Partners,2
217270,Saab Defense and Security USA LLC,2
20156,Missouri Hospital Association,2
53344,United States Pharmacopeial Convention Inc.,2
331386,Linda Maynor Inc.,2
70437,Texas Cattle Feeders Association,2
302086,CHW Advisors LLC,2
71281,Soo Line Railroad Co.,2
172488,International Association of Plumbing and Mechanical Officials,2
290420,Scale AI Inc.,2
245090,Mizuho Bank Ltd.,2
37770,U.S. Public Interest Research Group,2
304346,Capitol Alliance Group Inc.,2
17157,Boat Owners Association of the United States,2
245647,Electrify America LLC,2
222134,Southwest Strategies LLC,2
20740,"International Association of Sheet Metal, Air, Rail and Transportation Workers Transportation Division",2
233395,ZERO - the End of Prostate Cancer,2
230975,Alcoa Corp.,2
1904,Universal Music Group Inc.,2
345724,Capitol Chairman's Alliance LLC,2
232681,Boom Technology Inc.,2
351385,Silicon Foundry LLC,2
40540,Churchill Downs Inc.,2
5749,Institute of International Bankers,2
42557,YWCA USA,2
351800,Connector International Inc.,2
43352,University of Texas System,2
244941,Velocity Government Relations LLC,2
343135,KBR Inc.,2
18274,Sheet Metal and Air Conditioning Contractors' National Association Inc.,2
356940,Encode AI Corp.,2
16309,National Marrow Donor Program,2
53203,People for the American Way Foundation,2
248259,Myriad International Marketing LLC,2
41112,Veterans of Foreign Wars of the United States,2
69768,Veolia North America LLC,2
74924,"Steve, Jaime C.",2
234865,Shumaker Advisors Florida LLC,2
247572,Leonardo DRS Inc.,2
137992,International Air Transport Association,2
324129,Pacific Partners,2
236884,National Association of Accountable Care Organizations,2
345814,Vision Americas International LLC,2
250162,"Butera, Israel & Becker PLLC",2
221049,Polaris Inc.,2
202010,Institute of Internal Auditors,2
173368,Nomura Holding America Inc.,2
61097,National Council for Mental Wellbeing,2
309068,Pearson Education Inc.,2
226949,Wounded Warrior Project Inc.,2
33373,Vertical Aviation International,2
150322,Butler Snow LLP,2
304445,Digital Currency Group Inc.,2
69714,International Wood Products Association,2
285978,Families USA Action,2
205680,National Domestic Violence Hotline,2
293528,United Natural Foods Inc.,2
241782,Black Diamond Strategies LLC,2
22792,University of Washington (Seattle),2
214993,Butzel Long PC,2
320932,Phoenix Strategies Inc. (Maryland),2
25043,National Association of Federally Impacted Schools,2
227509,Lankford & Reed PLLC,2
29026,National Association of Police Organizations,2
95970,U.S.-China Business Council,2
354047,Blackwood International Strategic Advisors LLC,2
330789,USSA International LLC,2
81025,Lowe's Cos. Inc.,2
6154,Pheasants Forever Inc.,2
41670,National Association of Student Financial Aid Administrators,2
346169,Pittman Law Group PL,2
37369,National Association of Surety Bond Producers,2
18639,Unilever U.S. Inc.,2
194043,Yum! Brands Inc.,2
345963,Valiant Strategies LLC,2
313729,LXR Group LLC,2
322293,Perspective Strategies,2
70449,National Association of Workforce Boards,2
360814,1816 Public Affairs Group LLC,2
19134,CSX Corp.,2
103039,Brennan Center for Justice at New York University School of Law,2
246183,ThirdCircle Inc.,2
305251,Organon & Co.,2
237694,Appalachian Citizens' Law Center Inc.,2
330317,Peter Damon Group LLC,2
149130,National Hydropower Association,2
234129,Doucet Consulting Solutions LLC,2
243733,CT Group,2
39195,Goodwill Industries International Inc.,2
336356,51 Group LLC,2
17763,Kellanova,2
231946,Applied Research Associates Inc.,2
197710,Canadian Snowbird Association,2
15297,National Psoriasis Foundation,2
269164,SR Partners LLC,2
38152,Dairy Farmers of America,2
222063,Gotham Government Relations & Communications,2
304979,Accenture Federal Services LLC,2
227824,Key Advocates Inc.,2
36871,Genworth Financial Inc.,2
357046,Bynum & Bynum Consultants LLC,2
41452,National Indian Gaming Association,2
24687,Bechtel Corp.,2
352282,Decentralization Research Center,2
45934,Government Accountability Project,2
244136,ACG Analytics Inc.,2
56603,Parsons Corp.,2
214655,American Indian Higher Education Consortium,2
44097,Rails-to-Trails Conservancy,2
108071,National Music Publishers' Association Inc.,2
10213,Berliner Corcoran & Rowe LLP,2
191357,Arnall Golden Gregory LLP,2
342328,"Government of Kurdistan, Iraq",2
101487,121 Strategies & Government Relations Ltd.,2
320174,Transparency International U.S.,2
7132,Animal Health Institute,2
304034,Vita Inclinata Technologies Inc.,2
43106,National Ocean Industries Association,2
251752,Japan Business Federation,2
222826,Aptiv plc,2
61627,Opportunity Finance Network,2
25797,ADVION,2
28961,Transportation Communications International Union,2
305048,Aloft Group LLC,2
339823,AO Development Co. LLC,2
4151,Incyte Corp.,2
296933,Compass Working Capital Inc.,2
32689,Association for the Advancement of Blood & Biotherapies,2
246732,Orano USA LLC,2
12286,Agricultural Retailers Association,2
172404,Society for Cardiovascular Angiography and Interventions,2
94470,Ally Financial Inc.,2
101871,Geisinger Health System Foundation,2
40466,Independent Bankers Association of Texas,2
105548,"Alexander, Borovicka & O'Shea Government Solutions",2
45053,AZOA Services Corp.,2
357267,Orchid Advisors LLC,2
305740,Air & Space Forces Association,2
291847,Envision Healthcare Corp.,2
22631,University of Pittsburgh,2
262161,Gaboton Group LLC,2
3030,Illinois Institute of Technology,2
10690,Alliance for Retired Americans,2
193880,Dumbarton Group LLC,2
323308,Origin Materials Operating Inc.,2
354497,Targeted Communications Global LLC,2
260327,Nonprofit Alliance,2
21470,American Academy of Audiology,2
232031,"Anderson, Calvert Tucker",2
39212,Association of Art Museum Directors,2
94552,AccessLex Institute,2
102562,Personalized Medicine Coalition,2
54221,Orlando Health,2
20574,National Rural Water Association,2
154924,Federation of American Societies for Experimental Biology,2
63311,American Association of Exporters and Importers,2
52339,Genesee & Wyoming Inc.,2
343497,Bahamas Ministry of Tourism,2
351624,Covenant Government Affairs LLC,2
248862,JTR Strategies LLC,2
357268,Kerik Group LLC,2
66034,Susan G. Komen for the Cure,2
316113,Lemma Strategies Inc.,2
580,American Capitol Group LLC,2
102782,Life Sciences Pennsylvania,2
84689,CSL Behring LLC,2
283263,Hemlock Semiconductor Operations LLC,2
66496,Iron Mountain Inc.,2
70284,American Exploration and Mining Association,2
77505,"National Women, Infants and Children Association",2
257904,LeoLabs Inc.,2
41015,Aluminum Association Inc.,2
20358,American Society of Cataract and Refractive Surgery,2
190763,D.C. Strategies Group LLC,2
351983,Crest Hill Advisors LLC,2
232637,Sun Life Financial (U.S.) Services Co. Inc.,2
155633,New York University Langone Hospitals,2
14901,Direct Selling Association,2
227088,Etsy Inc.,2
101579,Ohio Farm Bureau Federation Inc.,2
13331,American Federation of Musicians of the United States and Canada,2
54755,Hicks-Ray Associates,2
23449,Common Cause,2
255265,Stride Policy Solutions LLC,2
67993,Ameresco Inc.,2
359920,DLG Partners LLC,2
148453,European Banking Federation,2
103262,Nurse-Family Partnership,2
155430,American Tower Corp.,2
290,Hicks-Richardson Associates,2
11719,Consensus Communications Inc.,2
194178,TD Bank NA,2
191847,American Forest Foundation,2
219997,Economic Innovation Group Inc.,2
221972,Chertoff Group,2
215425,NXP USA Inc.,2
13949,American Association of Advertising Agencies,2
228499,Hilltop Advocacy LLC,2
17501,National Association for Biomedical Research,2
19334,Texas Association of Business,2
7325,American Bus Association Inc.,2
234344,EFB Advocacy LLC,2
49600,Center on Budget and Policy Priorities,2
203834,Ben Nighthorse Consultants Inc.,2
328470,Origin Advocacy LLC,2
242003,Henkel of America Inc.,2
27059,National Air Carrier Association,2
41296,Texas Medical Association,2
43557,American College of Clinical Pharmacy,2
151777,Baker Hughes Co.,2
52276,Certified Financial Planner Board of Standards Inc.,2
198188,Cigar Rights of America,2
259239,Keefe Singiser Partners LLC,2
299713,Conagra Brands Inc.,2
17574,National Alliance for Eye and Vision Research,2
218329,TIAA,2
211000,American College of Gastroenterology,2
71039,"Barker, James C.",2
14938,Small Business and Entrepreneurship Council,2
210686,Electronic Transactions Association,2
30754,Kimberly-Clark Corp.,2
198902,Copyright Alliance,2
69082,National Alliance for Public Charter Schools,2
312738,Portland General Electric Co.,2
50409,American Composites Manufacturers Association,2
319980,Ohio Chamber of Commerce,2
90746,Engine Technology Forum,2
