registrant_lobby_actor_id,firm,lobbyists
10592,Southeast Missouri State University,1
23331,American College of Nurse-Midwives,1
143116,GEICO,1
259566,Congressional Partners,1
302558,Jon Thomas Consulting LLC,1
101475,"Ghorbani, Danny D.",1
154758,American Society for Biochemistry and Molecular Biology,1
338278,D-Wave Government Inc.,1
2572,"Smith, Anne Victoria",1
20259,American Committee for the Weizmann Institute of Science,1
37324,APL Ltd.,1
310338,Connections Health Solutions LLC,1
283706,Jean Marie Consulting LLC,1
346081,Gipper Communications LLC,1
252201,American Society of Addiction Medicine Inc.,1
348338,E3 Strategic Consulting Group LLC,1
22158,SNAC International,1
191334,Gibson Group LLC,1
78286,Apotex Inc.,1
359542,Conscience Point Consulting,1
359746,JHS Consulting Inc.,1
314008,Glassman Enterprises LLC,1
56472,American Society of Agronomy,1
203428,Dogwood Strategies LLC,1
248293,Socci Law Firm PLLC,1
266442,Girard Government Relations LLC,1
232177,"Fulmer, Landon J.",1
306512,Consumer Reports Inc.,1
146962,JMH Group LLC,1
89275,Glaukos Corp.,1
86992,American Commercial Barge Line LLC,1
226806,Downs Government Affairs,1
15608,Social Current Inc.,1
148141,GKN plc,1
304274,New Lantern LLC,1
17488,Herbalife International of America Inc.,1
302647,BETA Technologies Inc.,1
346915,Line Honors Strategy Group LLC,1
6311,American Conservative Union,1
355801,Drake Ventures LLC,1
292315,Trautwein & Associates LLC,1
317780,Glencore Ltd.,1
6757,Natural Gas Supply Association,1
239277,HeartFlow Inc.,1
36994,BIFMA,1
310349,Beacon Impact,1
208706,American Political Science Association,1
319319,National Women's Health Network,1
344076,"Pawlowski, Michael R.",1
258152,Global Business Policy-DC,1
3768,National Strategies LLC,1
258416,Council for Advancement and Support of Education,1
332363,Digital Asset (US) Corp.,1
225817,Becker Law Firm PLLC,1
229766,American Postal Workers Union,1
302264,Natixis North America LLC,1
79484,"Peña, Humberto R. II",1
161284,"Glover, Jere W.",1
337933,National Parents Union Action Fund Inc.,1
351953,Creighton Strategies Group LLC,1
351054,Digital Sovereignty Alliance,1
215204,Bert Steele Government Solutions LLC,1
348508,Lighthouse Public Affairs LLC,1
331562,Navitus Health Solutions LLC,1
170166,Trucker Huss APC,1
238028,Liberty Government Affairs,1
1828,National Fuel Gas Co.,1
71303,"Hirn, Richard J.",1
230360,DMM Strategies,1
165785,"Vihstadt, Mary",1
313451,Linden-Grove Strategies LLC,1
345173,NCR Atleos Corp.,1
333995,"Trupin, Casey",1
334362,Lighthouse Point Government Relations LLC,1
342627,National Guild for Community Arts Education,1
254990,HNI Corp.,1
225705,Document Storage Systems Inc.,1
233673,"Wahl, Tami L.",1
264880,LivaNova USA Inc.,1
103720,Nebraska Farm Bureau Federation,1
361005,Tulipifera Strategies,1
343777,Garmin International Inc.,1
24859,National Council on Compensation Insurance Inc.,1
111343,"Holladay, Carol Graves",1
166350,DocuSign Inc.,1
26854,"Bakery, Confectionery, Tobacco Workers & Grain Millers International Union",1
89682,Livestock Marketing Association,1
339743,Neowise Corp.,1
143909,Pat Younger,1
333851,American Policy Ventures Action,1
223118,American Dairy Coalition,1
355983,Hollinger Group Consulting LLC,1
106613,"Bechtel, Philip Edward",1
244301,"Banayan, Noa",1
209335,Liz Williams and Co.,1
77691,Nessle & Blakey Ltd.,1
36934,Pennsylvania Farm Bureau,1
320081,Gecko Robotics Inc.,1
43726,altafiber,1
1693,Highmark Inc.,1
331670,Behrco,1
82208,"Band, Jonathan",1
305274,LKB Strategies LLC,1
356598,Tanagra Enterprises LLC,1
178486,Penske Truck Leasing Co. LP,1
305773,Project Canary,1
358221,Ameliorate LLC,1
90956,Hill Partner LLC,1
350813,Downing Street Strategies LLC,1
199628,Barclays US GPF Inc.,1
64521,Log Cabin Republicans,1
88512,National Postal Mail Handlers Union,1
298584,Peraton Corp.,1
351974,Prospering Solutions LLC,1
20965,American Highway Users Alliance,1
232394,Dave Kolbe Consulting LLC,1
336409,Dune Ridge Advisors,1
299253,BARLOON.CO,1
235064,Longview Global LLC,1
17959,National Truck Equipment Association,1
302358,Khoury Johnson Leavitt,1
258552,Protect Our Winters,1
234214,Kevin Kayes LLC,1
313599,Delaware North Cos. Inc.,1
359371,Earl Pomeroy LLC,1
317150,Point32health Services Inc.,1
78493,"Lovera, Patricia Ann",1
87944,National Waste & Recycling Association,1
148940,"Kopec, Mark A.",1
159005,Publix Super Markets Inc.,1
877,Keysight Technologies Inc.,1
167699,"Delich, Daniel Peter",1
327392,1A Smart Start LLC,1
198390,Policy Agency LLC,1
343392,Lumin Strategies,1
16237,National Rural Letter Carriers Association,1
254445,Keurig Dr Pepper Inc.,1
198352,Quarles & Brady LLP,1
298608,KH Strategies Inc.,1
258834,Cultivating Conservation LLC,1
304919,2020 Strategies LLC,1
1018,PICXM,1
312601,Genesis Partners Palm Beach LLC,1
316336,TaxBit Inc.,1
344459,O'Rourke and Associates LLC,1
320390,Quill Advisers LLC,1
353927,King and Co. LLC,1
85189,"Culver, Ray C. III",1
113038,5W Public Relations LLC,1
297847,Planet Fitness Inc.,1
3110,George J. Hochbrueckner & Associates Inc.,1
3069,TECO Energy LLC,1
62270,Oxfam America Inc.,1
290472,Quinella Global LLC,1
213925,KNG Health Consulting LLC,1
112616,Czech Center New York (N.Y.),1
250078,6K Inc.,1
304331,Potomac Consulting LLC,1
106294,"Glass, Thomas R.H.",1
81542,TeleMedia Policy Corp.,1
45037,"Paley, Rothman, Goldstein, Rosenberg & Cooper",1
193731,Lugar Group LLC,1
3750,Kogovsek & Associates Inc.,1
89637,Association of Bermuda Insurers and Reinsurers,1
359369,Abecedarian Group LLC,1
90394,Potomac Strategic Development Co. LLC,1
240287,Global Business Travel Association,1
337067,Tenagrity Solutions LLC,1
358029,Paradox Public Relations,1
327510,Lumpkin Public Affairs LLC,1
252298,KordUSA Inc.,1
33299,Association of University Centers on Disabilities,1
250214,Acadia Pharmaceuticals Inc.,1
260513,Powell Consulting DC,1
329381,LHC Group Inc.,1
320655,New Front Strategies Group LLC,1
46845,"Kehoe, Danea M.",1
191502,LJ Consulting LLC,1
95901,"Koushakjian, Taniel",1
14043,At-Sea Processors Association,1
342834,10 28 Consulting LLC,1
330469,Prest Public Strategies LLC,1
343960,PrizePicks,1
244615,NextDecade Corp.,1
313158,Kazmi Advisors LLC,1
239098,Burford Capital LLC,1
336276,Pacesetter Strategies LLC,1
64197,Auburn Health Strategies LLC,1
308574,T Cap Solutions LLC,1
69921,Tim Hugo Group,1
106069,ProEnglish,1
340879,NetCentric Alliance LLC,1
89159,Green Capitol LLC,1
223522,Burton Strategy Group,1
41221,Organic Trade Association,1
359406,Axis Mundi LLC,1
327258,Tom Albert Consulting LLC,1
20402,Telecommunications Industry Association,1
290516,ProVenture Consultants LLC,1
317590,Tidal Strategies LLC,1
85266,"Boesch, Doyce A.",1
341548,Business Alliance for a Sound Economy,1
346740,Optiver Services US LLC,1
234848,Impact Public Affairs LLC,1
245625,"TotalEnergies Washington, DC Representative Office LLC",1
65847,TelevisaUnivision Inc.,1
90114,QVC Group Inc.,1
95014,Timothy R. Rupli & Associates Inc.,1
343491,Varda Space Industries Inc.,1
335662,C3.ai Inc.,1
220877,Opella,1
203332,Indiana Farm Bureau Inc.,1
344729,Platform Government Strategies LLC,1
301574,TEN Government Strategies LLC,1
80583,Anywhere Real Estate Inc.,1
284823,Tolman Group,1
109113,Valerie Morse White Consulting,1
137322,Canadian Association of Petroleum Producers,1
349797,Granite Capitol Consulting LLC,1
297670,Infusion Providers Alliance Inc.,1
342291,PoliSpectives LLC,1
337391,Synchrony Financial,1
316377,Applied Intuition Inc.,1
312885,Tom Bradley Health Policy LLC,1
343121,Vesper Energy Development LLC,1
101145,Cansler Consulting LLC,1
360411,"Grant, Duntae Tamar Sr.",1
318947,Inlet Strategies LLC,1
327390,Pontifex Strategies LLC,1
193780,T Champion Consulting LLC,1
14399,Americans for Peace Now,1
201470,Toro Co.,1
308676,Veolia Water Technologies & Solutions,1
206476,Rapiscan Systems Inc.,1
358704,Brennan Manna & Diamond LLC,1
262678,Ardeidae Group LLC,1
23751,Population Action International,1
203155,Tax Legislative Solutions LLC,1
342113,Galvanize Partners LLC,1
48468,Teradyne Inc.,1
232351,VoteVets Action Fund Inc.,1
146814,Red Maple Consulting LLC,1
260067,Gonring Lin Spahn Inc.,1
221179,DGSR LLC,1
277854,Port Side Strategies LLC,1
232386,Irrigation and Electrical Districts Association of Arizona Inc.,1
359186,GD Mountain Insights LLC,1
327150,Third Generation Environmentalism Ltd.,1
295474,VOX Global,1
175117,Regional Airline Association,1
251694,GoodRx Inc.,1
218439,Dickens and Madson Canada Inc.,1
360648,Stella-Jones Corp.,1
103249,ISSA,1
298886,Von Batten-Montague-York LC,1
13647,Air Force Sergeants Association,1
15391,Building Owners and Managers Association International,1
316337,Vaccinate Your Family Inc.,1
246749,Kelsay Strategies LLC,1
165359,National Independent Automobile Dealers Association,1
235163,Strandlie Advocacy LLC,1
191942,J.M. Smucker Co.,1
190097,VSP Vision,1
286,"Air-Conditioning, Heating and Refrigeration Institute",1
307725,"Burness, Richard Jay",1
241872,Veterans Education Success Inc.,1
62896,Greystone Group LLC,1
29187,National Coalition for Cancer Survivorship,1
230885,Summit Health Care Consulting LLC,1
206697,Jake Perry + Partners LLC,1
323754,"Walker-Huntington, Dahlia Ann",1
108607,"Aguirre, Lionel",1
41914,University of Virginia,1
18328,Virginia Commonwealth University,1
18007,Kaman Corp.,1
151974,National Women's Law Center,1
357640,"Sunshine, Mark",1
245856,"Jameson, Steven Tyler",1
286004,"Walsh, Brian W.",1
238931,Affordable Housing Tax Credit Coalition,1
50236,University of Delaware,1
218803,Virginia Hospital & Healthcare Association,1
22352,Kansas Farm Bureau,1
313332,New Venture Fund,1
356670,Super Micro Computer Inc.,1
100675,JBS Communications LLC,1
92011,Wanner Associates,1
66048,Congressional Solutions Inc.,1
22358,University of North Carolina System,1
173443,W Strategies LLC,1
342663,"Kasten, David",1
321202,NewERA Carbon,1
47047,Susquehanna Group,1
269167,JD Liss Associates,1
346018,Burke Consulting LLC,1
310195,Alaska Power Association,1
91367,University of Northern Iowa,1
344479,Wake Forest University,1
11269,University of Wisconsin System,1
43310,Tennessee Hospital Association,1
160666,Pike Associates LLC,1
301372,Jeff Miller Group LLC,1
265823,Burnham Group LLC,1
249284,Albertsons Cos. Inc.,1
284076,Ultragenyx Pharmaceutical Inc.,1
354350,"Vargas, Mark",1
331399,Upstream USA,1
346856,Terpene Belt Inc.,1
348750,K2 Strategies LLC,1
262770,Jeremy Bratt Consulting,1
11491,"Ramthun, Roy J.",1
231075,Columbia Strategic Counsel Inc.,1
348805,Union of International Democrats LLC,1
40979,Fresh Produce Association of the Americas,1
167248,URAC Inc.,1
336059,Terrapin Strategy Inc.,1
348273,KAConsulting LLC,1
359768,Jump Crypto Holdings LLC,1
60441,"Ranchers-Cattlemen Action Legal Fund, United Stockgrowers of America",1
200241,Commonwealth Research Associates LLC,1
330321,United Aerial Firefighters Association,1
359396,Malbrue Group LLC,1
212354,University of Maryland Baltimore,1
284805,National Council on Civil Advocacy Inc.,1
102142,"Perrin, Daniel",1
346262,K Lynch LLC,1
12870,General Contractors Association of New York,1
47614,Compassion & Choices,1
103633,United Farm Workers Foundation,1
3520,Markley and Co.,1
17522,Pennsylvania Higher Education Assistance Agency,1
7477,National Court Reporters Association,1
211533,Perry Jacobson,1
326193,JMS Natural Resource Strategies LLC,1
348801,Valentine Strategies,1
258419,AcumenDC LLC,1
360788,United States Rwandan Community Abroad,1
312734,Marvell Technology Inc.,1
19776,Pacific Seafood Processors Association,1
102937,National Down Syndrome Congress,1
62764,"Lavach, Elizabeth Kathryn",1
204542,Jobs with Justice,1
359479,Valiant Public Affairs,1
84918,Advance CTE,1
252290,Triple P America Inc.,1
178559,Mason Consulting LLC,1
112546,Paul Hastings LLP,1
42755,National Emergency Number Association,1
244289,Lavender Consultants,1
1686,Johnston and Associates LLC,1
262211,Van Buskirk and Associates LLC,1
304536,ABI Associates LLC,1
351543,Moss & Associates LLC,1
614,"Reuther, Alan",1
69662,Peabody Investments Corp.,1
160712,National Employment Law Project,1
143854,Law Office of Omer F. Brown II,1
173258,Jones Firm,1
228973,VantageKnight LLC,1
7724,Academy for Radiology & Biomedical Imaging Research,1
45271,National Association for the Self-Employed,1
304605,Revere Federal Strategies LLC,1
210049,"Pearce, Matthew Lowry",1
4001,National Environmental Strategies,1
222963,"Farrell, Alycia A.",1
27475,"Duncan, John M.",1
10816,Vectre Corp.,1
349617,A New Policy Inc.,1
51306,National Animal Supplement Council,1
305582,Rewiring America Inc.,1
205538,Trellix,1
299678,Internet Works,1
219798,FC Compassus LLC,1
223779,ECA Strategies Inc.,1
13842,California Association of Realtors,1
258562,Tower 19 LLC,1
343038,Scarlet Solutions LLC,1
334621,Capitol South LLC,1
340891,Trewadet Law,1
140392,Integrated Solutions Group Inc.,1
32407,Lehigh University,1
285930,Echelon Government Affairs,1
37606,California Credit Union League,1
169625,Toxic-Free Future,1
317383,Sandhills Strategic Solutions LLC,1
329582,Capitol Strategies US LLC,1
293663,TriPacer Strategic Consulting LLC,1
94182,International Flavors & Fragrances Inc.,1
57286,North Carolina Farm Bureau Federation Inc.,1
12097,"Edwards, James R. Jr.",1
23759,California Hospital Association,1
320287,Tractor Supply Co.,1
358699,RWE Clean Energy Services LLC,1
228000,Capitol Meteorologics,1
352405,Zell & Associates International Advocates LLC,1
51647,International Myeloma Foundation,1
360305,Levin Paolino & Christ Government Relations Consulting LLC,1
32251,Directors Guild of America,1
101214,California Medical Association,1
303082,ZeroAvia Inc.,1
289758,Ryan Costello Strategies LLC,1
231771,Capitol Partners LLC,1
301565,Scarinci Hollenbeck LLC,1
41037,International Safety Equipment Association,1
242592,"Nix, Molly Cox",1
229342,DNV GL USA Inc.,1
92422,Calmetto Management Group Inc.,1
70085,Ziebart Consulting LLC,1
26970,"Ryan, Stephen M.",1
250053,Capitol Point Group LLC,1
342713,X-Bow Launch Systems Inc.,1
343498,SIC Group USA LLC,1
40038,Nokia Inc.,1
258037,Domer Consulting LLC,1
62949,CapCity Advocates LLC,1
355919,Zoom Communications Inc.,1
191422,Corley + Pipes,1
347987,Fern Abrams LLC,1
297453,Safespill Systems LLC,1
53637,SHL and Associates Inc.,1
172500,Endgame Strategies LLC,1
228874,B+S Strategies,1
305220,Capitol Hill & Friends LLC,1
327557,YC Consulting LLC,1
49702,"Crowe, Robert Barry",1
110714,Financial Accounting Foundation,1
49259,Saliba Action Strategies LLC,1
341526,Minnesota Public Radio,1
57284,Environmental Law and Policy Center,1
211877,B3 Strategies LLC,1
21605,Business Council for Sustainable Energy,1
315532,Blockchains Inc.,1
317234,Houston (Texas) Food Bank,1
320290,Flex Association,1
31143,Saltchuk Resources Inc.,1
146675,Security Finance Corp.,1
19382,ETKA Consulting,1
309077,Crypto Council for Innovation,1
47716,Business Government Solutions LLC,1
63294,Blue Cross Blue Shield of Michigan,1
298248,"Huang-Racalto, Joseph Angelo",1
345883,Caraway Group Inc.,1
304509,Sapphire Strategies LLC,1
294879,SentiLink Corp.,1
10120,"Kronmiller, Theodore George",1
30464,Association for Diagnostics & Laboratory Medicine Inc.,1
18011,Violence Policy Center,1
231554,Blue Mountain Strategies LLC,1
263873,ModernaTX Inc.,1
301929,Carmen Guzmán LLC,1
305177,WorkMoney Inc.,1
208930,Sentinel Worldwide LLC,1
345138,Lakewatch18 LLC,1
299651,Article One Group LLC,1
64003,Virgin Galactic LLC,1
227442,Bluebird Bio Inc.,1
66214,MoneyGram International Inc.,1
89081,Tom Luce Consulting,1
297389,WP Rivers & Associates,1
109057,Sentry Insurance Co.,1
108826,Ciena Corp.,1
351814,Asia-Pacific Interrelations and Trade Foundation,1
327234,Virginia Credit Union League,1
53648,Borski Associates LLC,1
80820,Morrison & Foerster LLP,1
356186,Torchbearer Public Affairs LLC,1
212554,Wyatt Consulting Group International Inc.,1
271201,SkyWater Technology Foundry,1
80005,Cincinnati (Ohio) Childrens Hospital Medical Center,1
156495,Arch Resources Inc.,1
144934,PHI Health LLC,1
340036,Bowers Hinman Capitol Affairs LLC,1
297446,MPStrategies LLC,1
329412,Ten One Strategies LLC,1
163339,Book Hill Partners,1
250191,Slipstream Strategies LLC,1
147291,Electronic Payments Coalition Inc.,1
342739,Arch Street LLC,1
203569,PNC Financial Services Group Inc.,1
190760,BPCE SA,1
331038,MRC Government Strategies and Advocacy,1
313995,The Angle Inc.,1
315405,Brick Street Strategy LLC,1
19645,Slover & Loftus LLP,1
326556,EMCA Inc.,1
168025,Argus Media Inc.,1
62724,Policy Navigation Group,1
230986,Wsquared Strategies LLC,1
213882,MRGB Consulting LLC,1
337595,9th Street Strategies LLC,1
150099,Brightup Group LLC,1
327921,Smith & Associates,1
315558,"Sparks Robinson, Lillian",1
337072,Deel Inc.,1
90518,PolicyWorks LLC,1
338303,WuXi AppTec Sales LLC,1
232721,Schweitzer Engineering Laboratories Inc.,1
340737,Alki Strategies LLC,1
346004,Black Archetype LLC,1
54942,CCMSC Corp.,1
360012,Special Guests Publicity LLC,1
246775,Curaleaf Inc.,1
292552,Steve Austria and Associates LLC,1
202642,Wyman Associates,1
319791,Woolf Strategic Solutions Group LLC,1
168365,Allegiance Strategies LLC,1
63613,Boardman USA,1
338300,Center for AI Safety Action Fund Inc.,1
16195,Sports and Fitness Industry Association,1
71861,Da Vinci Group,1
322354,Steve Petersen & Associates,1
201606,Xylem Inc.,1
37198,Woolpert Inc.,1
68600,Allen D. Freemyer Esq. PC,1
64518,Blue Shield of California,1
309070,Chamber of Progress,1
194253,South Dakota Corn Growers Association,1
98586,"DeVierno, John A.",1
77714,Stokes Strategies LLC,1
234912,World Wildlife Fund,1
33441,"Zimmer, Robert W.",1
42392,AFL-CIO Department for Professional Employees,1
299143,Hitachi Energy USA Inc.,1
331680,Elwell & Associates LLC,1
341528,Southern California Public Radio,1
261817,Avant Bishop Washington & Black LLC,1
215812,Stone Advocacy Solutions,1
355894,Rural and Agricultural Policy Consultants LLC,1
200546,Black Hills Corp.,1
40077,Council of Institutional Investors,1
346340,Hogan Policy Advisors Inc.,1
90670,EQT Corp.,1
299482,Starzyk & Associates LLC,1
7602,Dawson & Associates Inc.,1
162514,Strada Education Foundation Inc.,1
241271,"Rushton, Kerrie Rezac",1
100940,Blue Cross Blue Shield of Kansas,1
36067,Hearing Industries Association,1
295217,HomeSafe Alliance LLC,1
79173,Ericsson Inc.,1
79371,Barrick Gold Corp.,1
54447,Dayton Development Coalition Inc.,1
296164,Students for Life Action Inc.,1
312810,Sakura Conservation Strategies LLC,1
348620,Blue Sky Capitol Consulting LLC,1
42219,Hexcel Corp.,1
220010,Hettinger Strategy Group LLC,1
358992,ERL Federal Consultants LLC,1
312841,"Bass, Berry & Sims",1
351261,DBS Public Affairs Group LLC,1
316309,Stumptown Strategies LLC,1
25679,"Saliba, Khalil G.",1
160172,BlueGreen Alliance,1
330682,Alba Consulting LLC,1
316759,CrossState Credit Union Association,1
348846,Eventide Strategies LLC,1
236876,BASSGLP LLC,1
298300,DCM Group LLC,1
326898,Summit Ridge Energy LLC,1
163609,Conservation Pathways LLC,1
226935,BMO Bank NA,1
277863,Common Sense Media,1
319432,Crosswinds Solutions LLC,1
346441,Thomas A. Briant PA,1
352094,Batson Firm PLLC,1
38671,National Coalition for History,1
49906,Thomas Advisors Inc.,1
171315,Council on Foundations Inc.,1
360484,Breakaway,1
226700,Community Oncology Alliance,1
102489,Confrere Strategies LLC,1
300446,TGB Strategies LLC,1
353964,BBT Strategies LLC,1
334998,National Community Stabilization Trust,1
357232,TMP Metals Group Ltd.,1
318951,Cook Inlet Spill Prevention and Response Inc.,1
88910,Brewer Group LLC,1
101186,Congressional Strategies LLC,1
338316,"Connolly, Harold J.",1
16620,TDS Telecommunications Corp.,1
152435,Society for Health and Physical Educators,1
53092,National Council for Community and Education Partnerships,1
301762,Torres Consulting and Law Group LLC,1
226731,Corus Federal Strategies,1
221904,Bridge Street Group LLC,1
333149,Homarus Strategies LLC,1
334539,Crestwood Strategies,1
65102,Tiber Creek Associates of Capitol Hill Inc.,1
19412,Sony Pictures Entertainment Inc.,1
204527,National Domestic Workers Alliance Inc.,1
355828,Torres Consulting LLC,1
202113,Crane Strategies LLC,1
292532,Broadwater International Inc.,1
297862,Molnlycke Health Care US LLC,1
121256,"Napier, John Light",1
207108,CMS Consulting Services Inc.,1
166916,"Soldano, Patricia Marie",1
234943,National MLTSS Health Plan Association,1
348240,Sunnyside Strategy,1
150262,Healthfirst Inc.,1
324035,"Brock, Gregory",1
255644,Munk Policy and Law PLLC,1
50981,National Advocacy Center of the Sisters of the Good Shepherd,1
20077,Coalition for Responsible Waste Incineration,1
291894,Oak Grove Strategies LLC,1
15056,National Grange,1
330892,Sununu Enterprises LLC,1
297516,Hims & Hers Health Inc.,1
43716,Brotherhood of Maintenance of Way Employees,1
53849,Murphy Oil Corp.,1
295267,Mutch Government Relations,1
318512,GRV Strategies LLC,1
161802,"O'Brien, Dana Maurice Jr.",1
255918,Intelsat US LLC,1
340402,Synchronicity Strategies LLC,1
89162,Hollier & Associates LLC,1
351194,"Goetsch, Robert Martin",1
380,MWW Group Inc.,1
354328,Ryan Strategic LLC,1
232058,Gulf South Strategies USA LLC,1
298303,Ochsner Health System Inc.,1
351527,Insights Association,1
354617,Talley Strategies LLC,1
349778,"Holt, Cody",1
66414,"Gonzales, Marco",1
302906,MZ Advising LLC,1
249172,National Association for Proton Therapy,1
238978,Gutman Group LLC,1
258527,O'Connell & Dempsey LLC,1
113628,International Registries Inc.,1
113871,KBS America Inc.,1
226599,MLT Consulting LLC,1
332893,Gotion Inc.,1
209073,Mortgage Guaranty Insurance Corp.,1
58401,Housing Policy Council,1
359074,MGB Consulting,1
63961,Offshore Marine Services Association,1
214234,International Union of Operating Engineers,1
340845,Government Relations Advisors,1
328311,"Morinville, Paul",1
153818,"Gray, Geoffrey P.",1
228193,Nardelli Group,1
352991,Howe Street Group LLC,1
167731,MD|DC Credit Union Association,1
286673,"Oh, Katherine",1
65743,"Dickinson, Peter Allen",1
232381,Government Relations Group LLC,1
104420,Mizeur Group LLC,1
272412,Preston Group LLC,1
161077,SB Strategic Consulting Inc.,1
77450,Howells Government Relations,1
161116,Medical Professional Liability Association,1
343802,Old Colony Capital LLC,1
313474,Illumina Inc.,1
303066,Green Mountain Strategies LLC,1
46564,Horizon Blue Cross Blue Shield of New Jersey Inc.,1
288990,"Stein, Elizabeth Marie",1
309158,Schertz Strategies LLC,1
299475,Modern Technology Solutions Inc.,1
88180,Meridian Hill Strategies Inc.,1
357865,Olson Zoo and Aquarium Consulting LLC,1
301706,Infinera Corp.,1
333021,Green Mountain Strategies LLC DC,1
255468,MissionSquare Retirement,1
353532,Sterling Green LLC,1
9563,Scholastic Inc.,1
312729,Mondelez Global LLC,1
171611,Merit Medical Systems Inc.,1
227643,National Center for Manufacturing Sciences,1
353501,Mediterranean Shipping Co. (USA) Inc.,1
262704,Kamins Consulting LLC,1
14694,National Active and Retired Federal Employees Association,1
213884,Stinson LLP,1
16549,School Nutrition Association,1
31493,Mosaic,1
299896,Merkava Strategies Corp.,1
95981,National Association of Landscape Professionals,1
191272,Meggitt USA Inc.,1
113582,Broydrick & Associates Inc.,1
22371,National Air Transportation Association,1
292802,"Stockdale, Earl",1
207003,"Schwarz, Robert J.",1
72002,Textile Rental Services Association of America,1
313718,College Parent LP,1
304853,National Coalition Party of Canada,1
129504,"Merlis, Edward A.",1
353681,Golden Group LLC,1
14994,National Association for College Admission Counseling,1
292668,Strategic Government Affairs LLC,1
336723,Salvo Strategies LLC,1
357768,Thompson Burton PLLC,1
15283,"Hamilton, Jenna Morgan",1
57879,National Conference on Public Employee Retirement Systems,1
750,Michael Lewan Co.,1
230816,Goldstein Policy Solutions LLC,1
62315,MWR Strategies Inc.,1
245538,Strategic Policy Counsel PLLC,1
212417,S Vaca & Associates LLC,1
305709,Tollhouse Enterprize LLC,1
68546,Hammer Associates LLC,1
27361,National Grain and Feed Association,1
40777,Midwest Housing Equity Group Inc.,1
17818,"Goodstein, Richard F.",1
16473,Morris J. Amitay PC,1
321831,Strategic Principles LLC,1
232407,Sabre GLBL Inc.,1
204065,Tompkins Strategies LLC,1
337113,"Hansen, Anna Katherine Marie",1
225344,National Organization of Veterans' Advocates Inc.,1
344024,Shanda Asset Management LLC,1
160742,Bromelkamp Government Relations LLC,1
249302,Governmental Strategies Inc.,1
336420,Strogen Strategic Sustainability LLC,1
224492,Sachem Strategies LLC,1
15300,Tourette Association of America,1
283601,Hawley LLC,1
9981,National Leased Housing Association,1
40894,"Shaw, Bransford & Roth PC",1
323647,Bristow Group Inc.,1
345473,Griffin Group Global LLC,1
11147,"Strumpf, Barry L.",1
102917,Safe Kids Worldwide,1
44376,Toy Association Inc.,1
331497,Dobbins Consulting LLC,1
208455,National Ready Mixed Concrete Association,1
232033,Shazam Inc.,1
336133,Blackwell Strategic Group LLC,1
108039,"Katopis, Chris John",1
215690,Student Veterans of America,1
6119,U.S. Oil and Gas Association,1
340491,trAction Strategic LLC,1
176924,Doerrer Group LLC,1
160834,National Religious Campaign Against Torture,1
150511,H.A. Cumber and Co. Inc.,1
207845,Bloom Strategic Counsel PLLC,1
305304,Gorman Strategy Group Too Corp.,1
219081,Sullivan Strategies LLC,1
349093,Trajector Medical,1
88832,TeamHealth Holdings Inc.,1
137715,Domtar Corp.,1
28506,Nelnet Inc.,1
1050,"Halbig von Schleppenbach, Jacqueline L.",1
11677,BrightSpring Health Services,1
143878,GovBiz Advantage Inc.,1
203507,Planned Parenthood Action Fund Inc.,1
225319,TripAdvisor Inc.,1
311626,Plains All American GP LLC,1
49544,"Donovan-Boyle, Erin L.",1
316519,Innovative Advocacy LLC,1
333530,Harned Strategies LLC,1
342331,Breakthrough365 Government Relations Strategies LLC,1
258019,Government Counsel LLC,1
333627,Pontis Partners LLC,1
165187,TrueBlue Inc.,1
255237,Ports America Group Inc.,1
321070,Easter Seals Serving DC/MD/VA Inc.,1
356636,DHgate,1
327846,"Grubbe, Jeff L.",1
303091,Brendan Neal Strategies LLC,1
289789,Brookmont Group LLC,1
17512,Pipe Tobacco Council Inc.,1
294009,TTM Technologies Inc.,1
111396,STERIS Corp.,1
103488,Eastern Shipbuilding Group Inc.,1
50164,Huntington Bancshares Inc.,1
305888,Color of Change,1
136442,Brambles USA Inc.,1
211048,Brotherhood of Railroad Signalmen,1
234355,Johnson Matthey Inc.,1
359330,TurboVets Inc.,1
349847,Stillwoods Group LLC,1
271566,Easterseals New Jersey,1
2168,"Hutton, Michael H.",1
247575,Health Care Alliance for Patient Safety,1
157223,"Branson, Missy Jo",1
162148,"Brown, Kenneth A.",1
219030,"Johnson, Keith Allan",1
290465,Turkish Radio Television Corp.,1
3599,Sullivan & Cromwell LLP,1
358455,Drive Action Fund,1
326624,Ibex2 Solutions LLC,1
105304,McMurray Strategy Group LLC,1
25320,Santa Clara Valley (Calif.) Water District,1
305229,Bridge Advisory Group,1
91046,Japan Tobacco International USA Inc.,1
7496,University of Chicago,1
270681,Sweeney & Associates LLC,1
214713,E2 Strategies LLC,1
61419,"Ierley, Douglas S.",1
297528,Clinical Evaluation LLC,1
220842,Sackler Brinkmann & Hughes LLC,1
166824,"Bradley, David A.",1
259778,"Jones, David Webster",1
65981,Ovintiv USA Inc.,1
351102,T1 Energy Inc.,1
323928,JetZero Inc.,1
302892,IGM Biosciences Inc.,1
347400,Coast to Coast Lobbying LLC,1
154551,"Schmidt, William T.",1
229396,"Brandys, Vincent W. Jr.",1
12149,JTI Inc.,1
333549,Oxford Strategies LLC (Maryland),1
261822,Commonwealth Fusion Systems LLC,1
205889,JGB & Associates LLC,1
