person_id,first_name,last_name,party_name,us_state_id,district_no,display_name,Chamber,current_staff_count,staff_departed,turnover_rate
242608,Tom,Barrett,Republican,MI,7,Rep. Tom Barrett R-MI-7,House,15,4,0.26666666666666666
195413,Michael,Baumgartner,Republican,WA,5,Rep. Michael Baumgartner R-WA-5,House,15,4,0.26666666666666666
263841,Janelle,Bynum,Democrat,OR,5,Rep. Janelle Bynum D-OR-5,House,15,4,0.26666666666666666
80750,Judy,Chu,Democrat,CA,28,Rep. Judy Chu D-CA-28,House,15,4,0.26666666666666666
151733,Paul,Gosar,Republican,AZ,9,Rep. Paul Gosar R-AZ-9,House,15,4,0.26666666666666666
321259,Celeste,Maloy,Republican,UT,2,Rep. Celeste Maloy R-UT-2,House,15,4,0.26666666666666666
250883,Guy,Reschenthaler,Republican,PA,14,Rep. Guy Reschenthaler R-PA-14,House,15,4,0.26666666666666666
309820,Michael,Rulli,Republican,OH,6,Rep. Michael Rulli R-OH-6,House,15,4,0.26666666666666666
173107,Erin,Houchin,Republican,IN,9,Rep. Erin Houchin R-IN-9,House,15,3,0.2
286813,Sydney,Kamlager,Democrat,CA,37,Rep. Sydney Kamlager D-CA-37,House,15,3,0.2
193056,Tim,Kennedy,Democrat,NY,26,Rep. Tim Kennedy D-NY-26,House,15,3,0.2
81211,Nick,LaLota,Republican,NY,1,Rep. Nick LaLota R-NY-1,House,15,3,0.2
3265,Chip,Roy,Republican,TX,21,Rep. Chip Roy R-TX-21,House,15,3,0.2
478639,Rob,Bresnahan,Republican,PA,8,Rep. Rob Bresnahan R-PA-8,House,15,2,0.13333333333333333
407516,Eli,Crane,Republican,AZ,2,Rep. Eli Crane R-AZ-2,House,15,2,0.13333333333333333
253419,Warren,Davidson,Republican,OH,8,Rep. Warren Davidson R-OH-8,House,15,2,0.13333333333333333
56036,Brad,Finstad,Republican,MN,1,Rep. Brad Finstad R-MN-1,House,15,2,0.13333333333333333
242980,Sylvia,Garcia,Democrat,TX,29,Rep. Sylvia Garcia D-TX-29,House,15,2,0.13333333333333333
306829,John,Rose,Republican,TN,6,Rep. John Rose R-TN-6,House,15,2,0.13333333333333333
22560,Marlin,Stutzman,Republican,IN,3,Rep. Marlin Stutzman R-IN-3,House,15,2,0.13333333333333333
260128,Nanette,Barragán,Democrat,CA,44,Rep. Nanette Barragán D-CA-44,House,15,1,0.066666667
422300,Laura,Gillen,Democrat,NY,4,Rep. Laura Gillen D-NY-4,House,15,1,0.066666667
390734,John,Mannion,Democrat,NY,22,Rep. John Mannion D-NY-22,House,15,1,0.066666667
242346,Kevin,Mullin,Democrat,CA,15,Rep. Kevin Mullin D-CA-15,House,15,1,0.066666667
192181,Rashida,Tlaib,Democrat,MI,12,Rep. Rashida Tlaib D-MI-12,House,15,1,0.066666667
471890,Wesley,Bell,Democrat,MO,1,Rep. Wesley Bell D-MO-1,House,15,0,0
196334,George,Latimer,Democrat,NY,16,Rep. George Latimer D-NY-16,House,15,0,0
386222,Sarah,McBride,Democrat,DE,1,Rep. Sarah McBride D-DE,House,15,0,0
26827,Riley,Moore,Republican,WV,2,Rep. Riley Moore R-WV-2,House,15,0,0
198832,Raul,Ruiz,Democrat,CA,25,Rep. Raul Ruiz D-CA-25,House,15,0,0
190067,Buddy,Carter,Republican,GA,1,Rep. Buddy Carter R-GA-1,House,16,15,0.9375
413605,Keith,Self,Republican,TX,3,Rep. Keith Self R-TX-3,House,16,9,0.5625
306852,Dan,Meuser,Republican,PA,9,Rep. Dan Meuser R-PA-9,House,16,8,0.5
194785,Randy,Weber,Republican,TX,14,Rep. Randy Weber R-TX-14,House,16,8,0.5
260129,Clay,Higgins,Republican,LA,3,Rep. Clay Higgins R-LA-3,House,16,7,0.4375
51495,Stephen,Lynch,Democrat,MA,8,Rep. Stephen Lynch D-MA-8,House,16,7,0.4375
195970,Ralph,Norman,Republican,SC,5,Rep. Ralph Norman R-SC-5,House,16,7,0.4375
190391,Jim,Baird,Republican,IN,4,Rep. Jim Baird R-IN-4,House,16,6,0.375
189728,Mike,Haridopolos,Republican,FL,8,Rep. Mike Haridopolos R-FL-8,House,16,6,0.375
417822,Nathaniel,Moran,Republican,TX,1,Rep. Nathaniel Moran R-TX-1,House,16,6,0.375
59657,André,Carson,Democrat,IN,7,Rep. André Carson D-IN-7,House,16,5,0.3125
369609,Andrew,Clyde,Republican,GA,9,Rep. Andrew Clyde R-GA-9,House,16,5,0.3125
242806,Don,Davis,Democrat,NC,1,Rep. Don Davis D-NC-1,House,16,5,0.3125
399217,Dale,Strong,Republican,AL,5,Rep. Dale Strong R-AL-5,House,16,5,0.3125
151747,Daniel,Webster,Republican,FL,11,Rep. Daniel Webster R-FL-11,House,16,5,0.3125
65916,Bill,Foster,Democrat,IL,11,Rep. Bill Foster D-IL-11,House,16,4,0.25
308116,John,James,Republican,MI,10,Rep. John James R-MI-10,House,16,4,0.25
199009,Scott,Peters,Democrat,CA,50,Rep. Scott Peters D-CA-50,House,16,4,0.25
195556,Mark,Pocan,Democrat,WI,2,Rep. Mark Pocan D-WI-2,House,16,4,0.25
189588,Lou,Correa,Democrat,CA,46,Rep. Lou Correa D-CA-46,House,16,3,0.1875
191010,Russ,Fulcher,Republican,ID,1,Rep. Russ Fulcher R-ID-1,House,16,3,0.1875
429181,Marie,Gluesenkamp Perez,Democrat,WA,3,Rep. Marie Gluesenkamp Perez D-WA-3,House,16,3,0.1875
431425,Seth,Magaziner,Democrat,RI,2,Rep. Seth Magaziner D-RI-2,House,16,3,0.1875
192884,Tim,Moore,Republican,NC,14,Rep. Tim Moore R-NC-14,House,16,3,0.1875
250861,Greg,Murphy,Republican,NC,3,Rep. Greg Murphy R-NC-3,House,16,3,0.1875
65300,Josh,Riley,Democrat,NY,19,Rep. Josh Riley D-NY-19,House,16,3,0.1875
198820,Joyce,Beatty,Democrat,OH,3,Rep. Joyce Beatty D-OH-3,House,16,2,0.125
51338,Henry,Cuellar,Democrat,TX,28,Rep. Henry Cuellar D-TX-28,House,16,2,0.125
194129,Dwight,Evans,Democrat,PA,3,Rep. Dwight Evans D-PA-3,House,16,2,0.125
272066,Shomari,Figures,Democrat,AL,2,Rep. Shomari Figures D-AL-2,House,16,2,0.125
195469,Scott,Fitzgerald,Republican,WI,5,Rep. Scott Fitzgerald R-WI-5,House,16,2,0.125
259527,Vicente,Gonzalez,Democrat,TX,34,Rep. Vicente Gonzalez D-TX-34,House,16,2,0.125
151794,Mike,Kelly,Republican,PA,16,Rep. Mike Kelly R-PA-16,House,16,2,0.125
422519,Greg,Landsman,Democrat,OH,1,Rep. Greg Landsman D-OH-1,House,16,2,0.125
307341,Susie,Lee,Democrat,NV,3,Rep. Susie Lee D-NV-3,House,16,2,0.125
195099,Jennifer,McClellan,Democrat,VA,4,Rep. Jennifer McClellan D-VA-4,House,16,2,0.125
51541,Jerry,Nadler,Democrat,NY,12,Rep. Jerry Nadler D-NY-12,House,16,2,0.125
336348,Hillary,Scholten,Democrat,MI,3,Rep. Hillary Scholten D-MI-3,House,16,2,0.125
490772,Sheri,Biggs,Republican,SC,3,Rep. Sheri Biggs R-SC-3,House,16,1,0.0625
307601,Gil,Cisneros,Democrat,CA,31,Rep. Gil Cisneros D-CA-31,House,16,1,0.0625
189590,Mark,DeSaulnier,Democrat,CA,10,Rep. Mark DeSaulnier D-CA-10,House,16,1,0.0625
313522,Troy,Downing,Republican,MT,2,Rep. Troy Downing R-MT,House,16,1,0.0625
314425,Jake,Ellzey,Republican,TX,6,Rep. Jake Ellzey R-TX-6,House,16,1,0.0625
381227,Frank,Mrvan,Democrat,IN,1,Rep. Frank Mrvan D-IN-1,House,16,1,0.0625
489640,Sam,Liccardo,Democrat,CA,16,Rep. Sam Liccardo D-CA-16,House,16,0,0
306877,Lucy,McBath,Democrat,GA,6,Rep. Lucy McBath D-GA-6,House,16,0,0
316800,Emily,Randall,Democrat,WA,6,Rep. Emily Randall D-WA-6,House,16,0,0
27589,Marc,Veasey,Democrat,TX,33,Rep. Marc Veasey D-TX-33,House,16,0,0
227499,Gary,Palmer,Republican,AL,6,Rep. Gary Palmer R-AL-6,House,17,11,0.6470588235294118
227481,Elise,Stefanik,Republican,NY,21,Rep. Elise Stefanik R-NY-21,House,17,10,0.5882352941176471
190094,Barry,Loudermilk,Republican,GA,11,Rep. Barry Loudermilk R-GA-11,House,17,9,0.5294117647058824
16857,Young,Kim,Republican,CA,40,Rep. Young Kim R-CA-40,House,17,8,0.47058823529411764
51134,Linda,Sánchez,Democrat,CA,38,Rep. Linda Sánchez D-CA-38,House,17,7,0.4117647058823529
177013,Mark,Amodei,Republican,NV,2,Rep. Mark Amodei R-NV-2,House,17,6,0.35294117647058826
338556,Tony,Gonzales,Republican,TX,23,Rep. Tony Gonzales R-TX-23,House,17,6,0.35294117647058826
196429,Tom,Kean,Republican,NJ,7,Rep. Tom Kean R-NJ-7,House,17,6,0.35294117647058826
413789,Harriet,Hageman,Republican,WY,1,Rep. Harriet Hageman R-WY,House,17,5,0.29411764705882354
416993,Mark,Alford,Republican,MO,4,Rep. Mark Alford R-MO-4,House,17,4,0.23529411764705882
51331,Jim,Costa,Democrat,CA,21,Rep. Jim Costa D-CA-21,House,17,4,0.23529411764705882
410426,Chris,Deluzio,Democrat,PA,17,Rep. Chris Deluzio D-PA-17,House,17,4,0.23529411764705882
51410,Al,Green,Democrat,TX,9,Rep. Al Green D-TX-9,House,17,4,0.23529411764705882
306847,Michael,Guest,Republican,MS,3,Rep. Michael Guest R-MS-3,House,17,4,0.23529411764705882
196377,Nicole,Malliotakis,Republican,NY,11,Rep. Nicole Malliotakis R-NY-11,House,17,4,0.23529411764705882
414758,Max,Miller,Republican,OH,7,Rep. Max Miller R-OH-7,House,17,4,0.23529411764705882
51533,Gwen,Moore,Democrat,WI,4,Rep. Gwen Moore D-WI-4,House,17,4,0.23529411764705882
239019,Becca,Balint,Democrat,VT,1,Rep. Becca Balint D-VT,House,17,3,0.17647058823529413
192565,Eric,Burlison,Republican,MO,7,Rep. Eric Burlison R-MO-7,House,17,3,0.17647058823529413
194115,Madeleine,Dean,Democrat,PA,4,Rep. Madeleine Dean D-PA-4,House,17,3,0.17647058823529413
282216,Nikema,Williams,Democrat,GA,5,Rep. Nikema Williams D-GA-5,House,17,3,0.17647058823529413
461974,Gabe,Amo,Democrat,RI,1,Rep. Gabe Amo D-RI-1,House,17,2,0.11764705882352941
404824,Shontel,Brown,Democrat,OH,11,Rep. Shontel Brown D-OH-11,House,17,2,0.11764705882352941
51324,Emanuel,Cleaver,Democrat,MO,5,Rep. Emanuel Cleaver D-MO-5,House,17,2,0.11764705882352941
198811,Suzan,DelBene,Democrat,WA,1,Rep. Suzan DelBene D-WA-1,House,17,2,0.11764705882352941
151806,Scott,DesJarlais,Republican,TN,4,Rep. Scott DesJarlais R-TN-4,House,17,2,0.11764705882352941
260580,Laura,Friedman,Democrat,CA,30,Rep. Laura Friedman D-CA-30,House,17,2,0.11764705882352941
307571,Josh,Harder,Democrat,CA,9,Rep. Josh Harder D-CA-9,House,17,2,0.11764705882352941
313415,Kelly,Morrison,Democrat,MN,3,Rep. Kelly Morrison D-MN-3,House,17,2,0.11764705882352941
362156,Ritchie,Torres,Democrat,NY,15,Rep. Ritchie Torres D-NY-15,House,17,2,0.11764705882352941
193813,Troy,Balderson,Republican,OH,12,Rep. Troy Balderson R-OH-12,House,17,1,0.058823529411764705
182891,Suzanne,Bonamici,Democrat,OR,1,Rep. Suzanne Bonamici D-OR-1,House,17,1,0.058823529411764705
251521,Troy,Carter,Democrat,LA,2,Rep. Troy Carter D-LA-2,House,17,1,0.058823529411764705
304660,Veronica,Escobar,Democrat,TX,16,Rep. Veronica Escobar D-TX-16,House,17,1,0.058823529411764705
198762,Lois,Frankel,Democrat,FL,22,Rep. Lois Frankel D-FL-22,House,17,1,0.058823529411764705
308492,Summer,Lee,Democrat,PA,12,Rep. Summer Lee D-PA-12,House,17,1,0.058823529411764705
502201,LaMonica,McIver,Democrat,NJ,10,Rep. LaMonica McIver D-NJ-10,House,17,1,0.058823529411764705
259491,Tom,Suozzi,Democrat,NY,3,Rep. Tom Suozzi D-NY-3,House,17,1,0.058823529411764705
189620,Juan,Vargas,Democrat,CA,52,Rep. Juan Vargas D-CA-52,House,17,1,0.058823529411764705
478829,Yassamin,Ansari,Democrat,AZ,3,Rep. Yassamin Ansari D-AZ-3,House,17,0,0
461665,Pablo José,Hernández,Democrat,PR,1,Resident Commissioner Pablo José Hernández D-PR-1,House,17,0,0
158349,Bill,Keating,Democrat,MA,9,Rep. Bill Keating D-MA-9,House,17,0,0
260811,Ilhan,Omar,Democrat,MN,5,Rep. Ilhan Omar D-MN-5,House,17,0,0
482861,Eugene,Vindman,Democrat,VA,7,Rep. Eugene Vindman D-VA-7,House,17,0,0
241090,Stephanie,Bice,Republican,OK,5,Rep. Stephanie Bice R-OK-5,House,18,11,0.6111111111111112
300715,Michael,Cloud,Republican,TX,27,Rep. Michael Cloud R-TX-27,House,18,10,0.5555555555555556
198960,Kat,Cammack,Republican,FL,3,Rep. Kat Cammack R-FL-3,House,18,9,0.5
332030,Rich,McCormick,Republican,GA,7,Rep. Rich McCormick R-GA-7,House,18,9,0.5
398811,Cory,Mills,Republican,FL,7,Rep. Cory Mills R-FL-7,House,18,8,0.4444444444444444
361717,Troy,Nehls,Republican,TX,22,Rep. Troy Nehls R-TX-22,House,18,7,0.3888888888888889
369804,Marilyn,Strickland,Democrat,WA,10,Rep. Marilyn Strickland D-WA-10,House,18,7,0.3888888888888889
57292,Ben,Cline,Republican,VA,6,Rep. Ben Cline R-VA-6,House,18,6,0.3333333333333333
52758,Zach,Nunn,Republican,IA,3,Rep. Zach Nunn R-IA-3,House,18,6,0.3333333333333333
307604,María,Salazar,Republican,FL,27,Rep. María Salazar R-FL-27,House,18,6,0.3333333333333333
367391,Monica,De La Cruz,Republican,TX,15,Rep. Monica De La Cruz R-TX-15,House,18,5,0.2777777777777778
366519,Scott,Franklin,Republican,FL,18,Rep. Scott Franklin R-FL-18,House,18,5,0.2777777777777778
16683,Nick,Langworthy,Republican,NY,23,Rep. Nick Langworthy R-NY-23,House,18,5,0.2777777777777778
194184,Ryan,Mackenzie,Republican,PA,7,Rep. Ryan Mackenzie R-PA-7,House,18,5,0.2777777777777778
192800,Alma,Adams,Democrat,NC,12,Rep. Alma Adams D-NC-12,House,18,4,0.2222222222222222
404369,Mike,Carey,Republican,OH,15,Rep. Mike Carey R-OH-15,House,18,4,0.2222222222222222
107102,Sean,Casten,Democrat,IL,6,Rep. Sean Casten D-IL-6,House,18,4,0.2222222222222222
194881,Joaquin,Castro,Democrat,TX,20,Rep. Joaquin Castro D-TX-20,House,18,4,0.2222222222222222
314122,Sheila,Cherfilus-McCormick,Democrat,FL,20,Rep. Sheila Cherfilus-McCormick D-FL-20,House,18,4,0.2222222222222222
276057,Dan,Crenshaw,Republican,TX,2,Rep. Dan Crenshaw R-TX-2,House,18,4,0.2222222222222222
266792,Ron,Estes,Republican,KS,4,Rep. Ron Estes R-KS-4,House,18,4,0.2222222222222222
320509,Dan,Goldman,Democrat,NY,10,Rep. Dan Goldman D-NY-10,House,18,4,0.2222222222222222
306838,Dusty,Johnson,Republican,SD,1,Rep. Dusty Johnson R-SD,House,18,4,0.2222222222222222
282851,Nancy,Mace,Republican,SC,1,Rep. Nancy Mace R-SC-1,House,18,4,0.2222222222222222
23261,Andrea,Salinas,Democrat,OR,6,Rep. Andrea Salinas D-OR-6,House,18,4,0.2222222222222222
51623,Mike,Simpson,Republican,ID,2,Rep. Mike Simpson R-ID-2,House,18,4,0.2222222222222222
15290,Lori,Trahan,Democrat,MA,3,Rep. Lori Trahan D-MA-3,House,18,4,0.2222222222222222
198788,Andy,Barr,Republican,KY,6,Rep. Andy Barr R-KY-6,House,18,3,0.16666666666666666
314175,Mike,Collins,Republican,GA,10,Rep. Mike Collins R-GA-10,House,18,3,0.16666666666666666
304456,Jahana,Hayes,Democrat,CT,5,Rep. Jahana Hayes D-CT-5,House,18,3,0.16666666666666666
433408,Jonathan,Jackson,Democrat,IL,1,Rep. Jonathan Jackson D-IL-1,House,18,3,0.16666666666666666
304452,Alexandria,Ocasio-Cortez,Democrat,NY,14,Rep. Alexandria Ocasio-Cortez D-NY-14,House,18,3,0.16666666666666666
151731,Terri,Sewell,Democrat,AL,7,Rep. Terri Sewell D-AL-7,House,18,3,0.16666666666666666
418087,Eric,Sorensen,Democrat,IL,17,Rep. Eric Sorensen D-IL-17,House,18,3,0.16666666666666666
80129,Suhas,Subramanyam,Democrat,VA,10,Rep. Suhas Subramanyam D-VA-10,House,18,3,0.16666666666666666
189574,Norma,Torres,Democrat,CA,35,Rep. Norma Torres D-CA-35,House,18,3,0.16666666666666666
227421,Don,Beyer,Democrat,VA,8,Rep. Don Beyer D-VA-8,House,18,2,0.1111111111111111
196030,Mike,Flood,Republican,NE,1,Rep. Mike Flood R-NE-1,House,18,2,0.1111111111111111
51132,Darrell,Issa,Republican,CA,48,Rep. Darrell Issa R-CA-48,House,18,2,0.1111111111111111
218327,Ro,Khanna,Democrat,CA,17,Rep. Ro Khanna D-CA-17,House,18,2,0.1111111111111111
259997,Jimmy,Panetta,Democrat,CA,19,Rep. Jimmy Panetta D-CA-19,House,18,2,0.1111111111111111
51607,Jan,Schakowsky,Democrat,IL,9,Rep. Jan Schakowsky D-IL-9,House,18,2,0.1111111111111111
51618,Brad,Sherman,Democrat,CA,32,Rep. Brad Sherman D-CA-32,House,18,2,0.1111111111111111
151749,Frederica,Wilson,Democrat,FL,24,Rep. Frederica Wilson D-FL-24,House,18,2,0.1111111111111111
227641,Rick,Allen,Republican,GA,12,Rep. Rick Allen R-GA-12,House,18,1,0.055555556
152934,Debbie,Dingell,Democrat,MI,6,Rep. Debbie Dingell D-MI-6,House,18,1,0.055555556
127669,Cleo,Fields,Democrat,LA,6,Rep. Cleo Fields D-LA-6,House,18,1,0.055555556
307598,Lizzie,Fletcher,Democrat,TX,7,Rep. Lizzie Fletcher D-TX-7,House,18,1,0.055555556
411928,Maxwell,Frost,Democrat,FL,10,Rep. Maxwell Frost D-FL-10,House,18,1,0.055555556
240035,Jared,Moskowitz,Democrat,FL,23,Rep. Jared Moskowitz D-FL-23,House,18,1,0.055555556
304652,Chuy,García,Democrat,IL,4,Rep. Chuy García D-IL-4,House,18,0,0
26913,Amata,Radewagen,Republican,AS,1,Del. Amata Radewagen R-AS-1,House,18,0,0
51853,Vern,Buchanan,Republican,FL,16,Rep. Vern Buchanan R-FL-16,House,19,10,0.5263157894736842
210451,Melanie,Stansbury,Democrat,NM,1,Rep. Melanie Stansbury D-NM-1,House,19,7,0.3684210526315789
239406,Jay,Obernolte,Republican,CA,23,Rep. Jay Obernolte R-CA-23,House,19,5,0.2631578947368421
312750,Delia,Ramirez,Democrat,IL,3,Rep. Delia Ramirez D-IL-3,House,19,5,0.2631578947368421
199004,Ami,Bera,Democrat,CA,6,Rep. Ami Bera D-CA-6,House,19,4,0.21052631578947367
189511,Julia,Brownley,Democrat,CA,26,Rep. Julia Brownley D-CA-26,House,19,4,0.21052631578947367
307627,Kim,Schrier,Democrat,WA,8,Rep. Kim Schrier D-WA-8,House,19,4,0.21052631578947367
159021,David,Valadao,Republican,CA,22,Rep. David Valadao R-CA-22,House,19,4,0.21052631578947367
204795,Robin,Kelly,Democrat,IL,2,Rep. Robin Kelly D-IL-2,House,19,3,0.15789473684210525
424340,Rob,Menendez,Democrat,NJ,8,Rep. Rob Menendez D-NJ-8,House,19,3,0.15789473684210525
189828,Darren,Soto,Democrat,FL,9,Rep. Darren Soto D-FL-9,House,19,3,0.15789473684210525
195579,Tom,Tiffany,Republican,WI,7,Rep. Tom Tiffany R-WI-7,House,19,3,0.15789473684210525
190296,Jill,Tokuda,Democrat,HI,2,Rep. Jill Tokuda D-HI-2,House,19,3,0.15789473684210525
196450,Jeff,Van Drew,Republican,NJ,2,Rep. Jeff Van Drew R-NJ-2,House,19,3,0.15789473684210525
51886,Rob,Wittman,Republican,VA,1,Rep. Rob Wittman R-VA-1,House,19,3,0.15789473684210525
51316,John,Carter,Republican,TX,31,Rep. John Carter R-TX-31,House,19,2,0.10526315789473684
241372,Pat,Fallon,Republican,TX,4,Rep. Pat Fallon R-TX-4,House,19,2,0.10526315789473684
179757,Jared,Golden,Democrat,ME,2,Rep. Jared Golden D-ME-2,House,19,2,0.10526315789473684
307336,Mike,Levin,Democrat,CA,49,Rep. Mike Levin D-CA-49,House,19,2,0.10526315789473684
304454,Greg,Stanton,Democrat,AZ,4,Rep. Greg Stanton D-AZ-4,House,19,2,0.10526315789473684
307586,Sharice,Davids,Democrat,KS,3,Rep. Sharice Davids D-KS-3,House,19,1,0.052631579
375017,Maxine,Dexter,Democrat,OR,3,Rep. Maxine Dexter D-OR-3,House,19,1,0.052631579
51135,Pete,Sessions,Republican,TX,17,Rep. Pete Sessions R-TX-17,House,19,1,0.052631579
51627,Chris,Smith,Republican,NJ,4,Rep. Chris Smith R-NJ-4,House,19,1,0.052631579
243182,Emilia,Sykes,Democrat,OH,13,Rep. Emilia Sykes D-OH-13,House,19,1,0.052631579
51796,Hank,Johnson,Democrat,GA,4,Rep. Hank Johnson D-GA-4,House,19,0,0
5061,Ayanna,Pressley,Democrat,MA,7,Rep. Ayanna Pressley D-MA-7,House,19,0,0
198819,Dave,Joyce,Republican,OH,14,Rep. Dave Joyce R-OH-14,House,20,7,0.35
198807,Ann,Wagner,Republican,MO,2,Rep. Ann Wagner R-MO-2,House,20,7,0.35
348387,Jen,Kiggans,Republican,VA,2,Rep. Jen Kiggans R-VA-2,House,20,6,0.3
3787,David,Rouzer,Republican,NC,7,Rep. David Rouzer R-NC-7,House,20,5,0.25
307622,Pete,Stauber,Republican,MN,8,Rep. Pete Stauber R-MN-8,House,20,5,0.25
385782,Derrick,Van Orden,Republican,WI,3,Rep. Derrick Van Orden R-WI-3,House,20,5,0.25
51857,Joe,Courtney,Democrat,CT,2,Rep. Joe Courtney D-CT-2,House,20,4,0.2
306850,Kevin,Hern,Republican,OK,1,Rep. Kevin Hern R-OK-1,House,20,4,0.2
43694,Richard,Hudson,Republican,NC,9,Rep. Richard Hudson R-NC-9,House,20,4,0.2
369735,Sara,Jacobs,Democrat,CA,51,Rep. Sara Jacobs D-CA-51,House,20,4,0.2
51689,Eleanor Holmes,Norton,Democrat,DC,1,Del. Eleanor Holmes Norton D-DC-1,House,20,4,0.2
196433,Donald,Norcross,Democrat,NJ,1,Rep. Donald Norcross D-NJ-1,House,20,3,0.15
151753,Austin,Scott,Republican,GA,8,Rep. Austin Scott R-GA-8,House,20,3,0.15
125942,John,Garamendi,Democrat,CA,8,Rep. John Garamendi D-CA-8,House,20,2,0.1
194048,Val,Hoyle,Democrat,OR,4,Rep. Val Hoyle D-OR-4,House,20,2,0.1
433952,Pat,Ryan,Democrat,NY,18,Rep. Pat Ryan D-NY-18,House,20,2,0.1
196528,Bonnie,Watson Coleman,Democrat,NJ,12,Rep. Bonnie Watson Coleman D-NJ-12,House,20,2,0.1
307328,Jason,Crow,Democrat,CO,6,Rep. Jason Crow D-CO-6,House,20,1,0.05
241000,Valerie,Foushee,Democrat,NC,4,Rep. Valerie Foushee D-NC-4,House,20,1,0.05
134505,Glenn,Ivey,Democrat,MD,4,Rep. Glenn Ivey D-MD-4,House,20,1,0.05
51477,John,Larson,Democrat,CT,1,Rep. John Larson D-CT-1,House,20,1,0.05
75165,Mike,Quigley,Democrat,IL,5,Rep. Mike Quigley D-IL-5,House,20,0,0
51185,Adrian,Smith,Republican,NE,3,Rep. Adrian Smith R-NE-3,House,20,0,0
227109,Don,Bacon,Republican,NE,2,Rep. Don Bacon R-NE-2,House,21,6,0.2857142857142857
260077,Josh,Gottheimer,Democrat,NJ,5,Rep. Josh Gottheimer D-NJ-5,House,21,5,0.23809523809523808
307607,Haley,Stevens,Democrat,MI,11,Rep. Haley Stevens D-MI-11,House,21,5,0.23809523809523808
198825,Eric,Swalwell,Democrat,CA,14,Rep. Eric Swalwell D-CA-14,House,21,5,0.23809523809523808
259485,Salud,Carbajal,Democrat,CA,24,Rep. Salud Carbajal D-CA-24,House,21,4,0.19047619047619047
190794,Darin,LaHood,Republican,IL,16,Rep. Darin LaHood R-IL-16,House,21,4,0.19047619047619047
306855,Chris,Pappas,Democrat,NH,1,Rep. Chris Pappas D-NH-1,House,21,4,0.19047619047619047
307338,Mikie,Sherrill,Democrat,NJ,11,Rep. Mikie Sherrill D-NJ-11,House,21,4,0.19047619047619047
476519,Jeff,Hurd,Republican,CO,3,Rep. Jeff Hurd R-CO-3,House,21,3,0.14285714285714285
356913,Ronny,Jackson,Republican,TX,13,Rep. Ronny Jackson R-TX-13,House,21,3,0.14285714285714285
189606,Ted,Lieu,Democrat,CA,36,Rep. Ted Lieu D-CA-36,House,21,3,0.14285714285714285
192894,Deborah,Ross,Democrat,NC,2,Rep. Deborah Ross D-NC-2,House,21,2,0.095238095
304453,Mary Gay,Scanlon,Democrat,PA,5,Rep. Mary Gay Scanlon D-PA-5,House,21,2,0.095238095
39781,Morgan,McGarvey,Democrat,KY,3,Rep. Morgan McGarvey D-KY-3,House,21,1,0.047619047619047616
51677,Joe,Wilson,Republican,SC,2,Rep. Joe Wilson R-SC-2,House,21,1,0.047619047619047616
51663,Debbie,Wasserman Schultz,Democrat,FL,25,Rep. Debbie Wasserman Schultz D-FL-25,House,21,0,0
151813,Morgan,Griffith,Republican,VA,9,Rep. Morgan Griffith R-VA-9,House,22,10,0.45454545454545453
51850,Gus,Bilirakis,Republican,FL,12,Rep. Gus Bilirakis R-FL-12,House,22,7,0.3181818181818182
151739,Steve,Womack,Republican,AR,3,Rep. Steve Womack R-AR-3,House,22,7,0.3181818181818182
254452,Brian,Fitzpatrick,Republican,PA,1,Rep. Brian Fitzpatrick R-PA-1,House,22,5,0.22727272727272727
151805,Chuck,Fleischmann,Republican,TN,3,Rep. Chuck Fleischmann R-TN-3,House,22,5,0.22727272727272727
234711,Trent,Kelly,Republican,MS,1,Rep. Trent Kelly R-MS-1,House,22,3,0.13636363636363635
51589,Hal,Rogers,Republican,KY,5,Rep. Hal Rogers R-KY-5,House,22,3,0.13636363636363635
413257,Nikki,Budzinski,Democrat,IL,13,Rep. Nikki Budzinski D-IL-13,House,22,2,0.090909091
418214,Greg,Casar,Democrat,TX,35,Rep. Greg Casar D-TX-35,House,22,2,0.090909091
193559,Steven,Horsford,Democrat,NV,4,Rep. Steven Horsford D-NV-4,House,22,2,0.090909091
189602,Doug,LaMalfa,Republican,CA,1,Rep. Doug LaMalfa R-CA-1,House,22,2,0.090909091
51854,Kathy,Castor,Democrat,FL,14,Rep. Kathy Castor D-FL-14,House,22,1,0.045454545454545456
51325,Jim,Clyburn,Democrat,SC,6,Rep. Jim Clyburn D-SC-6,House,22,0,0
51341,Danny,Davis,Democrat,IL,7,Rep. Danny Davis D-IL-7,House,22,0,0
227127,Seth,Moulton,Democrat,MA,6,Rep. Seth Moulton D-MA-6,House,22,0,0
404684,Mike,Ezell,Republican,MS,4,Rep. Mike Ezell R-MS-4,House,23,8,0.34782608695652173
193043,Adriano,Espaillat,Democrat,NY,13,Rep. Adriano Espaillat D-NY-13,House,23,5,0.21739130434782608
196272,Grace,Meng,Democrat,NY,6,Rep. Grace Meng D-NY-6,House,23,5,0.21739130434782608
51626,Adam,Smith,Democrat,WA,9,Rep. Adam Smith D-WA-9,House,23,5,0.21739130434782608
51306,Ken,Calvert,Republican,CA,41,Rep. Ken Calvert R-CA-41,House,23,4,0.17391304347826086
