"fec_id","name","incumbency","party_code","party","total_receipts","transfers_from_auth_cmte","total_disbursements","transfers_to_auth_cmte","cash_beginning","cash_end","cand_contr","cand_loans","other_loans","cand_loan_repay","other_loan_repay","debts_owed","total_indiv_contributions","office_state","district","spec_elec","prim_elec","run_elec","gen_elec","gen_perc","other_cmte_contr","contr_from_party","coverage_end_date","indiv_refunds","cmte_refunds"
"H2AK01158","PELTOLA, MARY","C",1,"DEM",110462.16,0,115900.6,0,83969.49,78531.05,0,0,0,0,0,0,29865.47,"AK",0,NA,NA,NA,NA,NA,8500,0,"06/30/2025",16053.35,0
"H2AK01083","BEGICH, NICHOLAS III","I",2,"REP",1627708.61,635795.96,465027.58,0,104330.06,1267011.09,0,0,0,0,0,425000,603462.65,"AK",0,NA,NA,NA,NA,NA,383450,5000,"06/30/2025",31471.93,0
"H0AL01055","CARL, JERRY LEE, JR","C",2,"REP",7120.6,0,12505.11,0,69290.42,63905.91,0,0,0,0,0,254535.87,61.2,"AL",1,NA,NA,NA,NA,NA,7059.4,0,"06/30/2025",2500,3500
"H8AL02171","MOORE, FELIX BARRY","I",2,"REP",259802.91,0,132167.02,0,125131.66,252767.55,0,0,0,0,0,0,182697.91,"AL",1,NA,NA,NA,NA,NA,77105,0,"06/30/2025",500,2500
"H4AL02170","FIGURES, SHOMARI C.","I",1,"DEM",329834.45,0,166879.6,0,23108.87,186063.72,0,0,0,0,0,12000,78555.03,"AL",2,NA,NA,NA,NA,NA,249050,0,"06/30/2025",50,0
"H2AL03032","ROGERS, MICHAEL","I",2,"REP",904270.16,0,433543.07,5000,1922334.3,2393061.39,0,0,0,0,0,0,601361.64,"AL",3,NA,NA,NA,NA,NA,275975,6000,"06/30/2025",4.07,12500
"H6AL03181","LAPOINT, TERRI","C",2,"REP",2780,0,740.3,0,0,2039.7,0,0,0,0,0,0,2780,"AL",3,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H6AL04098","ADERHOLT, ROBERT B. REP.","I",2,"REP",240878.4,0,229534.34,0,966896.34,978240.4,0,0,0,0,0,0,83164.43,"AL",4,NA,NA,NA,NA,NA,144750,0,"06/30/2025",0,2500
"H6AL05210","HOWARD, GREG MR JR","C",1,"DEM",2776.23,2276.23,2189.95,0,0,586.28,0,0,0,0,0,0,500,"AL",5,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H6AL05236","DEVITO, JEREMY","C",1,"DEM",4106.55,0,0,0,0,4106.55,0,0,0,0,0,0,4106.55,"AL",5,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H6AL05244","SNEED, ANDREW RANKIN GUYTON","C",1,"DEM",120915,0,14723.62,0,0,106191.38,20000,0,0,0,0,0,100915,"AL",5,NA,NA,NA,NA,NA,0,0,"06/30/2025",5000,0
"H6AL05251","DUVIEILH, CANDICE","",1,"DEM",7872,0,4269.13,0,0,3602.87,0,0,0,0,0,0,7872,"AL",5,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H2AL05102","STRONG, DALE WHITNEY","I",2,"REP",569770.61,0,184976.48,0,628977.42,1013771.55,0,0,0,0,0,240000,325970.61,"AL",5,NA,NA,NA,NA,NA,243800,0,"06/30/2025",9700,0
"H4AL06098","PALMER, GARY","I",2,"REP",314873.18,13532.41,171083.59,0,153239.32,297028.91,0,0,0,0,0,0,196056.37,"AL",6,NA,NA,NA,NA,NA,105000,0,"06/30/2025",0,0
"H6AL06135","DIXON, CASE","C",2,"REP",14542.37,0,9113.64,0,0,5428.73,186.91,8600,0,0,0,8600,5673.38,"AL",6,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H0AL07086","SEWELL, TERRI A.","I",1,"DEM",593149.42,0,461209.9,0,3470560.9,3602500.42,0,0,0,0,0,0,82421.94,"AL",7,NA,NA,NA,NA,NA,510500,0,"06/30/2025",551,0
"H0AR01083","CRAWFORD, ERIC ALAN RICK","I",2,"REP",247790.42,0,165304.03,0,830826.86,913313.25,0,0,0,0,0,0,92119.43,"AR",1,NA,NA,NA,NA,NA,139500,0,"06/30/2025",0,0
"H4AR02141","HILL, JAMES FRENCH","I",2,"REP",1714879.37,588967.27,704934.14,0,1376352.19,2386297.42,0,0,0,0,0,0,525375.42,"AR",2,NA,NA,NA,NA,NA,596750,0,"06/30/2025",7000,0
"H6AR02278","MCDOWELL, CHASE","C",2,"REP",46458.4,0,34651.63,0,0,11806.77,0,0,0,0,0,0,46458.4,"AR",2,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H6AR03128","RYERSE, ROBB","C",1,"DEM",9650,0,229.11,0,0,9420.89,100,0,0,0,0,2595.5,9550,"AR",3,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H0AR03055","WOMACK, STEPHEN A THE HON","I",2,"REP",600471.84,4312,197688.81,0,1715893.66,2118676.69,0,0,0,0,0,0,257645.24,"AR",3,NA,NA,NA,NA,NA,306500,0,"06/30/2025",64.35,0
"H4AR04048","WESTERMAN, BRUCE","I",2,"REP",977466.22,259507.31,255885.98,0,3033560.4,3755140.64,0,0,0,0,0,0,333036.93,"AR",4,NA,NA,NA,NA,NA,368550,0,"06/30/2025",100,0
"H4AS00036","AMATA, AUMUA","I",2,"REP",7100,0,8665.61,0,1656.14,90.53,0,0,0,0,0,0,4100,"AS",0,NA,NA,NA,NA,NA,3000,0,"06/30/2025",0,0
"H4AZ01194","SHAH, AMISH DR.","C",1,"DEM",333661.09,0,126587.05,0,91801.9,298875.94,65.11,2602.68,0,0,0,5902.68,299493.3,"AZ",1,NA,NA,NA,NA,NA,31500,0,"06/30/2025",21.4,0
"H6AZ01272","DEL VECCHIO, BRIAN A","C",1,"DEM",15071.78,0,5826.62,0,0,9245.16,0,5497.78,0,0,0,5497.78,9574,"AZ",1,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H6AZ01280","GALAN-WOODS, MARLENE","C",1,"DEM",531463.97,0,141335.05,0,0,390128.92,4408.92,0,0,0,0,0,488485.41,"AZ",1,NA,NA,NA,NA,NA,38500,0,"06/30/2025",250,0
"H6AZ01298","TREBLE, JONATHAN","C",1,"DEM",1000628.52,0,129117.49,0,0,871511.03,20586.29,671700,0,0,0,671700,306342.23,"AZ",1,NA,NA,NA,NA,NA,2000,0,"06/30/2025",7,0
"H6AZ01306","MCCARTNEY, RICK","C",1,"DEM",141798,0,12321.47,0,0,129476.53,7000,0,0,0,0,0,134798,"AZ",1,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H4AZ06045","SCHWEIKERT, DAVID S.","I",2,"REP",1582972.3,567691.07,492046.17,0,49823.92,1140750.05,0,0,0,53189.04,0,171488.42,455026.11,"AZ",1,NA,NA,NA,NA,NA,552450,5000,"06/30/2025",1163.4,7000
"H4AZ02184","NEZ, JONATHAN MICHAEL","C",1,"DEM",80280.46,0,81083.98,0,65175.96,64372.44,0,0,0,0,0,0,59525.08,"AZ",2,NA,NA,NA,NA,NA,0,0,"06/30/2025",2698.92,0
"H6AZ02221","DESCHEENIE, ERIC","C",1,"DEM",188,0,7.45,0,0,180.55,0,0,0,0,0,0,188,"AZ",2,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H2AZ01354","CRANE, ELI","I",2,"REP",2410376.75,369501,1527726.04,0,317370.07,1200020.78,0,0,0,0,0,0,2016435.57,"AZ",2,NA,NA,NA,NA,NA,24000,0,"06/30/2025",6138.36,0
"H4AZ03109","ANSARI, YASSAMIN","I",1,"DEM",608082.41,0,259019.06,0,10410.71,359474.06,35704.6,30000,0,2500,0,402500,421111.36,"AZ",3,NA,NA,NA,NA,NA,119033,0,"06/30/2025",4576.07,0
"H8AZ09040","STANTON, GREG","I",1,"DEM",649917.9,0,311721.36,0,1015730.46,1353927,0,0,0,0,0,0,474501.31,"AZ",4,NA,NA,NA,NA,NA,175225,0,"06/30/2025",5,0
"H6AZ04219","HONER, BRADLEY J","C",2,"REP",10,0,888.39,0,0,-878.39,0,0,0,0,0,0,10,"AZ",4,NA,NA,NA,NA,NA,0,0,"04/05/2025",0,0
"H6AZ04227","DAVISON, JERONE","C",2,"REP",34514.04,0,26712.65,0,0,7801.39,0,0,0,0,0,0,34514.04,"AZ",4,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H6AZ05208","BRACHT, BLAKE","C",1,"DEM",3889.01,0,3111.91,0,0,777.1,80.85,3103.16,0,0,0,5103.16,705,"AZ",5,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H2AZ06155","GRANTHAM, TRAVIS W.","C",2,"REP",307119.33,0,38753.09,0,148.99,268515.23,3500,150000,0,0,0,461911.5,152619.33,"AZ",5,NA,NA,NA,NA,NA,1000,0,"06/30/2025",0,0
"H6AZ05083","BIGGS, ANDY","I",2,"REP",27745.83,1435.05,48855.83,0,458877.56,437767.56,0,0,0,0,0,0,17825.78,"AZ",5,NA,NA,NA,NA,NA,7000,0,"06/30/2025",0,0
"H6AZ05174","STOVALL, ALEX NICOLAS","C",2,"REP",35517.99,0,30796.31,0,0,4721.68,1300,0,0,0,0,0,34217.99,"AZ",5,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H6AZ05182","KEENAN, DANIEL","C",2,"REP",535435.8,18640.18,174363.35,190,0,361072.45,0,425300,0,0,0,425300,16425.62,"AZ",5,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H6AZ05190","FEELY, THOMAS JAMES","C",2,"REP",774052.57,0,90446.07,0,0,683606.5,0,3e+05,0,0,0,3e+05,444552.57,"AZ",5,NA,NA,NA,NA,NA,29500,0,"06/30/2025",1254.89,0
"H6AZ06099","MENDOZA, JOANNA","C",1,"DEM",1252924.54,17254.2,667690.08,0,0,585234.46,0,0,0,0,0,7192.76,1177349.74,"AZ",6,NA,NA,NA,NA,NA,58000,0,"06/30/2025",6732.84,0
"H6AZ06107","DONAT, CHRIS","C",1,"DEM",14898.69,0,6129.03,0,0,8769.66,1752.94,0,0,0,0,0,13145.75,"AZ",6,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H6AZ06123","GOLDMAN, MO","C",1,"DEM",253921.48,0,57512.93,0,0,196408.55,0,0,0,0,0,0,253921.48,"AZ",6,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H2AZ02360","CISCOMANI, JUAN","I",2,"REP",2312346.31,1018284.8,584469.75,0,236560.89,1964437.45,0,0,0,0,0,0,618671.46,"AZ",6,NA,NA,NA,NA,NA,660227.03,5000,"06/30/2025",12203.92,2500.15
"H6AZ06115","DICKERSON, TREVOR","C",3,"IND",19326.06,0,5371.5,0,12352.04,26306.6,0,14629.06,0,0,0,14629.06,4696.8,"AZ",6,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H2AZ07070","GRIJALVA, RAUL M","I",1,"DEM",380.29,0,48926.87,0,300661.13,252114.55,0,0,0,0,0,4015.59,0,"AZ",7,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H6AZ07105","HERNANDEZ, DANIEL","O",1,"DEM",1026691,0,954843.33,0,0,71847.67,0,0,0,0,0,14550,884690.31,"AZ",7,NA,NA,NA,NA,NA,142000,0,"06/30/2025",6430,5000
"H6AZ07121","GRIJALVA, ADELITA","O",1,"DEM",911130.02,0,782760.48,0,0,128369.54,0,0,0,0,0,20767.7,738562.07,"AZ",7,NA,NA,NA,NA,NA,172563.31,0,"06/30/2025",10538,0
"H6AZ07139","OPERANA-FOXX, DEJA CHERISE","O",1,"DEM",671299.11,0,597287.82,0,0,74011.29,1008.17,0,0,0,0,0,657745.59,"AZ",7,NA,NA,NA,NA,NA,12545.35,0,"06/30/2025",2581.6,45.35
"H4AZ07134","BUTIEREZ, DANIEL","O",2,"REP",179946.19,0,82509.4,0,592.14,98028.93,27070.76,136470,0,0,0,144120,16405.43,"AZ",7,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H6AZ07055","RIVAS, JORGE","",2,"REP",11798.76,0,11205.23,0,0,742.99,5625,0,0,0,0,0,6173.76,"AZ",7,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H4AZ08108","HAMADEH, ABRAHAM","I",2,"REP",453702.99,194672.22,242388.35,0,36408.6,247723.24,0,0,0,1e+05,0,256016.75,142923.5,"AZ",8,NA,NA,NA,NA,NA,115960,0,"06/30/2025",0,0
"H0AZ01259","GOSAR, PAUL DR.","I",2,"REP",155233.13,0,134095.41,0,91596.98,112734.7,0,0,0,0,0,1500,147033.13,"AZ",9,NA,NA,NA,NA,NA,6000,0,"06/30/2025",342.4,0
"H6CA01228","SALEGUI, JAMES","C",1,"DEM",6719,0,3000,0,0,3719,0,0,0,0,0,0,6719,"CA",1,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H2CA02142","LAMALFA, DOUG","I",2,"REP",260042.62,0,89240.93,0,684441.94,855243.63,0,0,0,0,0,5810.67,167724.2,"CA",1,NA,NA,NA,NA,NA,91839.21,0,"06/30/2025",300,0
"H2CA06259","HUFFMAN, JARED","I",1,"DEM",304015.13,0,331254.7,0,985922.94,957403.37,0,0,0,0,0,586.57,213207.12,"CA",2,NA,NA,NA,NA,NA,71000,0,"06/30/2025",40,0
"H6CA02267","WILSON, KYLE","C",3,"IND",1877.81,0,1870.85,0,0,6.96,0,0,0,0,0,0,1877.81,"CA",2,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H6CA03133","HALL, HEIDI","C",1,"DEM",153656.61,0,58181.91,0,2456.47,97931.17,20,0,0,0,0,0,146680.14,"CA",3,NA,NA,NA,NA,NA,6956.47,0,"06/30/2025",35,0
"H2CA03157","KILEY, KEVIN","I",2,"REP",1226068.57,365821.11,214842.66,0,380978.07,1392203.98,5,0,0,0,0,6353.27,723856.48,"CA",3,NA,NA,NA,NA,NA,130841.08,0,"06/30/2025",5562.5,2500
"H8CA01109","THOMPSON, MIKE MR.","I",1,"DEM",688002.7,0,607229.49,0,1209488.4,1290261.61,0,0,0,0,0,38215.03,289861.22,"CA",4,NA,NA,NA,NA,NA,391231,500,"06/30/2025",2834,0
"H6CA04172","TYLER, JOHN WESLEY","C",3,"IND",1190.05,0,1045.95,0,0,144.1,1170,0,0,0,0,0,20,"CA",4,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H2CA00096","BARKLEY, MICHAEL JAMES MR.","C",1,"DEM",340,0,13.51,0,4738.88,5065.37,0,0,0,0,0,537275.86,340,"CA",5,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H6CA05377","MASUDA, MICHAEL","C",1,"DEM",23039.26,0,9324.53,0,0,13714.73,0,0,0,0,0,15006.21,23039.26,"CA",5,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H8CA04152","MCCLINTOCK, THOMAS","I",2,"REP",174833.6,0,237738.9,0,148204.99,85299.69,0,0,0,0,0,3206.04,156343.12,"CA",5,NA,NA,NA,NA,NA,18025,0,"06/30/2025",174,0
"H0CA03078","BERA, AMERISH","I",1,"DEM",241784.79,0,252271.23,0,1873371.71,1862885.27,0,0,0,50000,0,7800,75627.5,"CA",6,NA,NA,NA,NA,NA,166157.29,0,"06/30/2025",5,0
"H6CA06268","BENNETT, CHRISTOPHER JERMAN","C",1,"DEM",33685.13,0,6899.74,0,0,26785.39,20020,0,0,0,0,1250,13665.13,"CA",6,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H0CA06170","BISH, CHRISTINE","C",2,"REP",5611.54,0,3558.74,0,50.14,2102.94,0,680.03,0,0,0,35749.53,4931.51,"CA",6,NA,NA,NA,NA,NA,0,0,"06/30/2025",200,0
"H4CA06149","DELUZ, CRAIG","C",2,"REP",0,0,0,0,47.09,47.09,0,0,0,0,0,13177.53,0,"CA",6,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H4CA06156","RIEHLE, RAYMOND","C",2,"REP",19634.78,0,13991.6,0,539.83,6183.01,0,0,0,0,0,23150,19634.78,"CA",6,NA,NA,NA,NA,NA,0,0,"06/30/2025",96.58,0
"H6CA05195","MATSUI, DORIS","I",1,"DEM",366214,0,153023.33,0,306668.8,519859.47,0,0,0,0,0,0,118214,"CA",7,NA,NA,NA,NA,NA,248000,0,"06/30/2025",250,0
"H6CA07142","LEE, ERICA","C",1,"DEM",10265.38,0,5508.16,0,0,4757.22,0,0,0,0,0,1323.99,10265.38,"CA",7,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H6CA07159","MORIN, ROBERT","C",1,"DEM",10949,0,0,0,0,10949,0,0,0,0,0,0,10949,"CA",7,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H0CA10149","GARAMENDI, JOHN","I",1,"DEM",149522,0,216017.69,0,1264717.73,1198222.04,0,0,0,0,0,0,72772,"CA",8,NA,NA,NA,NA,NA,76750,0,"06/30/2025",0,0
"H2CA00153","RECILE, RUDY","C",2,"REP",1523,0,1347.08,0,1037.74,1213.66,0,25,0,0,0,31741.66,1498,"CA",8,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H8CA10126","HARDER, JOSH","I",1,"DEM",1549317.6,82251.53,337864.51,105,1688831.72,2900284.81,0,0,0,0,0,0,1150031.12,"CA",9,NA,NA,NA,NA,NA,244122,1625.93,"06/30/2025",7757.34,0
"H4CA09093","LINCOLN, KEVIN J II","",2,"REP",5861.05,1195,28153.71,0,24124.13,1831.47,0,0,0,0,0,1450,2579.2,"CA",9,NA,NA,NA,NA,NA,999,0,"06/30/2025",207.46,0
"H4CA09101","MCBRIDE, JOHN","C",2,"REP",2889.35,0,2592.44,0,30,326.91,0,0,0,0,0,20112.62,2889.35,"CA",9,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H6CA09122","SHOEMAKER, JAMES H","C",2,"REP",6877.9,0,5562.08,0,0,1315.82,0,0,25,0,0,10625,6852.9,"CA",9,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H0CA10073","DESAULNIER, MARK","I",1,"DEM",175947.47,0,134384.25,0,628987.32,670550.54,0,0,0,0,0,0,71339.92,"CA",10,NA,NA,NA,NA,NA,104607.55,0,"06/30/2025",500,0
"H4CA10109","PICCININI, KATHERINE","C",2,"REP",2192,0,867.15,0,2082.23,3407.08,0,0,0,0,0,6345.84,2192,"CA",10,NA,NA,NA,NA,NA,0,0,"06/30/2025",22,0
"H6CA11219","CHAKRABARTI, SAIKAT","C",1,"DEM",608139.23,0,364087.92,0,0,244051.31,0,470000,0,0,0,470000,138139.23,"CA",11,NA,NA,NA,NA,NA,0,0,"06/30/2025",108.34,0
"H6CA11243","HELTON, DARREN WAYNE","C",1,"DEM",5247.31,0,5247.31,0,0,0,0,5247.31,0,0,0,5247.31,0,"CA",11,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H8CA05035","PELOSI, NANCY","I",1,"DEM",1489541.03,16340,1963151.79,0,2078066.46,1604455.7,0,0,0,0,0,0,1462487.05,"CA",11,NA,NA,NA,NA,NA,10500,0,"06/30/2025",27316.5,0
"H6CA11235","GANEZER, DAVID L","C",2,"REP",0,0,0,0,0,0,0,0,0,0,0,0,0,"CA",11,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H4CA12154","SIMON, LATEEFAH","I",1,"DEM",533425.91,0,316472.35,0,285654.71,502608.27,0,0,0,0,0,0,457009.3,"CA",12,NA,NA,NA,NA,NA,71000,0,"06/30/2025",3,0
"H2CA13115","GRAY, ADAM C.","I",1,"DEM",1117838.58,7396.04,528512.73,0,191957.72,781283.57,0,0,0,0,0,76369,681547.88,"CA",13,NA,NA,NA,NA,NA,424075,386.4,"06/30/2025",2601.07,0
"H4CA14093","KRUTTIVENTI, VIN","C",2,"REP",310993.42,0,205228.68,0,5799.65,111564.39,201672.37,0,0,0,0,806598.07,99321.05,"CA",13,NA,NA,NA,NA,NA,10000,0,"06/30/2025",0,0
"H6CA13181","LOPEZ, JAVIER B","C",2,"REP",71370,0,31102.16,0,0,40267.84,0,0,0,0,0,22159.48,48360,"CA",13,NA,NA,NA,NA,NA,23010,0,"06/30/2025",0,0
"H2CA15094","SWALWELL, ERIC MICHAEL","I",1,"DEM",1076852.05,0,858716.53,0,300002.78,518138.3,0,0,0,0,0,0,933848.16,"CA",14,NA,NA,NA,NA,NA,110451.75,779.17,"06/30/2025",358,0
"H2CA14162","MULLIN, KEVIN","I",1,"DEM",308267.73,0,227423.14,0,36771.24,117615.83,0,0,0,0,0,2599.42,123867,"CA",15,NA,NA,NA,NA,NA,182911.77,0,"06/30/2025",1000,0
"H4CA15074","KRAMER, ANNA","C",2,"REP",5350,0,7037.73,0,1687.73,0,5250,0,0,0,0,18400,0,"CA",15,NA,NA,NA,NA,NA,0,0,"03/31/2025",0,0
"H4CA16197","LICCARDO, SAM T.","I",1,"DEM",2093835.79,1180703.98,702196.15,7000,90392.1,1482031.74,0,0,0,0,0,0,724168.71,"CA",16,NA,NA,NA,NA,NA,185250,0,"06/30/2025",8300,0
"H4CA16247","DIXON, PETER","C",1,"DEM",0,0,1038.33,0,1038.33,0,0,0,0,0,0,0,0,"CA",16,NA,NA,NA,NA,NA,0,0,"03/20/2025",0,0
"H4CA12055","KHANNA, ROHIT","I",1,"DEM",6207608.83,0,2724915.57,0,10709091.4,14191784.66,0,0,0,0,0,89348.3,5761773.38,"CA",17,NA,NA,NA,NA,NA,500,0,"06/30/2025",52841.3,500
"H0CA17193","TANDON, RITESH","C",2,"REP",0,0,0,0,0,0,0,0,0,0,0,2089.31,0,"CA",17,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H4CA16049","LOFGREN, ZOE","I",1,"DEM",693579.52,55913.24,288653.48,0,239752.35,644678.39,0,0,0,0,0,12244.15,479371.66,"CA",18,NA,NA,NA,NA,NA,155950,0,"06/30/2025",293,2500
"H6CA20152","PANETTA, JIMMY","I",1,"DEM",896463.49,0,412949.35,0,3714638.61,4198152.75,0,0,0,0,0,0,359247.54,"CA",19,NA,NA,NA,NA,NA,530266.8,0,"06/30/2025",818,0
"H6CA19154","VERBICA, PETER COE","C",2,"REP",25965,0,8167.1,0,0,17797.9,500,0,0,0,0,0,25465,"CA",19,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H4CA20181","FONG, VINCE","I",2,"REP",513250.45,12236.19,345076.42,0,39231.4,207405.43,0,0,0,0,0,214231.28,245641.2,"CA",20,NA,NA,NA,NA,NA,255373.06,0,"06/30/2025",0,0
"H4CA20082","COSTA, JIM","I",1,"DEM",370110.34,0,178256.21,0,208882.1,400736.23,0,0,0,0,0,3533.59,151283.44,"CA",21,NA,NA,NA,NA,NA,218750,0,"06/30/2025",0,2000
"H0CA22110","GARCIA, ERIC","",1,"DEM",0,0,0,0,0,0,0,0,0,0,0,20910.5,0,"CA",22,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H2CA21233","SALAS, RUDY","C",1,"DEM",1089.73,0,31580.06,0,206443.2,175952.87,0,0,0,0,0,0,1075,"CA",22,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H6CA22190","VILLEGAS, RANDY","C",1,"DEM",231315.85,0,104883.39,0,0,126432.46,0,0,0,0,0,0,225315.85,"CA",22,NA,NA,NA,NA,NA,6000,0,"06/30/2025",10,0
"H2CA20094","VALADAO, DAVID","I",2,"REP",1810794.57,641676.51,468088.58,0,45535.53,1388241.52,0,0,0,0,0,0,390876.06,"CA",22,NA,NA,NA,NA,NA,754635,10000,"06/30/2025",33807.87,0
"H6CA23230","HODGE, TESSA LYNN","C",1,"DEM",9374.38,0,5265.05,0,0,4109.33,0,6090.4,0,0,0,6090.4,3255,"CA",23,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H6CA23263","CHAKALIAN, PAUL","C",1,"DEM",24802.99,0,15614.92,0,0,9188.07,0,0,0,0,0,0,24302.99,"CA",23,NA,NA,NA,NA,NA,500,0,"06/30/2025",0,0
"H0CA08135","OBERNOLTE, JAY","I",2,"REP",415821.06,18203.97,223064.89,0,997839.76,1190595.93,0,0,0,0,0,1125000,164126.37,"CA",23,NA,NA,NA,NA,NA,230000,0,"06/30/2025",3800,0
"H6CA24303","CARBAJAL, SALUD O.","I",1,"DEM",811727.97,0,319138.6,0,2643869.51,3136458.88,0,0,0,0,0,356.26,650950.34,"CA",24,NA,NA,NA,NA,NA,158016.45,0,"06/30/2025",0,0
"H6CA24345","SMITH, ROBERT BOB J","C",2,"REP",29399.4,0,16145,0,0,13254.4,104.48,19000,0,0,0,19000,10294.92,"CA",24,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H2CA36439","RUIZ, RAUL DR.","I",1,"DEM",729153.03,14000,384569.67,0,1702739.4,2047322.76,0,0,0,0,0,0,434280.69,"CA",25,NA,NA,NA,NA,NA,280251.25,0,"06/30/2025",436.5,0
"H4CA25214","TRUMAN, CECI","C",2,"REP",76118.7,0,72823.19,0,2607.89,5903.4,0,0,0,0,0,0,76118.7,"CA",25,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H6CA25219","MALES, JOE","C",2,"REP",373585.44,0,272029.63,0,0,101555.81,0,0,0,0,0,97722.72,335128.95,"CA",25,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H2CA00120","BROWNLEY, JULIA","I",1,"DEM",281367.77,0,172090.83,0,942357.13,1051634.07,0,0,0,0,0,0,140389.6,"CA",26,NA,NA,NA,NA,NA,125000,0,"06/30/2025",110,0
"H4CA26162","KOSLOW, MICHAEL S","C",2,"REP",23690,0,21773.76,0,11311.45,13227.69,140,0,0,0,0,53683,23550,"CA",26,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H6CA26241","GALLUCCI, SAMUEL","C",2,"REP",105816,0,13871.29,0,0,91944.71,1450,52000,0,0,0,52000,52366,"CA",26,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H4CA27111","WHITESIDES, GEORGE","I",1,"DEM",1640926.75,46374.6,512909.12,0,326733.36,1454750.99,0,0,0,0,0,1310000,1211746.71,"CA",27,NA,NA,NA,NA,NA,304787.62,1367.47,"06/30/2025",21058.24,0
"H0CA32101","CHU, JUDY","I",1,"DEM",137040.93,0,232408.84,0,3602004.95,3506637.04,0,0,0,0,0,8846,53540.93,"CA",28,NA,NA,NA,NA,NA,83500,0,"06/30/2025",0,0
"H4CA28127","VERLATO, APRIL","",2,"REP",0,0,3250,0,7837.65,4587.65,0,0,0,0,0,0,0,"CA",28,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H4CA29141","RIVAS, LUZ","I",1,"DEM",191640.94,0,178100.93,0,264263.23,277803.24,0,0,0,0,0,0,84119.63,"CA",29,NA,NA,NA,NA,NA,106500,0,"06/30/2025",3500,0
"H2CA29087","CARRANZA, MARGARITA MARIA","C",2,"REP",0,0,0,0,235,235,0,0,0,0,0,0,0,"CA",29,NA,NA,NA,NA,NA,0,0,"04/15/2025",0,0
"H4CA30131","MELVOIN, NICK","C",1,"DEM",2377.06,0,23230.76,0,212665.6,191811.9,0,0,0,0,0,0,0,"CA",30,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H4CA30149","FRIEDMAN, LAURA","I",1,"DEM",262056.22,0,234603.84,0,296748.24,324200.62,0,0,0,0,0,0,182436.58,"CA",30,NA,NA,NA,NA,NA,79500,0,"06/30/2025",35,1000
"H4CA31170","CISNEROS, GILBERT","I",1,"DEM",142223,0,126657.75,0,40075.83,55641.08,0,0,0,0,0,5467680,35862.52,"CA",31,NA,NA,NA,NA,NA,104250,0,"06/30/2025",11,0
