"fec_id","name","incumbency","party_code","party","total_receipts","transfers_from_auth_cmte","total_disbursements","transfers_to_auth_cmte","cash_beginning","cash_end","cand_contr","cand_loans","other_loans","cand_loan_repay","other_loan_repay","debts_owed","total_indiv_contributions","office_state","district","spec_elec","prim_elec","run_elec","gen_elec","gen_perc","other_cmte_contr","contr_from_party","coverage_end_date","indiv_refunds","cmte_refunds"
"H4FL27036","DAVEY, MICHAEL","C",1,"DEM",45190.26,0,28247.28,0,-201.53,16942.98,0,0,0,0,0,0,45190.26,"FL",27,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H6FL27056","LAMONDIN, RICHARD","C",1,"DEM",250354.18,0,56038.9,0,0,194315.28,0,0,0,0,0,0,250340.18,"FL",27,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H6FL27064","FORNINO, ALEXANDER","C",1,"DEM",21304,0,20804,0,0,500,21304,0,0,0,0,0,0,"FL",27,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H8FL27185","SALAZAR, MARIA ELVIRA","I",2,"REP",466858.05,95369.33,183484.97,0,1410827.14,1694200.22,2492.77,0,0,0,0,14300,179575.98,"FL",27,NA,NA,NA,NA,NA,180028.55,0,"06/30/2025",0,0
"H4FL28042","EHR, PHIL","C",1,"DEM",86082.19,0,66205.15,0,16850.92,36727.96,0,66500,0,0,0,377583.63,19582.19,"FL",28,NA,NA,NA,NA,NA,0,0,"06/30/2025",91,0
"H0FL26036","GIMENEZ, CARLOS","I",2,"REP",205890.13,52041.81,156588.69,0,576027.97,625329.41,0,0,0,0,0,0,55848.32,"FL",28,NA,NA,NA,NA,NA,98000,0,"06/30/2025",3500,0
"H4GA01039","CARTER, EARL LEROY","I",2,"REP",3595271.3,175199.08,2537326.85,2500,3018930.34,4076874.79,0,2e+06,0,0,0,2e+06,717674.96,"GA",1,NA,NA,NA,NA,NA,670325,0,"06/30/2025",2235,0
"H6GA01075","TAYLOR, KANDISS DR.","C",2,"REP",8695.13,0,5869.39,0,192.03,3017.77,0,600,0,0,0,600,8095.13,"GA",1,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H6GA01083","FARRELL, PATRICK K.","C",2,"REP",276651,0,27856.12,0,0,248794.88,0,250000,0,0,0,250000,26651,"GA",1,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H6GA01091","PENN, KRISTA","C",2,"REP",5342.03,0,2120.03,0,0,3222,0,0,0,0,0,945.98,5342.03,"GA",1,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H6GA01109","KINGSTON, JAMES MORRIS","C",2,"REP",869705,0,12644.22,0,0,857060.78,0,0,0,0,0,0,856205,"GA",1,NA,NA,NA,NA,NA,13500,0,"06/30/2025",0,0
"H2GA02031","BISHOP, SANFORD","I",1,"DEM",417224.63,0,335896.6,0,182860.98,264189.01,0,0,0,0,0,0,124662.82,"GA",2,NA,NA,NA,NA,NA,286000,0,"06/30/2025",25,0
"H6GA02149","GLOVER, DANNY DWAYNE","C",1,"DEM",4675,0,2882.4,0,100,1892.6,0,0,0,0,0,0,4675,"GA",2,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H4GA03126","JACK, BRIAN","I",2,"REP",481804.13,1,269955.94,0,240176.33,452024.52,0,0,0,0,0,7515.71,232594.36,"GA",3,NA,NA,NA,NA,NA,248208.77,0,"06/30/2025",792.22,0
"H6GA04129","JOHNSON, HENRY C. 'HANK'","I",1,"DEM",167424.31,0,152516.2,0,111676,126584.11,0,0,0,0,0,5211.2,21987.7,"GA",4,NA,NA,NA,NA,NA,142000,779.17,"06/30/2025",5050,-2500
"H0GA05301","WILLIAMS, NIKEMA N.","I",1,"DEM",196370.02,0,147166.42,0,13241.65,62445.25,0,0,0,0,0,0,66422.13,"GA",5,NA,NA,NA,NA,NA,125255,0,"06/30/2025",0,0
"H6GA05308","CASTRO, ANDRES","C",1,"DEM",11412.03,0,5761.93,0,0,5650.1,7000,0,0,0,0,0,4412.03,"GA",5,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H8GA06393","MCBATH, LUCIA KAY MS.","I",1,"DEM",271262.62,0,520074.78,25000,953274.45,704462.29,0,0,0,0,0,0,139079.68,"GA",6,NA,NA,NA,NA,NA,123437.48,779.17,"06/30/2025",2716.34,0
"H6GA07171","MOBURG, HAIDEN WILLIAM","C",1,"DEM",0,0,0,0,0,0,0,0,0,0,0,0,0,"GA",7,NA,NA,NA,NA,NA,0,0,"04/16/2025",0,0
"H0GA07273","MCCORMICK, RICHARD DEAN DR.","I",2,"REP",511505.91,254678.33,616899.41,29000,697822.91,592429.41,0,0,0,203800,0,0,86907.85,"GA",7,NA,NA,NA,NA,NA,139500,0,"06/30/2025",24585.41,5000
"H8GA08118","COOPER, JAMES L III","",1,"DEM",20,0,0,0,0,20,20,0,0,0,0,1230,0,"GA",8,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H0GA08099","SCOTT, JAMES AUSTIN","I",2,"REP",272538.01,0,271102.27,0,980165.55,981601.29,0,0,0,0,0,0,30210.43,"GA",8,NA,NA,NA,NA,NA,230000,0,"06/30/2025",250,2500
"H4GA08125","WATKINS, VINSON","C",2,"REP",0,0,0,0,201.19,201.19,0,0,0,0,0,5320,0,"GA",8,NA,NA,NA,NA,NA,0,0,"03/31/2025",0,0
"H6GA09268","ALEX, NICHOLAS FRANCIS MR.","C",1,"DEM",10915,0,2629.13,0,0,8285.87,1040,0,0,0,0,0,9875,"GA",9,NA,NA,NA,NA,NA,0,0,"06/30/2025",100,0
"H0GA09246","CLYDE, ANDREW","I",2,"REP",165239.74,0,91583.31,0,95984.11,169640.54,0,0,0,0,0,1308863.64,142239.74,"GA",9,NA,NA,NA,NA,NA,23000,0,"06/30/2025",2000,-2000
"H6GA09250","COUVILLON, SAM","C",2,"REP",436665,0,138864.24,0,0,297800.76,0,0,0,0,0,0,433165,"GA",9,NA,NA,NA,NA,NA,3500,0,"06/30/2025",0,0
"H4GA10071","COLLINS, MICHAEL A JR","I",2,"REP",745883.84,157783.28,338781.63,0,597195.09,1004297.3,0,0,0,0,0,286941.43,394747.64,"GA",10,NA,NA,NA,NA,NA,192000,0,"06/30/2025",1000,0
"H4GA11061","LOUDERMILK, BARRY","I",2,"REP",115836.57,0,87536.88,0,172983.85,201283.54,0,0,0,0,0,0,19378.43,"GA",11,NA,NA,NA,NA,NA,82250,0,"06/30/2025",0,0
"H2GA12121","ALLEN, RICHARD W","I",2,"REP",407674.34,0,255689.03,0,1174956.66,1326941.97,0,0,0,0,0,1639945.28,230424.34,"GA",12,NA,NA,NA,NA,NA,177250,0,"06/30/2025",0.15,0
"H2GA13012","SCOTT, DAVID ALBERT","I",1,"DEM",190843.39,0,153158.3,0,174524.68,212209.77,0,55000,0,0,0,107350,2842.43,"GA",13,NA,NA,NA,NA,NA,133000,0,"06/30/2025",0,0
"H6GA13039","JONES, EMANUEL","C",1,"DEM",122517.23,0,36536.12,0,0,85981.11,5,45500,0,0,0,46051.25,75262.23,"GA",13,NA,NA,NA,NA,NA,1750,0,"06/30/2025",0,1500
"H6GA13047","BONNER, JONATHAN","C",1,"DEM",8303,0,7800,0,0,503,0,0,0,0,0,0,8203,"GA",13,NA,NA,NA,NA,NA,0,100,"06/30/2025",0,0
"H6GA13054","MCKENZIE, RONALD","C",1,"DEM",36751,0,17557.26,0,0,19193.74,0,9000,0,0,0,9000,27751,"GA",13,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H6GA13062","BLAIR, EVERTON","C",1,"DEM",227578.5,0,75675.98,0,0,151902.52,0,0,0,0,0,0,225578.5,"GA",13,NA,NA,NA,NA,NA,2000,0,"06/30/2025",0,0
"H6GA13070","CLARK, JASMINE","C",1,"DEM",164876.29,0,16587.36,0,0,148288.93,0,0,0,0,0,0,163876.29,"GA",13,NA,NA,NA,NA,NA,1000,0,"06/30/2025",0,0
"H6GA13088","MOORE, CARLOS","C",1,"DEM",58425,0,1775,0,0,56650,0,0,0,0,0,27000,58425,"GA",13,NA,NA,NA,NA,NA,0,0,"06/30/2025",1775,0
"H4GA14099","BLALOCK, CLARENCE","C",1,"DEM",16998.2,0,15586.23,0,0,1411.97,0,2000,0,0,0,2000,14998.2,"GA",14,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H0GA06192","GREENE, MARJORIE TAYLOR","I",2,"REP",1283251.36,63782.1,1496961.41,0,855505.7,641795.65,0,0,0,0,0,0,1082262.31,"GA",14,NA,NA,NA,NA,NA,5000,0,"06/30/2025",3398.84,0
"H4GA07283","CRISWELL, JEFFERSON EDWARD","C",2,"REP",0,0,0,0,0,0,0,0,0,0,0,14658.29,0,"GA",14,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H6GA14060","BLACK, STAR","C",2,"REP",1000,0,36.83,0,0,963.17,0,0,0,0,0,0,1000,"GA",14,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H6GA23012","HARRISON, RAVEN","C",2,"REP",558792.66,0,312658.6,0,0,246134.06,6968,542000,0,250000,0,293242.05,9824.66,"GA",23,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H2GU01031","MOYLAN, JAMES C.","I",2,"REP",2000,0,4812,0,4024.37,1212.37,0,0,0,0,0,0,0,"GU",0,NA,NA,NA,NA,NA,2000,0,"06/30/2025",0,0
"H2HI02128","CASE, EDWARD","I",1,"DEM",262981.69,0,75490.76,0,316658.08,504149.01,0,0,0,0,0,0,131981.69,"HI",1,NA,NA,NA,NA,NA,131000,0,"06/30/2025",0,0
"H2HI02581","TOKUDA, JILL NAOMI","I",1,"DEM",229506.33,684.23,310671.01,0,483440.71,402276.03,0,0,0,0,0,0,177620.65,"HI",2,NA,NA,NA,NA,NA,50500,0,"06/30/2025",5100,0
"H2IA02111","BOHANNAN, CHRISTINA","C",1,"DEM",813506.18,0,101135.68,0,107217.38,819587.88,7000,0,0,0,0,0,722217.55,"IA",1,NA,NA,NA,NA,NA,51050,0,"06/30/2025",2.27,0
"H4IA01127","PAUTSCH, DAVID ALFRED MR.","C",2,"REP",17420,0,10172.17,0,5698.49,12946.32,0,0,0,0,0,0,17420,"IA",1,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H8IA02043","MILLER-MEEKS, MARIANNETTE JANE","I",2,"REP",2328693.21,529843.75,586028.29,0,373743.4,2116408.32,0,0,0,0,0,0,653556.01,"IA",1,NA,NA,NA,NA,NA,1116660.75,5000,"06/30/2025",28263.37,10500
"H6IA02179","TECHAU, KEVIN W","C",1,"DEM",142340.67,0,74142.12,0,0,68198.55,123.2,0,0,0,0,0,139627,"IA",2,NA,NA,NA,NA,NA,2500,50,"06/30/2025",7000,0
"H0IA01174","ARENHOLZ, ASHLEY HINSON","I",2,"REP",1490892.16,229803.36,593635.41,15998.99,1928075.4,2825332.15,0,0,0,0,0,0,767838.8,"IA",2,NA,NA,NA,NA,NA,493250,0,"06/30/2025",0,0
"H6IA03268","TRONE GARRIOTT, SARAH","C",1,"DEM",520800.25,0,144092.04,0,0,376708.21,0,0,0,0,0,0,505300.25,"IA",3,NA,NA,NA,NA,NA,15500,0,"06/30/2025",1500,0
"H6IA03276","KONFRST, JENNIFER","C",1,"DEM",251045.96,0,80967.65,0,0,170078.31,0,0,0,0,0,0,243545.96,"IA",3,NA,NA,NA,NA,NA,7500,0,"06/30/2025",35,0
"H2IA03119","NUNN, ZACH","I",2,"REP",1554842.97,596705.32,308078.5,0,52833.39,1299597.86,0,0,0,0,0,0,387959.92,"IA",3,NA,NA,NA,NA,NA,560100.01,5000,"06/30/2025",0,-4000
"H2IA04141","MELTON, RYAN MICHAEL APPLETON","C",1,"DEM",13525,0,6445.73,0,2897.22,9976.49,0,0,0,0,0,0,13525,"IA",4,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H0IA04145","FEENSTRA, RANDALL","I",2,"REP",1092233.27,86305.2,778799.3,1e+05,1170394.49,1483828.46,0,0,0,0,0,0,306146.73,"IA",4,NA,NA,NA,NA,NA,596473.25,0,"06/30/2025",89086.15,49750
"H2ID01192","PETERSON, KAYLEE JADE","C",1,"DEM",27708,0,23949.48,0,5391.32,9149.84,0,0,0,0,0,0,26308,"ID",1,NA,NA,NA,NA,NA,1000,400,"06/30/2025",0,0
"H8ID01124","FULCHER, RUSSELL","I",2,"REP",178137.29,0,182024.35,0,180008.72,176121.66,0,0,0,0,0,0,123403,"ID",1,NA,NA,NA,NA,NA,53000,1000,"06/30/2025",0,0
"H6ID02225","WILEY, JULIE MARISA","C",1,"DEM",5000,0,0,0,0,5000,5000,0,0,0,0,0,0,"ID",2,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H8ID02064","SIMPSON, MICHAEL","I",2,"REP",275834.39,0,197468.06,0,105205.72,183572.05,0,0,0,0,0,0,114334.39,"ID",2,NA,NA,NA,NA,NA,161500,0,"06/30/2025",0,0
"H2IL01349","JACKSON, JONATHAN","I",1,"DEM",83112.63,0,120870.95,0,53688.09,15929.77,0,0,0,0,0,27000,65614.17,"IL",1,NA,NA,NA,NA,NA,17000,0,"06/30/2025",0,0
"H2IL02172","KELLY, ROBIN","I",1,"DEM",455184.35,0,2449781.7,2151081.69,2015110.97,20513.62,207.25,0,0,0,0,0,139755.14,"IL",2,NA,NA,NA,NA,NA,312250,0,"06/30/2025",-500,7500
"H6IL02298","PETERS, ROBERT JAMES","C",1,"DEM",415200.04,0,40505.41,0,0,374694.63,0,0,0,0,0,0,379408.31,"IL",2,NA,NA,NA,NA,NA,35791.5,0,"06/30/2025",580.34,1000
"H6IL02306","REGIS, ADAL","C",1,"DEM",21646,0,7138.1,479,0,14507.9,0,0,0,0,0,0,21646,"IL",2,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H6IL02322","FRANCE, ERIC","C",1,"DEM",13090.8,0,11283.12,0,0,1807.68,0,10195.8,0,0,0,10195.8,2895,"IL",2,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H6IL02330","BROWN, YUMEKA S MRS","C",1,"DEM",500,0,0,0,0,500,0,500,0,0,0,2600,0,"IL",2,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H6IL02280","COLEMAN, CALVIN","C",2,"REP",1968.84,0,1538.14,0,0,430.7,1533.84,0,0,0,0,0,435,"IL",2,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H2IL03162","RAMIREZ, DELIA","I",1,"DEM",746514.38,49850,237608.5,0,467571.4,976477.28,0,0,0,0,0,0,515728.09,"IL",3,NA,NA,NA,NA,NA,180075.01,0,"06/30/2025",6000,0
"H8IL04134","GARCIA, JESUS","I",1,"DEM",225602.61,0,118793.33,0,35835.53,142644.81,0,0,0,0,0,0,103665.31,"IL",4,NA,NA,NA,NA,NA,110450,0,"06/30/2025",1600,0
"H0IL05096","QUIGLEY, MIKE","I",1,"DEM",271779.33,0,206599.75,0,1181183.39,1246362.97,0,0,0,0,0,0,103168.29,"IL",5,NA,NA,NA,NA,NA,168607.55,0,"06/30/2025",0,0
"H8IL06139","CASTEN, SEAN","I",1,"DEM",744596.5,0,380112.27,0,694142.5,1058626.73,0,0,0,0,0,75694.37,506901.29,"IL",6,NA,NA,NA,NA,NA,221050,32.67,"06/30/2025",427,0
"H4IL06112","CONFORTI, NIKI","C",2,"REP",33017.24,0,23950.71,0,5201.82,14268.35,0,0,0,0,0,0,33017.24,"IL",6,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H4IL07037","DAVIS, DANNY K. MR.","I",1,"DEM",54457.91,0,45880.59,0,105728.32,114932.42,0,0,0,0,0,66454.71,29345.28,"IL",7,NA,NA,NA,NA,NA,25101,0,"06/30/2025",0,0
"H6IL07339","FRIEDMAN, JASON","C",1,"DEM",1084782.81,0,179095.66,0,0,905687.15,36750,0,0,0,0,0,1047992,"IL",7,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H6IL07347","MCCOMBS, JOHN","C",1,"DEM",5438.85,0,3345.09,0,0,2093.76,2413.85,0,0,0,0,0,3025,"IL",7,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H6IL07354","FORD, LA SHAWN K","C",1,"DEM",0,0,0,0,0,0,0,0,0,0,0,0,0,"IL",7,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H2IL08146","CONGRESS, JUNAID","",1,"DEM",338204,0,8933.33,0,0,329270.67,0,0,0,0,0,12758.92,338204,"IL",8,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H6IL08147","KRISHNAMOORTHI, S. RAJA","I",1,"DEM",3891089.41,0,11655998.35,10069791.22,17111494.43,9346585.49,0,0,0,0,0,102790.82,3163235.47,"IL",8,NA,NA,NA,NA,NA,366600,0,"06/30/2025",5687.23,8500
"H6IL08212","KHOT, NEIL","C",1,"DEM",515793.7,0,35500.65,0,0,480293.05,3500,240000,0,0,0,240000,271911.11,"IL",8,NA,NA,NA,NA,NA,250,0,"06/30/2025",6000,0
"H6IL08238","MORRISON, KEVIN B.","C",1,"DEM",182641.99,0,29748.01,0,0,152893.98,750,0,0,0,0,0,172141.99,"IL",8,NA,NA,NA,NA,NA,9750,0,"06/30/2025",1750,0
"H6IL08246","DUNUNG, SANJYOT","C",1,"DEM",108641.32,0,50110.29,0,0,58531.03,8384.66,0,0,0,0,0,95256.66,"IL",8,NA,NA,NA,NA,NA,5000,0,"06/30/2025",0,0
"H6IL08253","BANKOLE, YASMEEN","C",1,"DEM",109114.88,0,3662.78,0,0,105452.1,7000,34000,0,0,0,57624.02,60764.88,"IL",8,NA,NA,NA,NA,NA,7350,0,"06/30/2025",0,0
"H6IL08279","KALLAS, CHRIST","C",1,"DEM",10666.98,0,3652.44,0,0,7014.54,446.45,8000,0,0,0,8000,2220.5,"IL",8,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H6IL08287","TULLY, DAN","C",1,"DEM",204688,0,5533.66,0,0,199154.34,0,128500,0,0,0,128500,74188,"IL",8,NA,NA,NA,NA,NA,2000,0,"06/30/2025",0,0
"H4IL08159","RICE, MARK","C",2,"REP",109109.38,0,8846.73,0,101613.76,201876.41,0,1e+05,0,0,0,252350,9109.38,"IL",8,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H6IL09178","ABUGHAZALEH, KATHERINE M.","O",1,"DEM",904576.47,0,237808.31,0,0,666768.16,0,0,0,0,0,0,904572.1,"IL",9,NA,NA,NA,NA,NA,0,0,"06/30/2025",487,0
"H6IL09186","ABREVAYA, DAVID","O",1,"DEM",0,0,0,0,0,0,0,0,0,0,0,0,0,"IL",9,NA,NA,NA,NA,NA,0,0,"04/16/2025",0,0
"H6IL09194","FINE, LAURA","O",1,"DEM",262805.33,0,25578.9,0,0,237226.43,7000,0,0,0,0,0,248855.33,"IL",9,NA,NA,NA,NA,NA,6950,0,"06/30/2025",275,0
"H6IL09202","JENKINS, MIRACLE","O",1,"DEM",29445.76,0,27184.53,0,0,2261.23,38.88,0,0,0,0,0,29406.88,"IL",9,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H6IL09228","BISS, DANIEL","O",1,"DEM",702974.99,0,57500.58,0,0,645474.41,0,0,0,0,0,2260.44,702974.99,"IL",9,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H6IL09236","AMIWALA, BUSHRA","O",1,"DEM",198933.1,0,7886.28,0,0,191046.82,0,0,0,0,0,0,198933.1,"IL",9,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H6IL09251","ROSENBLUM, HOWARD","O",1,"DEM",49946,0,768.21,0,0,49177.79,0,0,0,0,0,0,49946,"IL",9,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H6IL09269","JOHNSON, BETHANY","O",1,"DEM",788.94,0,211.94,0,0,577,197.94,0,0,0,0,0,591,"IL",9,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H6IL09277","LEON, BRUCE","O",1,"DEM",610000,0,0,0,0,610000,0,610000,0,0,0,610000,0,"IL",9,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H6IL09327","FORD, JUSTIN","",1,"DEM",24509.49,0,23523.7,0,0,985.79,0,22876.7,0,0,0,22876.7,1632.79,"IL",9,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H8IL09067","SCHAKOWSKY, JANICE D","I",1,"DEM",412678.31,0,643620.17,0,847974.18,617032.32,0,0,0,0,0,0,324674.66,"IL",9,NA,NA,NA,NA,NA,87651,0,"06/30/2025",2125,1000
"H6IL09210","SU, DONGBO MARK","O",2,"REP",10400,0,3039.29,0,0,7360.71,3000,0,0,0,0,0,6500,"IL",9,NA,NA,NA,NA,NA,900,0,"06/30/2025",0,0
"H2IL10068","SCHNEIDER, BRADLEY S.","I",1,"DEM",1140769.98,97800,646797.31,0,971426.09,1465398.76,0,0,0,0,0,0,594219.85,"IL",10,NA,NA,NA,NA,NA,448750,0,"06/30/2025",70,0
"H6IL10168","COGHILL, MORGAN","C",1,"DEM",10366,0,3021.99,0,0,7344.01,0,5600,0,0,0,9617,4766,"IL",10,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H8IL14067","FOSTER, G. WILLIAM (BILL)","I",1,"DEM",686575.42,0,371384.16,0,1550564.66,1865755.92,0,0,0,0,0,1017994.89,345835.43,"IL",11,NA,NA,NA,NA,NA,273500,0,"06/30/2025",35,0
"H2IL14086","PIERCE, MICHAEL DAVID LTC (RET.)","C",2,"REP",6880,0,6000,0,0,880,0,6380,0,0,0,6380,500,"IL",11,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H4IL11245","KIM, CHARLES","C",2,"REP",17525.3,0,10467.32,0,0,7057.98,0,17525.3,0,0,0,89622.2,0,"IL",11,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H4IL12060","BOST, MICHAEL","I",2,"REP",431485.6,0,285562.25,0,352296.01,498219.36,0,0,0,0,0,0,161379.79,"IL",12,NA,NA,NA,NA,NA,270100,0,"06/30/2025",0,535.88
"H2IL13153","BUDZINSKI, NIKKI","I",1,"DEM",947795.99,540,477503.4,0,1784732.35,2255024.94,0,0,0,0,0,0,491192.4,"IL",13,NA,NA,NA,NA,NA,430750,1240,"06/30/2025",2875,0
"H6IL13162","BLAHA, DYLAN THOMAS","C",1,"DEM",5276.02,0,3052.22,0,0,2223.8,1752.8,0,0,0,0,0,3523.22,"IL",13,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H4IL13241","LOYD, JOSHUA","C",2,"REP",8138.2,0,7322.19,0,369.38,1185.39,0,1500,0,0,0,1500,6638.2,"IL",13,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H6IL13154","WILSON, JEFF","C",2,"REP",69839.61,0,24296.58,0,0,45543.03,0,50500,0,0,0,50500,19339.61,"IL",13,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H8IL14174","UNDERWOOD, LAUREN","I",1,"DEM",913051.8,61000,796088.21,0,1055102.02,1172065.61,0,0,0,0,0,0,718325.42,"IL",14,NA,NA,NA,NA,NA,116300,0,"06/30/2025",334.37,0
"H6IL14160","DAVIS, JED","C",2,"REP",18907.45,0,6251.08,0,0,12656.37,0,0,0,0,0,0,18907.45,"IL",14,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H8IL16153","MARTER, JAMES THOMAS","C",2,"REP",27232.25,0,11598.53,0,4043.84,19677.56,0,0,0,0,0,31358.77,27232.25,"IL",14,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H6IL15092","TODD, JENNIFER ANN","C",1,"DEM",17168.26,0,11288.19,0,785.92,5748.81,0,0,0,0,0,0,16671,"IL",15,NA,NA,NA,NA,NA,497.26,0,"06/30/2025",0,0
"H0IL15129","MILLER, MARY","I",2,"REP",363226.91,6744.71,305191.75,0,646256.34,704291.5,0,0,0,0,0,0,324482.2,"IL",15,NA,NA,NA,NA,NA,32000,0,"06/30/2025",205.54,0
"H6IL16090","ALBRIGHT, JOE","C",1,"DEM",15833.92,0,10523.08,0,0,5310.84,781.83,5000,0,0,0,5000,10052.09,"IL",16,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H6IL16108","NOLLEY, PAUL","C",1,"DEM",30119.08,0,17973.29,0,0,12145.79,944.83,0,0,0,0,0,19174.25,"IL",16,NA,NA,NA,NA,NA,10000,0,"06/30/2025",0,0
"H6IL18088","LAHOOD, DARIN MCKAY","I",2,"REP",1512653.06,363964.33,800967.99,0,5521283.07,6232968.14,0,0,0,0,0,0,365021.9,"IL",16,NA,NA,NA,NA,NA,723400,100,"06/30/2025",250,200
"H2IL17147","SORENSEN, ERIC","I",1,"DEM",725271.31,3000,293323.46,0,112794.28,544742.13,0,0,0,0,0,0,436601.47,"IL",17,NA,NA,NA,NA,NA,284000,0,"06/30/2025",3859,500
"H6IL17247","VANCIL, DILLAN","C",2,"REP",81211.71,0,67310,0,20321.99,34223.7,4035.19,11500,0,0,0,12700,65376.52,"IL",17,NA,NA,NA,NA,NA,300,0,"06/30/2025",13250,100
"H0IN01150","MRVAN, FRANK J.","I",1,"DEM",590159.55,20750,299392.27,0,88459.72,379227,0,0,0,0,0,0,280601.45,"IN",1,NA,NA,NA,NA,NA,288300,464.67,"06/30/2025",27,0
"H6IN01223","SCHENKE, JAMES","C",2,"REP",17992.91,0,15459.32,0,0,2533.59,394.85,0,0,0,0,21731.03,17598.06,"IN",1,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H2IN02295","YAKYM, RUDY C. III","I",2,"REP",1558542.99,379089.95,953911.23,0,609579.3,1214211.06,0,0,0,0,0,0,668564.69,"IN",2,NA,NA,NA,NA,NA,507461.49,0,"06/30/2025",37999.71,0
"H4IN03182","GOSS, PHIL","C",1,"DEM",40000,0,40241.6,0,3331.13,3089.53,0,40000,0,0,0,290300,0,"IN",3,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H4IN03174","STUTZMAN, MARLIN","I",2,"REP",355360.57,52735.72,216377.01,0,49316.96,188300.52,0,0,0,25000,0,320000,155837.37,"IN",3,NA,NA,NA,NA,NA,143500,0,"06/30/2025",1989.22,0
"H4IN04248","HAGGARD, CRAIG","C",2,"REP",49360,0,26302.85,0,60642.42,83699.57,0,0,0,0,0,0,39110,"IN",4,NA,NA,NA,NA,NA,10250,0,"06/30/2025",0,0
"H8IN04199","BAIRD, JAMES R DR.","I",2,"REP",68335.73,0,143230.12,0,214609.73,139715.34,0,0,0,0,0,210000,39014.64,"IN",4,NA,NA,NA,NA,NA,28700,0,"06/30/2025",0,0
"H6IN05273","FRANKLIN, JACKSON BAILEY","C",1,"DEM",7317.2,0,285.65,0,0,7031.55,0,10,0,0,0,10,7307.2,"IN",5,NA,NA,NA,NA,NA,0,0,"06/30/2025",0,0
"H0IN05326","SPARTZ, VICTORIA","I",2,"REP",421892.39,13737.32,616818.76,0,258050.18,63123.81,0,25000,0,375000,0,350000,373155.07,"IN",5,NA,NA,NA,NA,NA,10000,0,"06/30/2025",0,0
"H4IN06185","SHREVE, JEFFERSON","I",2,"REP",107508.63,0,146060.3,0,131714.79,93163.12,0,0,0,0,0,5900000,37821.64,"IN",6,NA,NA,NA,NA,NA,69000,0,"06/30/2025",1.75,1000
"H6IN07394","HORNEDO, GEORGE","C",1,"DEM",157960.4,0,91462.53,0,0,66497.87,0,40000,0,0,0,40000,115960.4,"IN",7,NA,NA,NA,NA,NA,2000,0,"06/30/2025",500,0
